campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
127643,Weekend Special,2023-08-24,Inactive,SMS,6510,325,82,2874.47998046875,6035.60009765625,3.549999952316284
127966,Referral Program,2024-07-11,Premium,Email,4956,584,75,3771.89990234375,6463.43994140625,2.9700000286102295
128196,Referral Program,2024-01-13,All,SMS,3562,670,85,3034.110107421875,2549.47998046875,1.600000023841858
128374,Category Promotion,2023-10-30,New Users,Social Media,8444,602,99,2021.550048828125,3618.10009765625,2.200000047683716
128641,Weekend Special,2023-05-27,Premium,Social Media,6567,652,53,2608.260009765625,2392.449951171875,2.990000009536743
128692,App Push Notification,2024-04-28,All,SMS,5521,449,25,3762.89990234375,3844.969970703125,3.9800000190734863
128751,New User Discount,2024-04-21,All,SMS,7065,641,89,4170.419921875,5416.330078125,2.059999942779541
128851,Membership Drive,2024-06-07,Premium,Social Media,2570,866,91,1388.22998046875,5569.02978515625,2.4200000762939453
128968,Category Promotion,2024-08-24,Premium,App,7657,302,38,1678.27001953125,6093.93017578125,2.4700000286102295
129322,App Push Notification,2024-05-13,Premium,Email,9677,697,41,3052.8701171875,2131.590087890625,3.640000104904175
129327,App Push Notification,2023-03-28,Inactive,SMS,3877,644,77,2547.179931640625,6142.990234375,2.490000009536743
129388,Referral Program,2024-08-10,All,Social Media,5066,252,97,4515.1201171875,4460.759765625,3.0799999237060547
129426,Festival Offer,2024-02-08,Inactive,Social Media,2632,824,21,4248.009765625,4984.14990234375,3.069999933242798
129510,New User Discount,2024-03-03,All,Social Media,9020,143,33,4428.7001953125,5900.990234375,3.8399999141693115
129727,Festival Offer,2023-08-22,Inactive,App,3776,778,14,1093.739990234375,6764.10986328125,1.5800000429153442
130091,App Push Notification,2023-11-05,New Users,Email,1906,970,39,1922.3900146484375,7865.5,3.9200000762939453
130120,App Push Notification,2023-09-18,All,Email,6748,893,89,1847.8299560546875,3624.3798828125,3.9800000190734863
130164,Flash Sale,2024-10-22,Premium,Social Media,6347,665,75,3934.7099609375,4725.5400390625,1.6299999952316284
130334,App Push Notification,2023-06-22,New Users,SMS,8881,756,53,1363.239990234375,3306.93994140625,1.8200000524520874
130406,App Push Notification,2024-08-15,New Users,App,2357,728,76,2693.7900390625,5133.7900390625,2.5399999618530273
130713,Category Promotion,2023-06-24,Premium,App,9875,922,92,3578.949951171875,2385.679931640625,2.799999952316284
130716,Festival Offer,2023-06-04,All,Social Media,4120,115,65,4101.4599609375,7378.759765625,2.7200000286102295
130791,New User Discount,2023-11-24,Premium,SMS,5963,154,94,1417.02001953125,8141.02978515625,3.1700000762939453
130880,Referral Program,2024-07-02,Premium,SMS,7911,867,72,2811.3798828125,2963.699951171875,3.1600000858306885
130912,Email Campaign,2023-09-23,New Users,App,8804,123,42,2684.6201171875,7633.89990234375,3.5799999237060547
130943,New User Discount,2024-09-23,Inactive,Email,1870,889,13,3625.5400390625,7280.1201171875,1.840000033378601
130969,Flash Sale,2023-09-22,Premium,Social Media,7646,250,95,2558.330078125,6067.10009765625,3.2200000286102295
131083,App Push Notification,2023-07-06,Premium,Email,6570,274,95,4673.1201171875,7847.89013671875,2.940000057220459
131109,Festival Offer,2023-12-26,Premium,Social Media,6471,322,49,1730.6600341796875,5117.009765625,2.1500000953674316
131270,New User Discount,2024-06-28,New Users,Email,7761,945,68,1487.7900390625,3090.760009765625,1.8300000429153442
131311,Referral Program,2023-06-23,New Users,Email,9004,706,85,4567.7998046875,9649.5498046875,3.680000066757202
131357,Festival Offer,2024-01-04,All,Social Media,3322,244,27,3424.0,2855.590087890625,3.5399999618530273
131361,Flash Sale,2024-05-25,New Users,Email,2736,929,58,2490.169921875,7904.75,2.819999933242798
131363,App Push Notification,2023-09-17,Premium,SMS,9654,970,71,3882.3701171875,2434.830078125,1.5099999904632568
131542,New User Discount,2023-06-26,Premium,SMS,5474,414,79,2286.06005859375,2178.0400390625,2.819999933242798
131786,Email Campaign,2024-08-14,All,App,6510,979,75,3836.3798828125,6042.580078125,1.559999942779541
131812,Referral Program,2024-08-28,All,SMS,6496,848,33,2903.64990234375,7677.60009765625,3.630000114440918
131818,Flash Sale,2024-03-06,New Users,App,4591,501,28,3228.330078125,7505.27978515625,1.7699999809265137
131922,Weekend Special,2023-07-26,Premium,SMS,5883,244,99,4872.5400390625,6322.759765625,3.109999895095825
132038,Email Campaign,2024-06-01,All,SMS,7918,900,53,3043.360107421875,4177.740234375,2.2799999713897705
132207,Category Promotion,2023-08-23,All,Social Media,9930,339,87,3666.469970703125,7439.0400390625,2.0999999046325684
132669,Email Campaign,2024-08-26,Premium,SMS,1673,1000,60,2285.820068359375,2338.39990234375,3.7200000286102295
132692,Email Campaign,2024-01-03,New Users,SMS,6085,248,25,1689.8299560546875,2465.949951171875,3.4700000286102295
132811,Referral Program,2023-09-19,New Users,SMS,3117,489,52,1423.56005859375,3719.340087890625,2.140000104904175
133038,Membership Drive,2023-09-28,All,Social Media,3146,992,89,2392.360107421875,7242.330078125,2.3499999046325684
133097,Membership Drive,2023-09-19,New Users,Social Media,4302,302,21,3683.39990234375,2469.31005859375,3.130000114440918
133692,Category Promotion,2024-01-28,New Users,Social Media,2248,891,91,1791.3399658203125,3550.139892578125,1.6299999952316284
133861,Category Promotion,2024-07-04,All,App,3083,637,99,3039.800048828125,6757.259765625,3.0399999618530273
133960,Flash Sale,2023-07-12,New Users,SMS,6937,730,74,3662.889892578125,8203.01953125,2.6600000858306885
134280,New User Discount,2023-10-26,Inactive,Social Media,7741,515,82,1522.5999755859375,7913.2001953125,3.549999952316284
134467,Festival Offer,2024-09-03,Inactive,App,3167,343,97,3052.39990234375,2219.360107421875,2.809999942779541
134790,Email Campaign,2024-04-07,All,Social Media,2066,165,27,4086.139892578125,7750.1201171875,2.509999990463257
134796,Category Promotion,2024-08-30,All,App,2565,110,26,4959.669921875,7866.39013671875,3.9800000190734863
134824,Email Campaign,2024-04-15,New Users,App,9719,407,64,2733.760009765625,8036.93017578125,3.700000047683716
134935,Flash Sale,2024-08-05,Inactive,App,5860,917,28,4159.02978515625,3535.02001953125,1.7999999523162842
135541,Weekend Special,2024-09-30,Premium,App,8975,766,23,2462.090087890625,3637.449951171875,2.4100000858306885
135759,Flash Sale,2024-02-15,All,Social Media,1454,134,28,2617.60009765625,2589.830078125,2.7799999713897705
135884,Flash Sale,2024-03-14,All,App,9855,565,60,2749.419921875,3199.969970703125,2.2799999713897705
136074,Category Promotion,2023-05-14,Inactive,Social Media,9292,482,11,4096.0,3484.8701171875,1.8899999856948853
136787,Membership Drive,2024-04-06,New Users,SMS,4166,465,18,3962.89990234375,4849.16015625,2.0799999237060547
136959,New User Discount,2023-08-20,Premium,Email,3441,802,36,1837.8299560546875,3310.659912109375,2.75
136965,Email Campaign,2024-08-11,Inactive,App,2916,467,68,2963.320068359375,6983.759765625,3.180000066757202
137049,Festival Offer,2023-04-12,All,SMS,4453,770,56,2491.75,7993.02001953125,3.009999990463257
137315,New User Discount,2023-08-25,Inactive,SMS,6830,341,35,2386.1201171875,3053.6201171875,2.069999933242798
137341,Category Promotion,2024-02-24,New Users,App,9797,189,88,3160.219970703125,3947.840087890625,2.4000000953674316
137436,Flash Sale,2023-03-22,Premium,Social Media,8985,810,30,1490.97998046875,2104.1201171875,3.3299999237060547
137461,Category Promotion,2023-04-06,New Users,App,5414,690,58,4849.919921875,6865.5,2.359999895095825
137535,App Push Notification,2024-04-07,Premium,App,3385,493,27,4849.52001953125,3742.889892578125,3.990000009536743
137772,Weekend Special,2023-03-24,New Users,App,8611,382,19,2805.97998046875,4678.43994140625,1.75
137874,Weekend Special,2024-11-02,All,App,6082,497,59,1897.0400390625,3654.10009765625,1.9500000476837158
138074,Referral Program,2024-05-03,Premium,Email,4332,600,46,1225.5899658203125,3413.89990234375,2.0
138286,New User Discount,2023-10-27,Inactive,Social Media,3898,763,48,4726.2900390625,5580.93017578125,2.7899999618530273
138432,Category Promotion,2023-06-01,New Users,SMS,4229,800,26,1416.489990234375,9591.83984375,3.9000000953674316
138481,Referral Program,2023-12-07,New Users,Social Media,3443,988,70,4889.240234375,3822.2900390625,3.7100000381469727
138944,Email Campaign,2023-09-21,New Users,Email,3792,326,73,1009.3599853515625,4797.7900390625,3.200000047683716
139196,Festival Offer,2024-10-12,All,Email,8047,726,47,2066.110107421875,7037.3701171875,3.559999942779541
139283,Flash Sale,2023-07-26,Premium,Email,5199,138,67,2757.2099609375,5454.06982421875,2.450000047683716
139388,Referral Program,2023-04-29,New Users,Email,1213,656,99,2957.669921875,8154.8701171875,2.509999990463257
139432,Weekend Special,2024-05-30,Premium,Social Media,3725,539,83,3265.2900390625,4586.60986328125,2.490000009536743
139591,Weekend Special,2024-04-01,Premium,SMS,2424,211,55,3123.320068359375,4895.990234375,3.990000009536743
140497,New User Discount,2024-02-28,All,Email,6519,372,92,3323.239990234375,2385.5400390625,1.9800000190734863
140583,Flash Sale,2023-08-27,Inactive,SMS,4579,473,60,1561.469970703125,2918.800048828125,2.240000009536743
140831,App Push Notification,2023-12-02,New Users,SMS,1008,593,29,3451.35009765625,4484.3798828125,3.1700000762939453
141009,Referral Program,2024-02-03,Premium,App,8935,198,79,2070.02001953125,4893.72021484375,3.869999885559082
141055,Festival Offer,2023-09-24,All,Social Media,1458,218,22,4653.2001953125,6922.60986328125,3.569999933242798
141194,Category Promotion,2024-04-27,Inactive,Email,4433,240,98,2962.639892578125,2056.6201171875,2.1600000858306885
141430,App Push Notification,2023-06-20,Premium,SMS,4949,923,48,4548.77978515625,2634.610107421875,2.4700000286102295
141483,App Push Notification,2023-12-12,Premium,Social Media,1444,369,67,2929.449951171875,9702.080078125,2.3499999046325684
141626,New User Discount,2024-09-05,Premium,Social Media,3107,100,79,1300.1800537109375,6920.97998046875,3.5799999237060547
141742,Flash Sale,2023-03-28,Premium,Email,4433,601,35,3808.590087890625,6844.830078125,1.9900000095367432
141857,Flash Sale,2023-11-25,New Users,Social Media,8366,302,17,1236.9000244140625,3685.409912109375,1.7000000476837158
141912,Email Campaign,2023-08-06,New Users,Social Media,6280,490,29,3297.64990234375,3612.510009765625,2.059999942779541
142218,Weekend Special,2023-11-01,Premium,Email,7797,613,66,4729.89990234375,3650.6298828125,1.6200000047683716
142246,Festival Offer,2024-08-13,New Users,Social Media,4322,323,26,1001.8499755859375,9085.0302734375,3.9200000762939453
142318,Email Campaign,2023-10-03,New Users,SMS,6184,903,43,4171.56005859375,9349.73046875,2.4200000762939453
142379,New User Discount,2024-07-30,Premium,Email,2371,641,51,1902.77001953125,7149.5,3.569999933242798
142389,New User Discount,2024-10-13,All,SMS,3365,963,12,3397.72998046875,7077.5,2.859999895095825
142430,App Push Notification,2024-09-12,New Users,App,4671,904,71,2436.419921875,5253.7998046875,2.690000057220459
142451,Membership Drive,2023-03-24,Premium,Email,4372,118,21,3685.580078125,6105.72998046875,2.7200000286102295
142575,Email Campaign,2024-02-13,All,SMS,5636,284,65,1545.719970703125,4210.0498046875,1.5099999904632568
142635,Referral Program,2023-09-12,New Users,SMS,8052,210,24,4623.81982421875,2589.97998046875,2.6500000953674316
143053,Membership Drive,2024-09-10,New Users,SMS,5021,362,19,1323.47998046875,9333.8203125,3.4000000953674316
143075,Flash Sale,2024-01-14,All,App,3921,251,99,4676.31005859375,5020.39013671875,3.0799999237060547
143504,Festival Offer,2024-08-27,New Users,SMS,1800,452,49,4981.39013671875,3726.8798828125,3.9200000762939453
143548,Weekend Special,2024-02-29,All,Email,6967,196,69,3091.800048828125,4986.58984375,2.8399999141693115
143826,New User Discount,2024-01-02,Inactive,Social Media,2625,526,90,1721.760009765625,4876.4599609375,3.4200000762939453
143893,Referral Program,2023-12-19,Inactive,Email,1369,824,65,3474.989990234375,3754.919921875,3.509999990463257
143947,Email Campaign,2024-01-16,Inactive,SMS,2929,907,65,4402.83984375,3449.919921875,2.130000114440918
144186,New User Discount,2024-01-23,New Users,Email,2467,372,88,3584.360107421875,5519.33984375,3.880000114440918
144627,Category Promotion,2023-03-26,Premium,App,3264,377,33,4434.81005859375,5948.990234375,2.8499999046325684
144692,Email Campaign,2023-10-10,New Users,App,5299,115,36,4602.41015625,3065.260009765625,2.7200000286102295
145107,Flash Sale,2024-04-24,Inactive,Email,5591,118,54,4438.0400390625,2320.889892578125,1.5800000429153442
145230,Referral Program,2023-07-21,Premium,Social Media,4113,512,100,2088.14990234375,2439.7099609375,1.6100000143051147
145252,App Push Notification,2024-03-11,New Users,App,1243,150,93,2712.6201171875,9106.3603515625,3.6500000953674316
145503,Referral Program,2024-08-26,Premium,Email,4754,206,55,2813.1298828125,7425.56005859375,3.359999895095825
145584,Membership Drive,2024-09-25,Inactive,App,5725,903,80,1133.260009765625,7075.72998046875,3.390000104904175
146007,Email Campaign,2024-01-23,New Users,App,8836,421,57,1589.0,7130.1298828125,2.0999999046325684
146183,Category Promotion,2024-08-02,New Users,Social Media,9354,631,84,3645.68994140625,4325.89013671875,1.7100000381469727
146258,Category Promotion,2023-05-22,Premium,Social Media,7729,716,79,3633.659912109375,3503.22998046875,3.390000104904175
146669,Email Campaign,2024-04-30,All,App,6204,743,46,1712.030029296875,3625.300048828125,3.3299999237060547
146885,Festival Offer,2023-12-24,Inactive,Social Media,6207,211,70,1265.6500244140625,2971.3798828125,2.619999885559082
146888,Weekend Special,2024-11-03,New Users,Email,8974,799,64,4907.3798828125,9623.9697265625,2.359999895095825
146905,Festival Offer,2024-06-07,New Users,Social Media,9781,554,59,2921.25,4715.47998046875,3.0
146921,Category Promotion,2023-05-24,All,Social Media,4841,303,30,2839.449951171875,9482.26953125,2.880000114440918
147242,Category Promotion,2023-08-07,New Users,SMS,4133,946,31,3272.2900390625,2319.4599609375,3.9700000286102295
147272,Referral Program,2023-05-03,All,Social Media,7768,825,10,3910.75,3783.39990234375,3.2799999713897705
147381,Weekend Special,2024-06-25,New Users,Email,8409,376,72,3483.010009765625,6200.81005859375,3.990000009536743
147387,App Push Notification,2024-03-23,Premium,App,1508,653,73,3629.169921875,3447.31005859375,2.4600000381469727
147451,Flash Sale,2023-11-05,Inactive,Email,9137,190,60,3200.139892578125,5398.8701171875,3.5199999809265137
147648,Email Campaign,2023-05-02,All,Email,8093,218,95,2061.89990234375,9766.3203125,3.2200000286102295
147727,Weekend Special,2024-01-28,New Users,Social Media,4971,262,30,3338.7900390625,5867.080078125,2.4800000190734863
148234,New User Discount,2024-01-16,New Users,SMS,2054,550,39,4818.35986328125,4395.43994140625,3.0899999141693115
148406,Membership Drive,2023-12-02,New Users,SMS,7665,443,49,2659.14990234375,7836.2998046875,2.7100000381469727
148488,Category Promotion,2024-09-16,Inactive,SMS,8567,124,65,4114.66015625,7749.68994140625,3.509999990463257
148522,Membership Drive,2024-10-14,All,Social Media,7279,693,93,4386.41015625,9441.080078125,2.2699999809265137
148626,Flash Sale,2023-06-04,Inactive,Email,9738,418,45,2066.18994140625,6388.14990234375,3.799999952316284
148791,Category Promotion,2023-12-05,All,Social Media,6040,791,42,3892.860107421875,8212.919921875,1.649999976158142
149417,Weekend Special,2024-07-31,Inactive,Email,5019,880,77,3090.85009765625,6876.06005859375,1.559999942779541
149455,New User Discount,2024-07-23,All,SMS,5385,858,55,1721.3800048828125,7136.35009765625,3.819999933242798
149502,Flash Sale,2024-01-24,All,SMS,1119,151,91,3540.2099609375,3172.8701171875,2.440000057220459
149503,Referral Program,2024-07-28,New Users,App,5145,523,93,3626.14990234375,6438.1201171875,2.109999895095825
149632,Flash Sale,2024-04-08,Premium,App,9739,446,40,3871.81005859375,2270.679931640625,2.2899999618530273
149671,Membership Drive,2024-05-18,New Users,App,4394,878,81,2795.659912109375,4236.7099609375,1.9199999570846558
149709,App Push Notification,2023-07-24,Premium,Social Media,2863,728,67,1517.3900146484375,9286.6796875,3.799999952316284
150268,Flash Sale,2024-01-23,All,SMS,6844,221,48,1468.1600341796875,4959.6201171875,3.190000057220459
150363,Membership Drive,2024-02-11,Premium,Social Media,6609,239,18,3273.47998046875,5955.169921875,1.9500000476837158
150424,App Push Notification,2023-11-23,All,SMS,4536,742,17,3985.840087890625,8618.1201171875,3.0199999809265137
150537,Festival Offer,2023-08-04,New Users,SMS,2493,197,57,3063.60009765625,9969.7001953125,2.9600000381469727
150550,Referral Program,2023-12-01,New Users,App,2892,390,61,1526.0899658203125,3501.090087890625,3.4800000190734863
150592,Weekend Special,2023-08-22,Inactive,App,9300,358,64,2321.669921875,2070.919921875,2.0299999713897705
150996,App Push Notification,2023-08-29,New Users,Social Media,8946,692,52,3978.739990234375,2476.27001953125,1.8600000143051147
151163,Category Promotion,2023-04-18,All,Email,1458,682,56,1422.030029296875,9435.1396484375,3.2100000381469727
151395,Weekend Special,2023-03-29,Premium,SMS,4834,408,89,1574.27001953125,5312.990234375,1.840000033378601
152034,Category Promotion,2024-06-04,All,App,5838,260,14,4527.47998046875,3310.02001953125,3.5399999618530273
152082,App Push Notification,2023-05-29,New Users,Email,9261,294,93,2337.25,7010.3701171875,3.2200000286102295
152369,Festival Offer,2024-01-07,Premium,Social Media,7811,862,77,2589.320068359375,7710.35986328125,2.319999933242798
152438,New User Discount,2023-09-26,Inactive,SMS,6286,233,36,2792.949951171875,9230.3603515625,1.5299999713897705
152531,Weekend Special,2023-05-18,New Users,Social Media,7779,322,98,4346.5400390625,8552.150390625,1.75
152682,Flash Sale,2024-02-06,Premium,Social Media,6302,961,67,1501.5799560546875,6017.52978515625,2.1500000953674316
152900,Membership Drive,2023-12-05,Inactive,SMS,2923,758,50,2678.139892578125,5253.43017578125,3.380000114440918
152958,New User Discount,2023-11-16,New Users,Social Media,9258,313,87,4600.9501953125,4613.97998046875,2.140000104904175
152982,Flash Sale,2023-06-13,Premium,SMS,5189,752,20,2286.81005859375,3645.639892578125,2.259999990463257
153041,Festival Offer,2024-01-03,All,App,7594,148,66,1012.3499755859375,3175.2900390625,2.190000057220459
153487,Festival Offer,2024-10-11,All,Social Media,2923,886,19,4736.18994140625,7987.64013671875,2.609999895095825
153725,Email Campaign,2023-06-25,Inactive,Email,3076,113,77,2135.489990234375,3768.89990234375,2.7200000286102295
153735,App Push Notification,2023-06-02,Premium,SMS,3591,612,90,3503.64990234375,5937.43017578125,3.190000057220459
153789,Weekend Special,2023-07-31,Premium,Email,6464,239,95,2142.169921875,9516.25,2.130000114440918
153844,Membership Drive,2024-07-28,New Users,Email,5116,620,85,2532.77001953125,7188.759765625,3.4000000953674316
153926,Category Promotion,2023-08-18,All,Social Media,2410,828,85,2030.760009765625,2821.64990234375,2.75
154348,App Push Notification,2023-08-30,New Users,Social Media,1286,385,23,2358.77001953125,6025.81982421875,2.859999895095825
154428,Flash Sale,2023-08-30,New Users,Social Media,6248,871,49,2633.530029296875,9145.5703125,3.8299999237060547
154480,Referral Program,2024-03-05,All,App,2578,991,54,4010.699951171875,7047.85009765625,2.9000000953674316
154831,Weekend Special,2023-05-21,New Users,Social Media,7975,764,12,1143.0899658203125,6710.06982421875,3.690000057220459
154974,Festival Offer,2024-08-28,Premium,Email,6260,301,55,4906.43017578125,6597.35009765625,2.740000009536743
155149,Membership Drive,2024-05-13,All,Email,7015,705,51,4011.580078125,3535.330078125,1.7899999618530273
155153,New User Discount,2024-04-24,New Users,Social Media,7616,904,34,4997.5498046875,2220.570068359375,3.819999933242798
155602,Membership Drive,2023-06-24,Inactive,Social Media,4587,267,23,1630.6099853515625,9882.4697265625,1.6799999475479126
155841,Category Promotion,2023-11-18,Inactive,Social Media,4082,511,25,1187.7099609375,3794.989990234375,2.490000009536743
156146,Weekend Special,2024-02-11,All,App,6193,516,48,1584.1500244140625,2354.39990234375,2.9100000858306885
156216,Referral Program,2024-02-28,Inactive,SMS,1197,889,79,3709.75,3528.8798828125,3.450000047683716
156392,Flash Sale,2024-02-03,Premium,SMS,1642,372,30,1793.47998046875,9832.3095703125,3.9600000381469727
156424,Email Campaign,2023-12-05,All,SMS,6576,909,77,2184.419921875,2159.919921875,2.869999885559082
156450,Membership Drive,2023-09-10,Premium,SMS,2148,362,38,4644.66015625,5320.85009765625,2.180000066757202
156487,New User Discount,2024-01-09,Inactive,Email,7131,875,58,3953.570068359375,7849.27978515625,3.75
156818,Festival Offer,2024-06-20,Premium,SMS,8842,731,49,2006.5,5537.52978515625,1.7300000190734863
157009,Membership Drive,2024-08-26,Premium,SMS,2895,674,92,4700.080078125,3078.72998046875,2.3299999237060547
157257,Festival Offer,2024-03-09,All,Email,7755,820,13,4293.31982421875,8973.83984375,1.5800000429153442
157297,Membership Drive,2024-03-17,New Users,Email,7363,320,84,4658.27978515625,2730.6201171875,3.809999942779541
157365,Weekend Special,2023-08-21,Inactive,SMS,9529,142,52,2021.1600341796875,5152.990234375,2.119999885559082
157620,Flash Sale,2023-05-08,All,Email,8950,646,55,2829.43994140625,9003.919921875,1.649999976158142
157866,Membership Drive,2024-01-10,New Users,App,3538,940,75,2515.830078125,2474.800048828125,1.7899999618530273
158279,Email Campaign,2024-10-30,New Users,Email,3245,443,30,1970.0899658203125,8773.3798828125,3.740000009536743
158408,Email Campaign,2024-05-11,Premium,SMS,5113,588,97,2891.969970703125,8877.0595703125,1.7400000095367432
158988,Email Campaign,2024-02-04,Premium,Social Media,7751,780,44,2113.77001953125,6012.06005859375,2.880000114440918
159094,Referral Program,2023-10-03,New Users,App,2167,111,10,3992.969970703125,6768.5400390625,3.9600000381469727
159637,Email Campaign,2024-01-12,New Users,Social Media,8523,144,15,1325.8399658203125,2892.639892578125,3.2799999713897705
159675,Weekend Special,2024-10-28,Inactive,Email,2239,183,85,1183.8900146484375,9661.8095703125,3.1700000762939453
160000,Membership Drive,2023-05-17,Inactive,SMS,7740,584,28,3544.43994140625,6340.9501953125,2.7899999618530273
160290,Membership Drive,2024-05-26,New Users,Email,6523,891,84,4306.259765625,7850.85009765625,1.909999966621399
160294,Festival Offer,2024-08-03,Inactive,Email,7950,734,32,2475.22998046875,4891.68017578125,3.0899999141693115
160462,Weekend Special,2023-08-13,New Users,App,6929,254,86,3471.27001953125,8306.669921875,3.9700000286102295
160488,Category Promotion,2024-07-16,Premium,Email,1050,667,56,2106.81005859375,8591.400390625,2.9200000762939453
160497,Category Promotion,2024-03-18,Inactive,Social Media,6403,364,81,4086.050048828125,5726.9599609375,2.549999952316284
160588,App Push Notification,2024-09-04,New Users,Social Media,7457,344,21,3735.31005859375,2098.22998046875,3.5399999618530273
160804,Email Campaign,2024-06-25,New Users,Social Media,5862,627,50,3294.60009765625,2783.39990234375,2.359999895095825
161129,Membership Drive,2023-04-23,Premium,App,4424,255,53,4342.66015625,9193.6396484375,3.5899999141693115
161133,App Push Notification,2024-10-03,New Users,Email,6874,869,16,1642.5899658203125,3025.989990234375,2.880000114440918
161360,New User Discount,2023-09-02,Inactive,Email,3836,191,42,1925.1099853515625,6039.3701171875,2.369999885559082
162178,Referral Program,2023-08-11,Premium,App,1793,722,87,3745.090087890625,2785.860107421875,3.4700000286102295
162388,Email Campaign,2024-07-03,Inactive,Social Media,1465,213,61,2476.409912109375,7904.47021484375,2.890000104904175
162569,Flash Sale,2024-01-11,All,Email,1558,727,44,4378.58984375,3603.0400390625,1.5099999904632568
162601,Flash Sale,2023-05-26,New Users,Email,8867,452,58,3225.8798828125,5967.7099609375,2.059999942779541
162641,New User Discount,2023-12-16,New Users,App,3680,236,54,4173.72021484375,9950.3095703125,2.450000047683716
162830,Weekend Special,2023-08-30,New Users,Email,6017,487,72,4328.259765625,2841.929931640625,1.6699999570846558
162944,Referral Program,2023-12-29,Inactive,App,7861,118,94,4667.93017578125,7921.14013671875,2.869999885559082
162998,Category Promotion,2024-07-15,All,Email,4763,830,13,4454.169921875,4550.39990234375,3.5
163751,Weekend Special,2023-07-10,Premium,Email,2474,318,28,1258.0,9628.7900390625,3.5199999809265137
163857,New User Discount,2023-05-13,Inactive,Social Media,4659,549,23,2561.6298828125,9141.66015625,1.8799999952316284
163865,Weekend Special,2023-05-23,Premium,Social Media,1635,130,78,1385.449951171875,4387.33984375,3.369999885559082
163962,Weekend Special,2023-04-07,New Users,SMS,5940,157,61,4353.75,2476.510009765625,2.759999990463257
163963,New User Discount,2023-08-13,New Users,App,3396,281,42,4140.5498046875,5358.68017578125,2.6600000858306885
164441,Category Promotion,2023-03-29,All,SMS,5091,298,76,4098.68017578125,9981.75,2.450000047683716
164801,Category Promotion,2024-03-17,All,SMS,4767,787,45,2545.1201171875,5262.990234375,2.430000066757202
164983,Category Promotion,2023-06-03,New Users,Email,2100,493,51,3052.2099609375,8986.16015625,3.319999933242798
165013,Email Campaign,2024-02-17,All,Social Media,4574,145,62,4133.5498046875,9645.0703125,1.659999966621399
165252,App Push Notification,2024-08-30,Premium,Social Media,5720,208,21,2380.070068359375,2983.919921875,2.369999885559082
165276,Referral Program,2023-12-24,All,App,8708,197,93,1661.6400146484375,2127.179931640625,3.109999895095825
165375,Referral Program,2024-01-29,New Users,Social Media,7580,825,41,1300.3699951171875,9699.509765625,2.130000114440918
165387,Email Campaign,2024-02-08,New Users,App,5393,747,99,4650.7099609375,5070.35009765625,2.4600000381469727
165491,Referral Program,2024-03-27,All,Social Media,7600,252,34,4675.35986328125,5647.830078125,2.0899999141693115
165721,Category Promotion,2023-08-06,Premium,Email,5440,548,33,3339.81005859375,8838.8603515625,2.640000104904175
165727,Membership Drive,2023-09-20,All,Email,8506,623,98,1149.31005859375,7871.14013671875,2.9800000190734863
165799,New User Discount,2024-06-13,All,App,5023,244,34,1671.9000244140625,4680.2001953125,3.8499999046325684
165951,New User Discount,2023-08-17,All,Social Media,2869,464,86,1908.739990234375,5719.18994140625,3.200000047683716
165974,App Push Notification,2024-03-10,Inactive,App,1717,236,63,1465.300048828125,5645.18017578125,2.4200000762939453
165997,App Push Notification,2024-04-22,Premium,App,8725,540,59,4920.080078125,3229.580078125,2.799999952316284
166190,App Push Notification,2023-10-27,Premium,Social Media,4370,396,83,2331.530029296875,5467.0,3.430000066757202
166346,Email Campaign,2024-09-20,Premium,App,8471,945,28,3566.889892578125,4468.31005859375,2.2699999809265137
166794,Weekend Special,2024-03-22,All,App,4118,727,71,3802.909912109375,2787.330078125,2.390000104904175
166886,Referral Program,2024-07-13,Premium,SMS,2629,756,26,3574.080078125,7522.35986328125,1.9800000190734863
167036,Email Campaign,2024-08-22,Inactive,Email,4812,637,95,1151.52001953125,6441.580078125,3.5999999046325684
167425,Category Promotion,2024-10-13,New Users,App,7572,763,87,2233.110107421875,6294.830078125,2.140000104904175
167452,Weekend Special,2024-05-02,All,Email,2790,301,20,2553.75,6047.58984375,3.180000066757202
167455,Weekend Special,2023-05-30,Inactive,Email,6545,460,88,1055.0,6865.8701171875,2.2300000190734863
167482,Festival Offer,2023-12-13,Inactive,App,8269,132,87,2381.139892578125,5837.02978515625,1.9800000190734863
167941,New User Discount,2023-04-04,All,Social Media,3648,518,59,2039.3399658203125,5897.25,2.1500000953674316
167955,Festival Offer,2024-02-09,Premium,App,4545,418,19,1485.6800537109375,5519.81982421875,3.240000009536743
168190,App Push Notification,2023-05-07,New Users,App,8687,332,14,3770.409912109375,7258.14013671875,3.0199999809265137
168394,Weekend Special,2024-01-05,New Users,Social Media,3243,732,28,1548.02001953125,3635.639892578125,3.7699999809265137
168573,Category Promotion,2024-02-16,All,Email,8720,523,15,4508.08984375,6723.47998046875,2.4100000858306885
168643,Flash Sale,2024-04-09,Inactive,App,7579,926,15,4530.0498046875,4918.830078125,3.7899999618530273
168686,Membership Drive,2024-10-02,Premium,Email,2133,969,98,3282.050048828125,9841.83984375,3.240000009536743
168803,Festival Offer,2023-12-23,Premium,Email,4390,900,67,1047.3399658203125,6464.02978515625,2.0799999237060547
