order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
2425099132,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,2498.219970703125,Wallet,44245,4794
2426015858,22081691,2024-06-03 00:23:01,2024-06-03 00:36:01,2024-06-03 00:46:01,Slightly Delayed,3841.06005859375,Wallet,62295,9273
2433646621,82770142,2024-11-03 10:59:49,2024-11-03 11:19:49,2024-11-03 11:28:49,Slightly Delayed,1195.030029296875,Card,67633,280
2438302298,77862447,2023-04-24 00:00:48,2023-04-24 00:18:48,2023-04-24 00:33:48,Slightly Delayed,1175.489990234375,Cash,96633,9218
2442453181,16543242,2023-03-26 07:24:46,2023-03-26 07:40:46,2023-03-26 07:45:46,On Time,858.5700073242188,Card,21860,4137
2444087306,56250563,2023-07-28 08:25:29,2023-07-28 08:35:29,2023-07-28 08:37:29,On Time,2440.72998046875,Wallet,75692,5429
2444273306,32003512,2024-06-27 18:21:46,2024-06-27 18:38:46,2024-06-27 18:36:46,On Time,2023.8199462890625,UPI,65109,7225
2447983559,99772709,2024-10-03 20:46:07,2024-10-03 20:58:07,2024-10-03 21:25:07,Significantly Delayed,1031.06005859375,Cash,68149,3486
2448741950,60757351,2023-11-26 19:26:31,2023-11-26 19:42:31,2023-11-26 19:45:31,On Time,1534.8599853515625,Cash,91140,202
2449548943,68486301,2023-09-23 11:24:05,2023-09-23 11:39:05,2023-09-23 11:53:05,Slightly Delayed,1635.93994140625,Wallet,23429,8687
2450770184,45323391,2023-08-11 09:00:48,2023-08-11 09:18:48,2023-08-11 09:28:48,Slightly Delayed,3428.43994140625,Wallet,71871,3016
2452915406,96806748,2024-07-17 12:29:12,2024-07-17 12:43:12,2024-07-17 12:46:12,On Time,2169.360107421875,Cash,59616,1892
2455161115,27620326,2024-01-29 08:59:28,2024-01-29 09:17:28,2024-01-29 09:17:28,On Time,1010.8499755859375,UPI,23471,5466
2458349464,99714944,2023-04-06 12:40:21,2023-04-06 12:50:21,2023-04-06 12:50:21,On Time,888.1199951171875,Wallet,92293,3079
2458783424,1497747,2023-06-02 16:45:09,2023-06-02 16:56:09,2023-06-02 16:54:09,On Time,1072.6199951171875,Card,20118,937
2460545397,42872865,2024-10-27 11:26:03,2024-10-27 11:38:03,2024-10-27 11:49:03,Slightly Delayed,474.3399963378906,Wallet,50527,7031
2461936988,14428954,2023-07-20 23:11:57,2023-07-20 23:29:57,2023-07-20 23:48:57,Significantly Delayed,4196.9501953125,Cash,77590,9647
2463627380,24644542,2024-08-03 00:58:53,2024-08-03 01:15:53,2024-08-03 01:15:53,On Time,2378.6201171875,UPI,20216,4889
2465711187,48511124,2023-03-30 10:56:02,2023-03-30 11:08:02,2023-03-30 11:03:02,On Time,2295.909912109375,Wallet,94564,7144
2468420564,92027021,2023-06-30 16:02:02,2023-06-30 16:18:02,2023-06-30 16:46:02,Significantly Delayed,5123.330078125,UPI,10759,3827
2468550508,59620534,2024-08-21 13:50:50,2024-08-21 14:03:50,2024-08-21 14:06:50,On Time,3712.25,UPI,24846,6945
2470025903,81420960,2024-06-06 07:57:42,2024-06-06 08:07:42,2024-06-06 08:02:42,On Time,3939.110107421875,Cash,86113,5295
2475154947,13760839,2024-01-14 11:00:14,2024-01-14 11:12:14,2024-01-14 11:19:14,Slightly Delayed,2982.06005859375,Cash,5307,7518
2478533601,9097480,2024-11-01 14:24:12,2024-11-01 14:39:12,2024-11-01 14:46:12,Slightly Delayed,2241.030029296875,Card,79023,7866
2478557609,58170168,2024-06-15 14:43:39,2024-06-15 14:59:39,2024-06-15 15:12:39,Slightly Delayed,1632.7900390625,Wallet,53936,644
2479115586,55056284,2024-03-14 18:40:17,2024-03-14 18:51:17,2024-03-14 18:55:17,On Time,1876.68994140625,Wallet,6845,5738
2480235830,31324823,2023-09-19 05:40:36,2023-09-19 05:54:36,2023-09-19 05:58:36,On Time,2484.070068359375,Cash,58919,5418
2480611325,30823988,2024-02-25 16:24:49,2024-02-25 16:42:49,2024-02-25 16:50:49,Slightly Delayed,4729.75,Cash,78792,1838
2480856222,30373140,2023-11-08 16:28:56,2023-11-08 16:38:56,2023-11-08 16:41:56,On Time,3309.60009765625,Wallet,46682,3447
2480913332,95912198,2023-10-16 13:16:53,2023-10-16 13:30:53,2023-10-16 14:00:53,Significantly Delayed,3394.3798828125,Cash,86820,616
2483565595,21701991,2023-03-24 06:16:52,2023-03-24 06:30:52,2023-03-24 06:33:52,On Time,1267.5,Cash,25691,2259
2483843748,26040510,2023-05-24 09:19:37,2023-05-24 09:35:37,2023-05-24 09:38:37,On Time,1692.9000244140625,Wallet,62504,7609
2484470052,84848018,2024-01-09 19:29:32,2024-01-09 19:48:32,2024-01-09 19:51:32,On Time,1426.56005859375,Cash,54869,2946
2485242479,25526479,2023-04-11 06:16:55,2023-04-11 06:35:55,2023-04-11 06:34:55,On Time,3732.989990234375,Cash,76138,7194
2485933387,21573815,2024-07-10 17:30:21,2024-07-10 17:45:21,2024-07-10 17:46:21,On Time,1489.5999755859375,UPI,91595,5729
2489292878,59240916,2023-10-01 08:51:12,2023-10-01 09:02:12,2023-10-01 08:57:12,On Time,3382.35009765625,Card,88759,4977
2491374111,2361575,2024-08-10 04:50:52,2024-08-10 05:06:52,2024-08-10 05:08:52,On Time,1196.300048828125,Wallet,43388,3095
2494813730,28663279,2023-08-23 12:04:18,2023-08-23 12:20:18,2023-08-23 12:21:18,On Time,1879.4599609375,Card,32851,5588
2497341976,9097480,2023-09-21 09:06:49,2023-09-21 09:19:49,2023-09-21 09:20:49,On Time,3414.570068359375,Wallet,42711,788
2499190829,17159117,2023-10-31 10:45:49,2023-10-31 10:56:49,2023-10-31 10:58:49,On Time,1851.530029296875,UPI,38976,712
2500757555,65488134,2024-10-27 10:52:42,2024-10-27 11:03:42,2024-10-27 11:00:42,On Time,4945.85986328125,UPI,52455,665
2501516144,88252625,2024-10-01 09:14:18,2024-10-01 09:25:18,2024-10-01 09:23:18,On Time,48.54999923706055,Cash,56299,8147
2503209946,26844216,2024-04-28 11:08:57,2024-04-28 11:27:57,2024-04-28 11:26:57,On Time,1069.030029296875,Cash,13371,9791
2506369831,1529180,2023-06-16 13:05:30,2023-06-16 13:22:30,2023-06-16 13:35:30,Slightly Delayed,255.35000610351562,UPI,62473,7950
2509593585,58111297,2023-05-05 01:42:01,2023-05-05 02:02:01,2023-05-05 01:59:01,On Time,2163.39990234375,Cash,87829,7710
2515279840,21573815,2023-12-24 01:39:21,2023-12-24 01:51:21,2023-12-24 01:53:21,On Time,2843.77001953125,Cash,69394,8492
2520527893,51476157,2024-10-02 01:35:34,2024-10-02 01:53:34,2024-10-02 02:10:34,Significantly Delayed,3294.27001953125,UPI,59389,8699
2521042570,28394354,2024-05-17 10:43:36,2024-05-17 11:03:36,2024-05-17 11:01:36,On Time,3010.68994140625,Cash,91832,1165
2521197661,13251137,2024-02-20 00:32:46,2024-02-20 00:48:46,2024-02-20 01:05:46,Significantly Delayed,2777.530029296875,Card,49637,6579
2521995712,30285217,2023-08-21 01:43:10,2023-08-21 01:59:10,2023-08-21 01:57:10,On Time,2100.159912109375,Cash,80597,7878
2528398796,87889031,2023-04-06 23:42:43,2023-04-07 00:02:43,2023-04-07 00:13:43,Slightly Delayed,2625.780029296875,Wallet,58075,3422
2529809156,71905368,2024-05-21 14:38:44,2024-05-21 14:56:44,2024-05-21 15:18:44,Significantly Delayed,2728.489990234375,UPI,71519,6071
2529883737,94529626,2023-08-10 20:40:24,2023-08-10 20:50:24,2023-08-10 20:47:24,On Time,4623.580078125,UPI,39897,98
2531932780,91500615,2023-07-16 12:03:45,2023-07-16 12:15:45,2023-07-16 12:17:45,On Time,3340.22998046875,Wallet,4665,1872
2536833157,19067680,2023-05-08 04:44:45,2023-05-08 04:58:45,2023-05-08 04:56:45,On Time,999.8300170898438,Card,29809,3674
2538269668,48778633,2023-06-23 08:12:16,2023-06-23 08:27:16,2023-06-23 08:27:16,On Time,1348.52001953125,Cash,36761,1347
2543233800,46686696,2023-09-23 17:11:27,2023-09-23 17:31:27,2023-09-23 17:43:27,Slightly Delayed,1776.6099853515625,Wallet,76752,2839
2544173358,43295656,2024-11-03 16:41:57,2024-11-03 16:51:57,2024-11-03 16:51:57,On Time,3448.919921875,UPI,24026,7408
2548125971,7228206,2023-11-05 21:58:39,2023-11-05 22:18:39,2023-11-05 22:13:39,On Time,4335.06005859375,Cash,41755,9121
2548452255,44776601,2023-09-18 02:09:26,2023-09-18 02:24:26,2023-09-18 02:45:26,Significantly Delayed,2112.340087890625,Wallet,24605,4072
2550246555,38671747,2023-04-06 14:27:46,2023-04-06 14:39:46,2023-04-06 14:47:46,Slightly Delayed,2305.860107421875,UPI,36017,2456
2551179741,18791381,2024-04-10 02:09:31,2024-04-10 02:29:31,2024-04-10 02:43:31,Slightly Delayed,2975.1298828125,UPI,50120,1613
2554590672,19482392,2023-12-03 12:50:10,2023-12-03 13:02:10,2023-12-03 13:05:10,On Time,3840.610107421875,Wallet,36934,6195
2555454584,19182548,2023-08-12 17:17:51,2023-08-12 17:34:51,2023-08-12 17:55:51,Significantly Delayed,1626.4200439453125,Cash,50763,8438
2556317798,29562072,2023-09-14 03:54:55,2023-09-14 04:05:55,2023-09-14 04:03:55,On Time,1675.3499755859375,Cash,76160,8303
2558680592,68475914,2023-05-31 22:19:27,2023-05-31 22:36:27,2023-05-31 22:36:27,On Time,2032.56005859375,UPI,91792,7912
2560588609,6291143,2024-06-21 01:18:07,2024-06-21 01:35:07,2024-06-21 01:36:07,On Time,319.3399963378906,UPI,48964,5105
2561337790,30823988,2024-10-09 07:00:06,2024-10-09 07:13:06,2024-10-09 07:09:06,On Time,1213.780029296875,Cash,43692,7529
2561362173,33481252,2023-05-30 07:42:00,2023-05-30 07:58:00,2023-05-30 07:59:00,On Time,2542.56005859375,Cash,26727,1371
2567590825,13604883,2023-10-10 20:05:46,2023-10-10 20:19:46,2023-10-10 20:19:46,On Time,48.54999923706055,UPI,2575,6685
2567996236,81584486,2023-10-31 08:04:08,2023-10-31 08:21:08,2023-10-31 08:20:08,On Time,2831.030029296875,Cash,61790,1737
2570640420,10418604,2023-04-28 10:31:24,2023-04-28 10:44:24,2023-04-28 10:48:24,On Time,3782.0400390625,Cash,99899,9369
2571047526,90665975,2023-06-19 00:18:51,2023-06-19 00:30:51,2023-06-19 00:25:51,On Time,651.9299926757812,UPI,45704,3902
2571163022,59345983,2024-02-06 22:03:16,2024-02-06 22:20:16,2024-02-06 22:34:16,Slightly Delayed,674.3900146484375,Cash,59402,7684
2574349065,51547198,2024-04-17 14:33:32,2024-04-17 14:43:32,2024-04-17 14:44:32,On Time,4476.5498046875,Wallet,406,7690
2575965518,38496400,2024-10-25 23:31:21,2024-10-25 23:41:21,2024-10-25 23:36:21,On Time,1880.5699462890625,Wallet,33262,5322
2577064886,63948546,2024-06-07 04:38:39,2024-06-07 04:51:39,2024-06-07 04:53:39,On Time,1713.43994140625,Card,98272,6228
2577208156,86995126,2024-10-08 07:09:12,2024-10-08 07:28:12,2024-10-08 07:35:12,Slightly Delayed,1948.9000244140625,UPI,61389,1472
2577990012,71902700,2023-09-22 03:03:12,2023-09-22 03:13:12,2023-09-22 03:13:12,On Time,2577.4599609375,Card,81801,2923
2578671497,76218218,2024-01-25 00:04:47,2024-01-25 00:16:47,2024-01-25 00:21:47,On Time,3603.93994140625,Card,64618,4306
2580381935,4394659,2024-05-05 09:52:12,2024-05-05 10:03:12,2024-05-05 10:03:12,On Time,4613.3701171875,Cash,19165,9682
2581584982,25770577,2023-10-20 02:08:34,2023-10-20 02:26:34,2023-10-20 02:27:34,On Time,2315.89990234375,UPI,92740,2416
2582466700,65368179,2024-09-10 16:13:12,2024-09-10 16:25:12,2024-09-10 16:32:12,Slightly Delayed,976.5499877929688,Wallet,73868,1151
2583035857,77220027,2023-11-15 21:48:52,2023-11-15 21:59:52,2023-11-15 22:02:52,On Time,874.780029296875,Wallet,94223,2902
2584579895,94713625,2024-01-12 20:46:24,2024-01-12 20:57:24,2024-01-12 20:55:24,On Time,4261.3701171875,Card,40539,7435
2585438297,50632192,2023-08-20 12:58:45,2023-08-20 13:11:45,2023-08-20 13:16:45,On Time,743.72998046875,Card,93144,2754
2587790388,45586151,2024-06-09 18:01:59,2024-06-09 18:18:59,2024-06-09 18:16:59,On Time,695.8699951171875,Cash,60426,9279
2589639350,64141971,2023-08-01 10:46:34,2023-08-01 11:06:34,2023-08-01 11:03:34,On Time,1917.969970703125,UPI,90443,6047
2591738507,14705462,2024-10-31 07:36:44,2024-10-31 07:50:44,2024-10-31 07:48:44,On Time,4675.990234375,Card,76434,9640
2592923105,78806824,2023-04-23 00:02:24,2023-04-23 00:14:24,2023-04-23 00:37:24,Significantly Delayed,5123.14013671875,Card,23178,9026
2595161999,45586151,2023-08-12 02:19:59,2023-08-12 02:29:59,2023-08-12 02:26:59,On Time,3891.35009765625,Card,55560,1665
2599819074,66310963,2023-05-08 05:51:42,2023-05-08 06:02:42,2023-05-08 05:59:42,On Time,2668.260009765625,Card,78812,1133
2603584546,41811800,2024-05-21 21:53:23,2024-05-21 22:05:23,2024-05-21 22:09:23,On Time,1328.8199462890625,Wallet,65439,3672
2604772138,15144290,2024-05-21 11:26:22,2024-05-21 11:44:22,2024-05-21 11:46:22,On Time,1515.6400146484375,Cash,8171,9574
2606843929,29415527,2024-06-14 14:07:30,2024-06-14 14:24:30,2024-06-14 14:20:30,On Time,2095.6201171875,Cash,15405,2825
2608278705,51945420,2023-10-22 02:28:34,2023-10-22 02:40:34,2023-10-22 02:46:34,Slightly Delayed,4746.81982421875,Cash,47002,6359
2609502403,2058037,2024-10-31 18:23:21,2024-10-31 18:35:21,2024-10-31 18:37:21,On Time,3105.1201171875,Wallet,70771,1582
2610552179,98225598,2024-06-26 11:29:47,2024-06-26 11:40:47,2024-06-26 11:42:47,On Time,1012.7899780273438,Cash,21304,1905
2610813239,62917794,2023-11-26 04:06:37,2023-11-26 04:21:37,2023-11-26 04:20:37,On Time,1291.8499755859375,UPI,70178,9191
2611200126,91448742,2024-05-12 02:52:07,2024-05-12 03:11:07,2024-05-12 03:16:07,On Time,469.82000732421875,Wallet,56652,3341
2611271708,11446157,2024-04-26 05:34:58,2024-04-26 05:44:58,2024-04-26 05:47:58,On Time,1171.77001953125,Card,54792,3166
2611601543,61753272,2023-07-23 00:37:11,2023-07-23 00:49:11,2023-07-23 00:59:11,Slightly Delayed,1804.989990234375,Wallet,21230,5439
2613508245,45028365,2023-12-28 16:43:38,2023-12-28 17:01:38,2023-12-28 16:56:38,On Time,3349.72998046875,UPI,74072,8059
2615887425,18465047,2023-10-28 19:55:41,2023-10-28 20:05:41,2023-10-28 20:15:41,Slightly Delayed,1311.739990234375,Cash,32500,8175
2616618240,12402437,2024-03-14 00:46:30,2024-03-14 00:56:30,2024-03-14 00:57:30,On Time,3909.27001953125,Wallet,89491,4931
2616623847,49915498,2024-01-19 19:08:25,2024-01-19 19:22:25,2024-01-19 19:37:25,Slightly Delayed,3928.0,Cash,43649,9330
2620531979,8651281,2024-02-24 12:40:18,2024-02-24 12:53:18,2024-02-24 13:02:18,Slightly Delayed,1207.280029296875,Card,23093,5801
2620581496,63092485,2023-04-21 02:33:11,2023-04-21 02:46:11,2023-04-21 02:45:11,On Time,2457.469970703125,Wallet,38634,7441
2622709030,50781611,2024-07-11 12:45:49,2024-07-11 13:04:49,2024-07-11 13:28:49,Significantly Delayed,1796.0999755859375,Cash,10007,3256
2624138741,31718565,2024-04-18 01:09:21,2024-04-18 01:23:21,2024-04-18 01:18:21,On Time,1112.8199462890625,Cash,2332,5824
2624508626,63262519,2024-02-28 00:12:59,2024-02-28 00:27:59,2024-02-28 00:24:59,On Time,326.55999755859375,Wallet,32652,9228
2625987757,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,169.8800048828125,UPI,51273,4569
2638683222,2457734,2024-10-30 05:28:47,2024-10-30 05:38:47,2024-10-30 05:43:47,On Time,887.47998046875,Card,3648,2769
2639216409,37702698,2024-03-10 11:45:49,2024-03-10 12:00:49,2024-03-10 12:04:49,On Time,880.719970703125,Card,17836,8593
2642275862,97419742,2023-12-18 06:15:35,2023-12-18 06:28:35,2023-12-18 06:53:35,Significantly Delayed,5086.75,UPI,13165,542
2643382562,54338574,2023-07-24 22:30:03,2023-07-24 22:48:03,2023-07-24 22:48:03,On Time,354.9100036621094,UPI,74374,6033
2644609220,97825663,2024-05-22 07:43:43,2024-05-22 08:03:43,2024-05-22 07:59:43,On Time,2805.469970703125,UPI,43073,2108
2649487718,81346291,2024-03-01 14:00:21,2024-03-01 14:11:21,2024-03-01 14:15:21,On Time,549.469970703125,Cash,74371,4840
2652063230,24144240,2023-11-22 02:11:55,2023-11-22 02:31:55,2023-11-22 02:32:55,On Time,154.77999877929688,Card,55939,1784
2653966619,52428250,2024-07-12 17:07:26,2024-07-12 17:19:26,2024-07-12 17:15:26,On Time,3588.18994140625,Card,20322,2217
2654499230,79478655,2023-06-10 17:45:41,2023-06-10 18:01:41,2023-06-10 17:59:41,On Time,3594.0,Cash,38789,3352
2655613624,46623192,2024-06-26 13:15:57,2024-06-26 13:33:57,2024-06-26 14:02:57,Significantly Delayed,2384.639892578125,UPI,94896,3805
2656326203,92356639,2023-11-16 18:30:26,2023-11-16 18:47:26,2023-11-16 18:52:26,On Time,4655.330078125,Wallet,76228,4807
2664220988,92091019,2023-05-05 20:23:41,2023-05-05 20:38:41,2023-05-05 20:39:41,On Time,3117.449951171875,Card,78144,2504
2664549359,90586443,2024-06-17 09:06:43,2024-06-17 09:19:43,2024-06-17 09:25:43,Slightly Delayed,644.7999877929688,Wallet,6230,7423
2665891587,86636273,2024-03-18 15:53:34,2024-03-18 16:10:34,2024-03-18 16:05:34,On Time,504.17999267578125,Cash,40904,1766
2668915104,19180962,2023-12-01 20:34:27,2023-12-01 20:44:27,2023-12-01 20:49:27,On Time,5494.22021484375,Card,19287,4854
2676353168,25595836,2024-09-10 11:19:07,2024-09-10 11:32:07,2024-09-10 11:31:07,On Time,3310.030029296875,Cash,61764,9589
2683672396,89617089,2023-08-27 04:49:33,2023-08-27 05:02:33,2023-08-27 04:58:33,On Time,2073.989990234375,Card,18256,6550
2686390867,45071436,2024-02-04 17:00:23,2024-02-04 17:17:23,2024-02-04 17:15:23,On Time,397.54998779296875,Card,21025,6752
2686950796,22081691,2023-05-15 08:13:32,2023-05-15 08:30:32,2023-05-15 08:49:32,Significantly Delayed,3339.570068359375,Cash,7632,59
2687236003,83588803,2024-01-10 21:00:18,2024-01-10 21:12:18,2024-01-10 21:15:18,On Time,3207.159912109375,Wallet,93868,7216
2694800415,36675827,2024-04-04 07:26:06,2024-04-04 07:44:06,2024-04-04 07:39:06,On Time,3621.68994140625,Cash,70355,8403
2695448838,47274329,2023-06-10 23:54:52,2023-06-11 00:08:52,2023-06-11 00:15:52,Slightly Delayed,2516.1201171875,UPI,56011,7288
2706229594,81337068,2024-10-04 07:45:22,2024-10-04 08:04:22,2024-10-04 08:01:22,On Time,3260.52001953125,Cash,67428,8098
2708441500,23286884,2024-01-12 21:05:00,2024-01-12 21:21:00,2024-01-12 21:17:00,On Time,2396.219970703125,Card,11379,6831
2711467206,21658322,2023-04-07 00:50:13,2023-04-07 01:03:13,2023-04-07 00:58:13,On Time,2764.550048828125,Cash,63249,9015
2715027145,26903313,2024-05-25 03:48:02,2024-05-25 04:07:02,2024-05-25 04:13:02,Slightly Delayed,1301.3800048828125,Cash,81723,3804
2715902884,67711384,2024-08-27 03:36:14,2024-08-27 03:46:14,2024-08-27 03:41:14,On Time,4064.389892578125,UPI,79144,2786
2716611235,85626346,2024-02-19 06:09:33,2024-02-19 06:29:33,2024-02-19 06:30:33,On Time,2442.239990234375,UPI,66366,6048
2718348206,5763963,2023-11-08 10:22:06,2023-11-08 10:37:06,2023-11-08 10:33:06,On Time,632.4299926757812,UPI,66580,4202
2718508408,20360447,2023-08-04 03:52:55,2023-08-04 04:07:55,2023-08-04 04:22:55,Slightly Delayed,4588.22998046875,UPI,47220,7975
2719670578,95382317,2024-09-04 09:46:08,2024-09-04 10:02:08,2024-09-04 10:21:08,Significantly Delayed,2857.5400390625,Wallet,75330,2008
2719816862,85074810,2024-09-20 20:49:22,2024-09-20 21:09:22,2024-09-20 21:24:22,Slightly Delayed,332.8399963378906,Wallet,89017,7023
2721433550,58873572,2023-06-07 14:10:05,2023-06-07 14:28:05,2023-06-07 14:29:05,On Time,1076.030029296875,UPI,99958,5717
2724264210,98687927,2024-10-24 16:22:22,2024-10-24 16:35:22,2024-10-24 16:48:22,Slightly Delayed,1784.6099853515625,Wallet,6735,6773
2725513934,54799731,2023-10-07 06:21:20,2023-10-07 06:37:20,2023-10-07 06:39:20,On Time,5349.56005859375,Wallet,27735,1213
2727595593,80875034,2023-11-17 01:01:45,2023-11-17 01:21:45,2023-11-17 01:18:45,On Time,3069.889892578125,UPI,26761,4539
2730458449,13383642,2024-02-10 06:37:24,2024-02-10 06:48:24,2024-02-10 06:58:24,Slightly Delayed,633.25,Cash,9689,3121
2731829604,46615831,2024-02-12 20:15:18,2024-02-12 20:28:18,2024-02-12 20:25:18,On Time,4047.68994140625,Card,85333,6922
2732162016,99361865,2023-05-27 09:57:51,2023-05-27 10:16:51,2023-05-27 10:19:51,On Time,2111.239990234375,Wallet,82903,5077
2734817654,6184558,2023-04-12 09:38:01,2023-04-12 09:51:01,2023-04-12 09:48:01,On Time,3676.830078125,Wallet,46050,5492
2738466605,49147776,2024-08-23 05:00:22,2024-08-23 05:12:22,2024-08-23 05:15:22,On Time,439.239990234375,Card,80973,5981
2738862626,56572297,2024-01-21 04:31:08,2024-01-21 04:41:08,2024-01-21 04:51:08,Slightly Delayed,2563.39990234375,Wallet,46667,20
2744486953,73891999,2024-09-29 20:05:27,2024-09-29 20:15:27,2024-09-29 20:37:27,Significantly Delayed,626.6699829101562,Cash,59839,3082
2744509800,69276352,2023-08-31 10:07:20,2023-08-31 10:21:20,2023-08-31 10:22:20,On Time,98.31999969482422,Cash,21797,7252
2745295248,40643232,2024-05-28 21:19:44,2024-05-28 21:34:44,2024-05-28 21:33:44,On Time,929.3699951171875,Wallet,85960,1080
2746329488,35156679,2023-08-26 15:58:09,2023-08-26 16:09:09,2023-08-26 16:08:09,On Time,972.6900024414062,Cash,91841,7686
2747350024,75860724,2024-08-16 13:12:40,2024-08-16 13:31:40,2024-08-16 13:30:40,On Time,793.1400146484375,UPI,13307,5857
2748368258,92404798,2023-08-03 23:54:52,2023-08-04 00:07:52,2023-08-04 00:02:52,On Time,870.2899780273438,Card,83680,4838
2748681349,84862161,2024-05-15 05:36:05,2024-05-15 05:53:05,2024-05-15 05:58:05,On Time,1846.8699951171875,Card,464,3640
2748841057,33544355,2023-12-30 05:03:21,2023-12-30 05:19:21,2023-12-30 05:43:21,Significantly Delayed,1587.1800537109375,Card,11008,1719
2753579193,2558646,2023-03-29 14:52:03,2023-03-29 15:06:03,2023-03-29 15:05:03,On Time,755.6599731445312,Card,13373,5215
2758734705,54797119,2023-08-02 23:12:45,2023-08-02 23:29:45,2023-08-02 23:31:45,On Time,1460.5400390625,UPI,30040,1576
2761855959,81541985,2023-10-24 07:06:54,2023-10-24 07:17:54,2023-10-24 07:12:54,On Time,4023.5400390625,Wallet,21232,5899
2762095386,84066402,2024-08-11 16:29:49,2024-08-11 16:46:49,2024-08-11 16:49:49,On Time,786.8499755859375,UPI,69303,5015
2767430579,16424635,2023-10-21 07:51:34,2023-10-21 08:04:34,2023-10-21 08:11:34,Slightly Delayed,2819.800048828125,Wallet,16851,8979
2770948451,22077605,2023-04-27 07:44:43,2023-04-27 08:03:43,2023-04-27 08:22:43,Significantly Delayed,1775.719970703125,Wallet,81011,2637
2772154780,50899600,2024-07-18 14:39:59,2024-07-18 14:52:59,2024-07-18 14:51:59,On Time,370.80999755859375,Card,74237,8242
2773034272,36400756,2024-06-27 04:28:30,2024-06-27 04:45:30,2024-06-27 04:49:30,On Time,2309.25,Wallet,69257,224
2778606949,33675108,2024-10-13 13:58:43,2024-10-13 14:09:43,2024-10-13 14:09:43,On Time,3510.280029296875,Card,16105,2277
2784959025,59207798,2023-04-07 02:30:48,2023-04-07 02:46:48,2023-04-07 02:49:48,On Time,4477.39013671875,Card,86825,3392
2785412612,60210778,2024-03-18 21:22:29,2024-03-18 21:35:29,2024-03-18 21:31:29,On Time,1439.5799560546875,Card,96984,7667
2785467351,59009727,2024-05-12 13:19:57,2024-05-12 13:36:57,2024-05-12 13:51:57,Slightly Delayed,2848.419921875,Wallet,17432,4300
2793120553,6622751,2023-06-24 10:51:53,2023-06-24 11:10:53,2023-06-24 11:11:53,On Time,3090.14990234375,Cash,7048,4491
2793638565,26844216,2024-02-11 08:28:16,2024-02-11 08:41:16,2024-02-11 08:36:16,On Time,2375.75,UPI,7507,9500
2801605687,16561710,2024-03-04 21:19:44,2024-03-04 21:31:44,2024-03-04 21:27:44,On Time,1956.010009765625,Card,14972,4864
2802653261,9987182,2024-10-07 16:33:53,2024-10-07 16:47:53,2024-10-07 16:43:53,On Time,1481.989990234375,UPI,8096,1650
2802699236,83262890,2024-05-08 21:07:08,2024-05-08 21:20:08,2024-05-08 21:46:08,Significantly Delayed,576.219970703125,Wallet,18183,746
2803081135,42262168,2023-06-10 21:55:58,2023-06-10 22:06:58,2023-06-10 22:07:58,On Time,1389.9200439453125,Wallet,91761,9047
2806868282,67952740,2024-09-26 15:13:34,2024-09-26 15:30:34,2024-09-26 15:27:34,On Time,949.72998046875,Card,5821,2193
2807397566,28663279,2024-05-19 10:01:31,2024-05-19 10:12:31,2024-05-19 10:16:31,On Time,1361.06005859375,Cash,2121,7020
2807487047,90448312,2024-11-03 13:30:45,2024-11-03 13:41:45,2024-11-03 13:43:45,On Time,3868.2099609375,Wallet,72837,90
2807634451,84986716,2024-03-15 00:16:18,2024-03-15 00:36:18,2024-03-15 00:41:18,On Time,3196.919921875,Wallet,10898,3673
2808133351,11071601,2023-12-03 11:14:33,2023-12-03 11:27:33,2023-12-03 11:27:33,On Time,2922.679931640625,Cash,70241,3774
2811268404,98691989,2023-07-21 16:42:28,2023-07-21 16:57:28,2023-07-21 17:27:28,Significantly Delayed,2599.64990234375,UPI,8913,6744
2811341619,30188374,2024-05-24 20:17:58,2024-05-24 20:27:58,2024-05-24 20:30:58,On Time,947.9500122070312,Cash,57713,3931
2815855636,38808614,2023-07-28 10:14:31,2023-07-28 10:29:31,2023-07-28 10:32:31,On Time,3710.550048828125,Card,6074,3090
2817281674,73869823,2023-09-16 13:27:51,2023-09-16 13:39:51,2023-09-16 13:40:51,On Time,923.0900268554688,UPI,83817,5058
2818967815,74212242,2024-04-08 21:17:51,2024-04-08 21:35:51,2024-04-08 22:05:51,Significantly Delayed,1612.0400390625,Cash,39675,1934
2819200158,64497538,2023-07-23 14:42:43,2023-07-23 14:54:43,2023-07-23 14:56:43,On Time,1263.550048828125,Cash,58827,8084
2819297954,5540556,2024-04-07 15:53:26,2024-04-07 16:05:26,2024-04-07 16:08:26,On Time,1762.489990234375,Cash,93978,3250
2819953077,25128143,2023-11-22 08:33:47,2023-11-22 08:49:47,2023-11-22 09:01:47,Slightly Delayed,1887.3299560546875,Cash,76823,122
2823404098,81377917,2024-03-03 03:19:55,2024-03-03 03:33:55,2024-03-03 03:31:55,On Time,2699.139892578125,Wallet,52689,1184
2826150539,24456825,2023-11-05 10:24:11,2023-11-05 10:42:11,2023-11-05 10:47:11,On Time,2121.580078125,Card,19554,6711
