campaign_id,campaign_name,date,channel,impressions,clicks,conversions,spend,revenue_generated,ctr,conversion_rate,roi,campaign_duration_days
165951,New User Discount,2023-08-17,Social Media,2869.0,464.0,86.0,1908.739990234375,5719.18994140625,0.1616724738675958,0.18494623655913978,2.9947479607966714,1
165974,App Push Notification,2024-03-10,App,1717.0,236.0,63.0,1465.300048828125,5645.18017578125,0.13736903376018628,0.26582278481012656,3.8499488425257224,1
165997,App Push Notification,2024-04-22,App,8725.0,540.0,59.0,4920.080078125,3229.580078125,0.0618840247536099,0.10905730129390019,0.6562746443572434,1
166190,App Push Notification,2023-10-27,Social Media,4370.0,396.0,83.0,2331.530029296875,5467.0,0.09059711736444749,0.20906801007556675,2.3438069098077117,1
166346,Email Campaign,2024-09-20,App,8471.0,945.0,28.0,3566.889892578125,4468.31005859375,0.11154390934844192,0.02959830866807611,1.2523676999922746,1
166794,Weekend Special,2024-03-22,App,4118.0,727.0,71.0,3802.909912109375,2787.330078125,0.17649915027919397,0.09752747252747253,0.732753966977979,1
166886,Referral Program,2024-07-13,SMS,2629.0,756.0,26.0,3574.080078125,7522.35986328125,0.2874524714828897,0.034346103038309116,2.104109474164969,1
167036,Email Campaign,2024-08-22,Email,4812.0,637.0,95.0,1151.52001953125,6441.580078125,0.13234988572615833,0.14890282131661442,5.58912640905353,1
167425,Category Promotion,2024-10-13,App,7572.0,763.0,87.0,2233.110107421875,6294.830078125,0.1007526739733263,0.11387434554973822,2.817600644307154,1
167452,Weekend Special,2024-05-02,Email,2790.0,301.0,20.0,2553.75,6047.58984375,0.10784664994625583,0.06622516556291391,2.3671943805656133,1
167455,Weekend Special,2023-05-30,Email,6545.0,460.0,88.0,1055.0,6865.8701171875,0.07027192178429575,0.19088937093275488,6.501770944306345,1
167482,Festival Offer,2023-12-13,App,8269.0,132.0,87.0,2381.139892578125,5837.02978515625,0.015961305925030228,0.6541353383458647,2.450330395516357,1
167941,New User Discount,2023-04-04,Social Media,3648.0,518.0,59.0,2039.3399658203125,5897.25,0.14195670046588107,0.11368015414258188,2.890327150764323,1
167955,Festival Offer,2024-02-09,App,4545.0,418.0,19.0,1485.6800537109375,5519.81982421875,0.09194896612406511,0.045346062052505964,3.7128498565919386,1
168190,App Push Notification,2023-05-07,App,8687.0,332.0,14.0,3770.409912109375,7258.14013671875,0.03821362799263352,0.042042042042042045,1.9245163760677564,1
168394,Weekend Special,2024-01-05,Social Media,3243.0,732.0,28.0,1548.02001953125,3635.639892578125,0.22564734895191121,0.03819918144611187,2.3470580410434647,1
168573,Category Promotion,2024-02-16,Email,8720.0,523.0,15.0,4508.08984375,6723.47998046875,0.059970186905171426,0.02862595419847328,1.4910947028008528,1
168643,Flash Sale,2024-04-09,App,7579.0,926.0,15.0,4530.0498046875,4918.830078125,0.12216358839050132,0.016181229773462782,1.0855828759675805,1
168686,Membership Drive,2024-10-02,Email,2133.0,969.0,98.0,3282.050048828125,9841.83984375,0.45407685098406747,0.10103092783505155,2.997773319740592,1
168803,Festival Offer,2023-12-23,Email,4390.0,900.0,67.0,1047.3399658203125,6464.02978515625,0.20496470052379867,0.07436182019977802,6.1659671441584605,1
168936,New User Discount,2024-02-13,Email,3452.0,511.0,41.0,2103.5,6440.259765625,0.14798725745728353,0.080078125,3.060232723033975,1
169017,App Push Notification,2024-08-16,Social Media,4044.0,852.0,48.0,4957.1298828125,5282.7099609375,0.21063040791100124,0.05627198124267292,1.065464214491469,1
169484,App Push Notification,2023-12-10,SMS,3014.0,156.0,53.0,3288.239990234375,3864.0400390625,0.051741293532338306,0.3375796178343949,1.1747516297183191,1
169545,App Push Notification,2024-07-12,App,4042.0,249.0,56.0,2741.56005859375,7066.93017578125,0.061587929755132324,0.224,2.5767640543138457,1
170409,Category Promotion,2023-10-23,Email,3918.0,391.0,33.0,3442.949951171875,9500.400390625,0.09977034957897422,0.08418367346938775,2.7585767869223226,1
170461,Flash Sale,2024-10-20,SMS,2952.0,393.0,38.0,4037.840087890625,4531.27001953125,0.13308499830680665,0.09644670050761421,1.1219236020552148,1
170475,Referral Program,2024-04-12,SMS,5026.0,362.0,26.0,2732.9599609375,5233.5498046875,0.07201113984483788,0.07162534435261708,1.9142744880919424,1
170595,Referral Program,2023-11-22,SMS,1149.0,697.0,19.0,4440.330078125,7700.5498046875,0.6060869565217392,0.027220630372492838,1.733838663020166,1
170674,Category Promotion,2024-03-22,Social Media,7241.0,254.0,41.0,4224.47998046875,2876.97998046875,0.03507318420325877,0.1607843137254902,0.6808646576878574,1
170727,App Push Notification,2024-04-18,App,5875.0,536.0,79.0,3839.610107421875,9104.2998046875,0.09121851599727705,0.14711359404096835,2.370534771830571,1
171017,Weekend Special,2023-03-31,Social Media,2642.0,607.0,14.0,2754.39990234375,5412.990234375,0.22966326144532728,0.023026315789473683,1.964502586274572,1
171448,Category Promotion,2023-05-30,SMS,2793.0,332.0,55.0,4070.81005859375,3319.260009765625,0.11882605583392986,0.16516516516516516,0.8151804632340764,1
171468,Referral Program,2023-06-08,SMS,7995.0,766.0,44.0,2717.25,7512.68017578125,0.09579789894947474,0.05736636245110821,2.7637929461165274,1
171569,Membership Drive,2024-01-25,App,2045.0,150.0,55.0,4628.93994140625,2793.39990234375,0.07331378299120235,0.36423841059602646,0.6033339390349223,1
171571,Weekend Special,2024-03-27,SMS,3972.0,699.0,62.0,3848.469970703125,4772.14990234375,0.17593757865592752,0.08857142857142856,1.23969012322808,1
171648,Email Campaign,2023-06-10,SMS,3087.0,687.0,51.0,3512.530029296875,4414.06982421875,0.22247409326424872,0.07412790697674419,1.2563062752880727,1
171869,App Push Notification,2024-03-20,SMS,9764.0,934.0,26.0,1118.4599609375,9686.3203125,0.09564772145417307,0.027807486631016044,8.652672404994387,1
171934,Festival Offer,2024-10-13,SMS,8092.0,327.0,52.0,2546.419921875,3189.7099609375,0.04040528852094403,0.15853658536585366,1.2521335542472125,1
172026,App Push Notification,2024-01-01,Social Media,6136.0,246.0,98.0,1393.719970703125,4009.31005859375,0.04008473195372332,0.3967611336032389,2.874634437601494,1
172107,Referral Program,2023-05-26,Email,8074.0,779.0,52.0,4004.929931640625,8535.8798828125,0.09647058823529411,0.06666666666666667,2.130811079692709,1
172129,Weekend Special,2024-02-26,Social Media,3732.0,641.0,13.0,4628.43994140625,6518.93017578125,0.17171175997856952,0.020249221183800622,1.4081466134758935,1
172480,App Push Notification,2024-06-03,Social Media,5433.0,351.0,40.0,4331.18017578125,3667.320068359375,0.0645933014354067,0.11363636363636363,0.8465299040102882,1
172626,Festival Offer,2023-12-21,Email,2884.0,201.0,42.0,1895.050048828125,9185.9697265625,0.06967071057192374,0.2079207920792079,4.844792853564172,1
172735,Category Promotion,2023-06-21,App,7646.0,689.0,86.0,3296.510009765625,3438.949951171875,0.09010069308225448,0.1246376811594203,1.042892952860605,1
172828,Category Promotion,2024-03-31,Email,8250.0,932.0,89.0,1849.9000244140625,7766.43017578125,0.11295600533268695,0.09539121114683816,4.196028998508367,1
172859,App Push Notification,2023-05-25,SMS,5146.0,176.0,67.0,4470.7900390625,9770.5,0.03419467651058869,0.3785310734463277,2.1849192190714666,1
172893,Membership Drive,2024-09-30,Social Media,7094.0,972.0,64.0,3221.909912109375,4439.81982421875,0.13699788583509515,0.065775950668037,1.3775811131229898,1
173175,Membership Drive,2023-06-26,SMS,8846.0,109.0,25.0,3233.330078125,8845.91015625,0.012320560642025545,0.22727272727272727,2.7350053774901464,1
173278,Email Campaign,2023-10-25,App,9618.0,484.0,100.0,1683.510009765625,9644.490234375,0.050317080777627615,0.20618556701030927,5.725397996131166,1
173345,New User Discount,2023-10-13,SMS,7588.0,940.0,29.0,4105.68017578125,4163.72021484375,0.12386348662537884,0.030818278427205102,1.013889574211035,1
173686,Flash Sale,2024-01-12,SMS,4450.0,537.0,64.0,4525.1201171875,6089.64990234375,0.1206470456077286,0.11895910780669144,1.3454459326474564,1
173726,Email Campaign,2024-05-16,SMS,9909.0,460.0,66.0,2206.919921875,5477.35986328125,0.04641775983854692,0.14316702819956617,2.4807783149262908,1
173976,Category Promotion,2023-09-13,Email,5401.0,515.0,51.0,4991.759765625,3085.39990234375,0.09533506108848575,0.09883720930232558,0.6179748370002969,1
174070,Weekend Special,2024-03-07,Social Media,9580.0,573.0,72.0,4307.2998046875,9512.0703125,0.05980586577601503,0.1254355400696864,2.2078478155467995,1
174414,New User Discount,2024-04-29,Social Media,2991.0,426.0,80.0,1600.3399658203125,2589.68994140625,0.142379679144385,0.1873536299765808,1.6172018413839058,1
174479,New User Discount,2024-07-22,Social Media,3799.0,998.0,24.0,3398.22998046875,7590.7900390625,0.26263157894736844,0.024024024024024024,2.2330910478777724,1
174517,Weekend Special,2024-02-16,SMS,6518.0,639.0,11.0,3056.9599609375,9530.599609375,0.0980211688909342,0.0171875,3.1166528440918952,1
174580,App Push Notification,2024-02-24,SMS,6261.0,138.0,19.0,2310.85009765625,5280.85009765625,0.022037687639731716,0.1366906474820144,2.284252816828378,1
174638,Membership Drive,2023-11-13,SMS,9254.0,892.0,49.0,4276.47021484375,6695.22021484375,0.09638033495407887,0.054871220604703244,1.5652289504225845,1
175213,Referral Program,2024-10-06,Email,6788.0,454.0,19.0,4454.2099609375,8202.7001953125,0.0668728826042127,0.041758241758241756,1.8411478397723873,1
175411,Membership Drive,2024-09-11,SMS,1032.0,709.0,23.0,2471.489990234375,5235.0498046875,0.686350435624395,0.0323943661971831,2.117318907402838,1
175472,App Push Notification,2024-01-20,SMS,2906.0,596.0,89.0,4577.2998046875,4359.1201171875,0.20502235982112144,0.1490787269681742,0.9521264013170145,1
175630,Category Promotion,2023-04-19,Social Media,7164.0,241.0,40.0,2236.070068359375,6012.68994140625,0.03363572923935799,0.1652892561983471,2.68775217479703,1
175775,Email Campaign,2024-07-14,Email,3092.0,584.0,82.0,1450.6700439453125,6823.35986328125,0.1888134497251859,0.14017094017094017,4.7003517719060275,1
175779,Category Promotion,2024-10-03,Social Media,3255.0,612.0,10.0,2766.510009765625,9581.990234375,0.18796068796068796,0.01631321370309951,3.46231457178595,1
175791,Email Campaign,2023-04-04,Social Media,5452.0,579.0,50.0,1988.75,7141.6201171875,0.10618008435723456,0.08620689655172414,3.589204732849604,1
175990,Email Campaign,2024-02-20,SMS,4745.0,146.0,93.0,3483.699951171875,2295.219970703125,0.03076274757690687,0.6326530612244898,0.6586564131386009,1
176026,Membership Drive,2024-08-25,Email,3563.0,833.0,82.0,2371.449951171875,9832.7001953125,0.23372615039281705,0.09832134292565947,4.144534299008341,1
176344,Category Promotion,2024-11-05,App,4333.0,421.0,40.0,2714.780029296875,6697.8798828125,0.09713890170742963,0.0947867298578199,2.4662821769650485,1
176606,App Push Notification,2023-04-14,Social Media,5120.0,513.0,39.0,3777.840087890625,8997.7802734375,0.10017574692442882,0.07587548638132295,2.3810958029875575,1
176733,Weekend Special,2024-08-18,Email,2270.0,735.0,37.0,3626.830078125,9659.01953125,0.3236459709379128,0.050271739130434784,2.6624784852773886,1
177706,Referral Program,2024-03-23,Email,6742.0,558.0,68.0,1729.06005859375,9872.919921875,0.08275248405754115,0.12164579606440072,5.706692015015962,1
177944,Category Promotion,2023-10-06,SMS,2914.0,604.0,78.0,3580.719970703125,3019.719970703125,0.2072041166380789,0.12892561983471074,0.8430921443895922,1
177980,New User Discount,2023-03-27,Social Media,2168.0,995.0,14.0,3727.85009765625,3882.81005859375,0.45873674504379897,0.014056224899598393,1.0412888576653352,1
178021,Flash Sale,2024-10-06,Email,4171.0,561.0,65.0,4676.31982421875,2214.840087890625,0.13446788111217642,0.11565836298932385,0.4735276122069691,1
178137,Weekend Special,2023-04-09,Social Media,4705.0,578.0,38.0,3796.72998046875,6764.18017578125,0.1228219294517637,0.06563039723661486,1.7811114035406894,1
178296,Festival Offer,2024-07-30,Social Media,5309.0,948.0,14.0,4401.240234375,3702.919921875,0.17853107344632768,0.014752370916754479,0.841144445721217,1
178345,Festival Offer,2024-11-04,Social Media,4229.0,914.0,84.0,1370.6300048828125,3521.159912109375,0.21607565011820332,0.09180327868852459,2.567135378764342,1
178703,App Push Notification,2023-04-25,Email,5015.0,568.0,26.0,1472.31005859375,3712.889892578125,0.11323763955342903,0.04569420035149385,2.5201008239379137,1
178824,Membership Drive,2023-07-14,Email,5858.0,664.0,100.0,3842.090087890625,3792.75,0.11332991978153269,0.15037593984962405,0.9869011428981995,1
179060,New User Discount,2023-12-06,SMS,5201.0,624.0,12.0,3292.39990234375,4869.22021484375,0.11995386389850057,0.0192,1.4784782775327607,1
179090,Weekend Special,2024-07-23,Social Media,7563.0,388.0,33.0,3823.919921875,3005.4599609375,0.05129561078794289,0.08483290488431877,0.7857576164533673,1
179095,Category Promotion,2024-04-18,App,2118.0,138.0,75.0,2907.2900390625,3537.39990234375,0.06512505899008966,0.539568345323741,1.2163160671155226,1
179157,Festival Offer,2024-05-11,App,2347.0,522.0,74.0,2792.60009765625,5769.81982421875,0.2223168654173765,0.14149139579349904,2.065370712529493,1
179349,Flash Sale,2023-03-18,Social Media,7518.0,588.0,10.0,2842.070068359375,4104.47021484375,0.07820188854900918,0.01697792869269949,1.4436753636579487,1
179518,Email Campaign,2024-03-26,SMS,8918.0,116.0,28.0,4857.56005859375,3563.919921875,0.013005942370220876,0.23931623931623933,0.7335341909731445,1
179647,App Push Notification,2023-06-26,Social Media,6655.0,148.0,38.0,4646.52978515625,3329.469970703125,0.022235576923076924,0.2550335570469799,0.7163956175896112,1
179831,Category Promotion,2024-01-05,SMS,7654.0,899.0,74.0,1960.1099853515625,8611.9404296875,0.11743958197256694,0.08222222222222222,4.391360247010145,1
180135,Festival Offer,2023-11-24,App,9468.0,952.0,99.0,3661.949951171875,7288.93994140625,0.10053859964093358,0.10388247639034627,1.9899097827078758,1
180390,Festival Offer,2024-08-11,App,7727.0,508.0,76.0,2957.52001953125,4549.5498046875,0.06573498964803312,0.14931237721021612,1.5377789484785485,1
180434,Weekend Special,2024-08-16,Email,8695.0,565.0,51.0,1619.300048828125,7207.5498046875,0.06497240110395584,0.09010600706713781,4.448280927906118,1
180547,Referral Program,2024-05-31,App,4350.0,223.0,75.0,2835.050048828125,7092.39990234375,0.05125258561250287,0.33482142857142855,2.500802094544974,1
180610,Membership Drive,2023-09-15,Social Media,2423.0,168.0,55.0,1524.300048828125,9705.8701171875,0.06930693069306931,0.3254437869822485,6.3632530036594686,1
181056,Membership Drive,2024-01-26,SMS,3807.0,506.0,56.0,2131.659912109375,4020.780029296875,0.1328781512605042,0.11045364891518737,1.885335775510496,1
181070,App Push Notification,2024-10-22,SMS,7265.0,110.0,22.0,2495.4599609375,8618.5302734375,0.015139003578309936,0.1981981981981982,3.452300620996528,1
181141,Festival Offer,2023-05-05,SMS,8451.0,312.0,32.0,2196.570068359375,5125.64990234375,0.036914339801230475,0.10223642172523961,2.332417052881673,1
181751,Weekend Special,2023-09-16,SMS,7832.0,873.0,83.0,1352.4100341796875,7661.10986328125,0.11145155112983532,0.09496567505720824,5.660597800964812,1
182260,Referral Program,2023-04-08,SMS,5127.0,218.0,18.0,3980.610107421875,7601.7900390625,0.04251170046801872,0.0821917808219178,1.9092251209862237,1
182422,App Push Notification,2024-03-21,Email,2109.0,937.0,18.0,2351.5,8164.919921875,0.44407582938388623,0.019189765458422176,3.4707417308714135,1
182600,App Push Notification,2023-07-27,App,7448.0,496.0,85.0,3137.31005859375,2076.570068359375,0.06658611894213988,0.1710261569416499,0.6616841642759378,1
182644,App Push Notification,2024-09-29,Email,1185.0,780.0,48.0,3687.22998046875,9066.6103515625,0.657672849915683,0.06145966709346991,2.458255152085227,1
182648,Email Campaign,2024-07-10,Social Media,8244.0,433.0,63.0,2518.0400390625,7213.8701171875,0.052516676773802305,0.14516129032258066,2.863737775232923,1
182690,Festival Offer,2023-06-08,App,7433.0,251.0,37.0,2973.35009765625,4816.81982421875,0.033763788001076135,0.14682539682539683,1.6194528774586228,1
182746,App Push Notification,2023-04-24,Email,7710.0,470.0,51.0,1536.8699951171875,6137.64990234375,0.06095188691479704,0.10828025477707007,3.9910069913783928,1
182847,Referral Program,2023-09-20,App,7072.0,549.0,51.0,4935.60009765625,7600.240234375,0.07761911494415383,0.09272727272727273,1.5395697613795711,1
182910,Weekend Special,2023-11-15,Email,2360.0,426.0,60.0,2459.43994140625,5150.2900390625,0.18043202033036848,0.1405152224824356,2.093239486316777,1
183130,New User Discount,2024-05-20,Email,2783.0,871.0,19.0,1889.25,9407.349609375,0.31285919540229884,0.021788990825688075,4.976775352135961,1
183386,New User Discount,2023-12-12,SMS,9855.0,522.0,26.0,1082.1500244140625,5331.259765625,0.052962662337662336,0.0497131931166348,4.921995702773475,1
183638,Category Promotion,2023-12-13,SMS,2625.0,814.0,81.0,4619.33984375,6648.8701171875,0.30997715156131,0.09938650306748466,1.4390435210478125,1
183687,Festival Offer,2024-10-04,Email,6759.0,534.0,22.0,2307.5400390625,8842.150390625,0.07899408284023669,0.041121495327102804,3.8301914807662616,1
183776,Referral Program,2023-09-29,Email,8988.0,374.0,19.0,1511.9599609375,7910.3701171875,0.041606407831794416,0.050666666666666665,5.228406779704777,1
183782,App Push Notification,2024-07-18,Email,2867.0,918.0,86.0,4764.009765625,8747.8701171875,0.3200836820083682,0.09357997823721437,1.8358556534962505,1
184072,Flash Sale,2024-09-21,App,2439.0,448.0,21.0,1263.489990234375,9843.33984375,0.18360655737704917,0.0467706013363029,7.78443476798541,1
184088,Festival Offer,2024-07-04,Email,3280.0,568.0,86.0,1233.2900390625,5501.8701171875,0.17311795184395,0.15114235500878734,4.457518041194291,1
184133,Flash Sale,2024-07-12,SMS,4938.0,556.0,52.0,1232.9100341796875,2892.72998046875,0.11257339542417494,0.0933572710951526,2.3443605290006886,1
184157,Flash Sale,2024-09-26,SMS,5611.0,444.0,77.0,1389.3499755859375,7382.89013671875,0.07911617961511047,0.17303370786516853,5.3100947720787826,1
184294,Membership Drive,2023-11-08,App,4493.0,704.0,21.0,4749.4599609375,8444.98046875,0.15665331553182021,0.029787234042553193,1.77771848161907,1
184611,Referral Program,2024-03-01,SMS,5980.0,872.0,61.0,4618.56005859375,9891.0703125,0.1457950175555927,0.06987399770904926,2.1411281998812157,1
184976,New User Discount,2023-03-26,Email,6515.0,978.0,55.0,3612.39990234375,4154.14990234375,0.15009208103130756,0.056179775280898875,1.1496513019910293,1
185180,App Push Notification,2023-11-03,Email,7549.0,444.0,22.0,3644.010009765625,8899.6201171875,0.05880794701986755,0.04943820224719101,2.4415900349639226,1
185268,Weekend Special,2024-02-04,Email,9562.0,881.0,93.0,2007.6199951171875,6934.64990234375,0.09212590191362544,0.1054421768707483,3.452444921986932,1
185421,App Push Notification,2024-05-19,App,5199.0,168.0,11.0,4365.18994140625,8912.599609375,0.03230769230769231,0.0650887573964497,2.041276199382305,1
185571,Festival Offer,2023-07-30,Email,2188.0,296.0,69.0,3452.330078125,9361.1904296875,0.13522156235724075,0.23232323232323232,2.710771984695479,1
185728,Flash Sale,2024-10-05,SMS,2108.0,412.0,45.0,4877.22998046875,2501.89990234375,0.19535324798482692,0.1089588377723971,0.5128704288975203,1
186094,App Push Notification,2024-07-02,SMS,5915.0,402.0,50.0,2214.75,2233.469970703125,0.06795131845841786,0.12406947890818859,1.0079972788911769,1
186544,Flash Sale,2024-02-05,App,4647.0,449.0,11.0,3554.72998046875,5152.27978515625,0.09660068846815835,0.024444444444444446,1.449007605599182,1
187197,Flash Sale,2023-12-30,App,2692.0,294.0,38.0,3682.110107421875,6524.919921875,0.10917192721871519,0.1288135593220339,1.7715788373327648,1
187270,New User Discount,2024-09-14,App,3515.0,632.0,34.0,3819.449951171875,9715.990234375,0.17974971558589306,0.053712480252764615,2.5431533873110266,1
187926,Category Promotion,2023-05-15,Social Media,4778.0,267.0,77.0,2565.27001953125,7402.77001953125,0.05586942875078468,0.2873134328358209,2.8846418978480783,1
188504,App Push Notification,2023-03-22,Social Media,3868.0,219.0,37.0,2023.1199951171875,6476.33984375,0.05660377358490566,0.16818181818181818,3.199582959198547,1
189210,Flash Sale,2023-04-09,SMS,9325.0,732.0,90.0,3843.929931640625,9037.6796875,0.07849024233326185,0.12278308321964529,2.3505447038520253,1
189306,Weekend Special,2024-07-13,App,5057.0,538.0,49.0,3384.47998046875,3133.760009765625,0.10636615262949782,0.09090909090909091,0.9256471838098798,1
190944,Category Promotion,2024-08-08,SMS,7803.0,155.0,85.0,1334.530029296875,4418.330078125,0.019861609431060995,0.5448717948717948,3.3082970664846423,1
191098,Flash Sale,2023-08-22,Email,9402.0,856.0,24.0,1117.8399658203125,2818.64990234375,0.09103477613527598,0.028004667444574097,2.5192610100204713,1
191230,Festival Offer,2023-07-21,SMS,6640.0,331.0,47.0,2369.260009765625,2520.9599609375,0.04984189128143352,0.14156626506024098,1.06357950205926,1
191408,Weekend Special,2024-04-11,Email,3099.0,505.0,40.0,1887.8599853515625,4771.27978515625,0.1629032258064516,0.07905138339920949,2.5260103036531847,1
191653,New User Discount,2023-09-27,SMS,6376.0,596.0,37.0,3035.070068359375,2597.840087890625,0.0934608750196017,0.06197654941373534,0.8556588054288352,1
192038,Category Promotion,2024-08-17,SMS,3954.0,561.0,21.0,2906.43994140625,2124.199951171875,0.14184576485461442,0.037366548042704624,0.7306083681798968,1
192426,Category Promotion,2024-08-25,App,1189.0,735.0,46.0,2554.760009765625,2730.5,0.6176470588235294,0.0625,1.0683710479726927,1
192501,Email Campaign,2024-10-25,Email,4970.0,343.0,53.0,1947.22998046875,9461.8701171875,0.06900020116676725,0.15406976744186046,4.85664947775362,1
192818,Weekend Special,2024-04-24,Social Media,1263.0,204.0,45.0,2886.580078125,3010.340087890625,0.16139240506329114,0.21951219512195122,1.042513110093673,1
192859,Referral Program,2024-01-09,Email,2207.0,429.0,37.0,2387.570068359375,8605.7998046875,0.19429347826086957,0.08604651162790698,3.602908668531764,1
192979,App Push Notification,2023-07-01,Social Media,6646.0,766.0,91.0,2477.43994140625,8691.83984375,0.11523995787573342,0.11864406779661017,3.506980217087007,1
193101,Category Promotion,2024-06-28,Email,1897.0,860.0,94.0,3452.590087890625,2721.550048828125,0.45310853530031614,0.1091753774680604,0.7880350532539275,1
193185,Festival Offer,2023-10-24,Email,6004.0,534.0,23.0,2346.300048828125,4030.60009765625,0.08892589508742714,0.04299065420560748,1.7171218053987185,1
193199,Membership Drive,2023-04-04,Email,1201.0,352.0,53.0,2753.949951171875,3038.8798828125,0.2928452579034942,0.1501416430594901,1.103061738569824,1
193262,App Push Notification,2023-12-01,Social Media,8220.0,622.0,81.0,4525.43017578125,3853.949951171875,0.07565989538985525,0.13001605136436598,0.8514325420929957,1
193975,Festival Offer,2024-01-22,SMS,1293.0,211.0,14.0,3056.6298828125,5321.669921875,0.16306027820710975,0.0660377358490566,1.7404558844054623,1
194088,Email Campaign,2023-11-11,Social Media,4299.0,519.0,18.0,3496.889892578125,7879.5,0.12069767441860466,0.03461538461538462,2.2526438058324363,1
194090,Membership Drive,2023-04-17,SMS,9374.0,522.0,13.0,3939.800048828125,6900.259765625,0.05568,0.0248565965583174,1.7509794153796077,1
194106,New User Discount,2023-08-30,App,2119.0,242.0,17.0,1619.5999755859375,2406.6201171875,0.11415094339622642,0.06995884773662552,1.4850179892896593,1
194155,Festival Offer,2023-07-18,Social Media,3906.0,799.0,28.0,3342.0400390625,7592.72998046875,0.20450473509086256,0.035,2.271205217930326,1
194159,Festival Offer,2023-11-02,Email,7482.0,153.0,22.0,1167.18994140625,2605.530029296875,0.02044634504877723,0.14285714285714285,2.230399301470081,1
194212,Festival Offer,2024-08-12,Social Media,5986.0,968.0,70.0,2878.81005859375,8007.85986328125,0.16168364790379156,0.07223942208462332,2.7806902887170257,1
194328,Weekend Special,2024-09-16,SMS,3032.0,528.0,44.0,4537.0400390625,6317.3798828125,0.17408506429277942,0.0831758034026465,1.3920943465535374,1
194588,Category Promotion,2023-05-04,Email,8610.0,118.0,46.0,3350.489990234375,9849.4404296875,0.013703402624549995,0.3865546218487395,2.9388243612205187,1
194669,App Push Notification,2023-10-04,Social Media,9834.0,217.0,42.0,2814.6298828125,8101.58984375,0.02206405693950178,0.1926605504587156,2.8773632121198456,1
195122,Flash Sale,2024-06-04,SMS,4763.0,343.0,68.0,2407.110107421875,3641.06005859375,0.0719983207388749,0.19767441860465115,1.5119989934728826,1
195184,Membership Drive,2024-07-14,Email,2588.0,348.0,10.0,2145.090087890625,3088.179931640625,0.13441483198146004,0.02865329512893983,1.438979635135435,1
195211,Weekend Special,2024-05-16,Email,1901.0,986.0,46.0,3353.969970703125,6360.18994140625,0.5184016824395373,0.04660587639311044,1.8957516749615793,1
195261,Festival Offer,2023-12-08,SMS,5800.0,915.0,12.0,3629.3798828125,5089.259765625,0.15773142561627307,0.013100436681222707,1.4018532302141031,1
195292,App Push Notification,2023-11-25,SMS,1262.0,322.0,66.0,4070.679931640625,3938.570068359375,0.25494853523357086,0.2043343653250774,0.9673083676723049,1
195392,Membership Drive,2024-08-20,App,2018.0,621.0,31.0,1872.6300048828125,7240.22021484375,0.3075780089153046,0.04983922829581994,3.864274267584968,1
195538,New User Discount,2024-04-26,App,5285.0,357.0,46.0,1904.9300537109373,4379.56005859375,0.06753688989784336,0.12849162011173185,2.2978598034416513,1
195795,Festival Offer,2023-10-19,Social Media,5867.0,539.0,82.0,4182.9599609375,5668.93017578125,0.09185412406271302,0.15185185185185185,1.3549197957695114,1
195911,New User Discount,2024-02-18,App,1276.0,904.0,100.0,2357.110107421875,8718.1103515625,0.7079091620986687,0.11049723756906077,3.6970751807234405,1
195934,Category Promotion,2024-01-24,Email,7985.0,411.0,64.0,3685.8701171875,4196.60986328125,0.05146506386175808,0.1553398058252427,1.1382581240704517,1
196046,New User Discount,2023-03-17,SMS,8489.0,529.0,45.0,1090.489990234375,2050.840087890625,0.06230859835100118,0.08490566037735849,1.8789362305102306,1
196080,Weekend Special,2023-11-25,Email,7965.0,325.0,20.0,4363.7900390625,4283.0498046875,0.04079839317097665,0.06134969325153374,0.9812728141231378,1
196212,Category Promotion,2023-06-04,App,8644.0,727.0,74.0,4223.43017578125,3046.090087890625,0.08409485251590515,0.10164835164835165,0.7210653179578931,1
196230,Category Promotion,2024-08-26,Social Media,1081.0,341.0,64.0,2083.5,8567.08984375,0.31515711645101663,0.1871345029239766,4.109901580115135,1
196428,Category Promotion,2023-12-09,App,3268.0,450.0,18.0,2687.93994140625,5230.22998046875,0.13765677577240745,0.03991130820399113,1.945089921842385,1
196569,Category Promotion,2024-04-21,SMS,4686.0,868.0,82.0,2732.5,4297.10009765625,0.18519308726264136,0.09436133486766399,1.5720139373170843,1
196863,New User Discount,2024-03-24,Email,4450.0,442.0,69.0,4336.009765625,2222.389892578125,0.09930352729723657,0.15575620767494355,0.5124244612480967,1
196871,Referral Program,2024-10-08,Email,5613.0,857.0,56.0,1034.9000244140625,8995.099609375,0.1526540790879943,0.06526806526806526,8.683366538641517,1
197166,Weekend Special,2023-08-04,SMS,1468.0,856.0,59.0,1832.010009765625,5603.77001953125,0.582709326072158,0.06884480746791131,3.057140981051035,1
197175,Flash Sale,2023-06-29,App,7398.0,290.0,78.0,3813.39990234375,7667.27978515625,0.03919448574131639,0.26804123711340205,2.010088082386198,1
197209,App Push Notification,2024-10-14,SMS,1558.0,415.0,49.0,2979.8701171875,3609.889892578125,0.2661962796664529,0.11778846153846154,1.2110188470687597,1
197296,Flash Sale,2024-01-18,Email,2875.0,606.0,28.0,3536.31005859375,5894.97021484375,0.21070931849791377,0.04612850082372323,1.6665121567509078,1
197468,Category Promotion,2024-09-14,SMS,7815.0,614.0,38.0,1452.6199951171875,8500.8095703125,0.0785568065506653,0.061788617886178863,5.84802740665877,1
