order_id,customer_id,order_date,order_total,payment_method,store_id,promised_delivery_time,actual_delivery_time,delivery_status,delivery_delay_hrs,order_day,order_week,order_month,order_year,day_of_week,is_weekend,order_hour,is_peak_hour,on_time_delivery,actual_delivery_day,promised_delivery_day,delivery_diff_days,delivery_speed_hrs,is_cod,is_high_value_order,log_order_total,daily_order_flag,is_month_start,is_month_end
2567996236,81584486,2023-10-31 08:04:08,2831.030029296875,cash,1737,2023-10-31 08:21:08,2023-10-31 08:20:08,On Time,-0.0166666666666666,31,44,10,2023,1,0,8,0,1,2023-10-31,2023-10-31,-0.0006944444444444445,0.26666666666666666,0,1,7.948749058322674,1,0,1
2570640420,10418604,2023-04-28 10:31:24,3782.0400390625,cash,9369,2023-04-28 10:44:24,2023-04-28 10:48:24,On Time,0.0666666666666666,28,17,4,2023,4,0,10,0,0,2023-04-28,2023-04-28,0.002777777777777778,0.2833333333333333,0,1,8.23828320852164,1,0,1
2571047526,90665975,2023-06-19 00:18:51,651.9299926757812,upi,3902,2023-06-19 00:30:51,2023-06-19 00:25:51,On Time,-0.0833333333333333,19,25,6,2023,0,0,0,0,1,2023-06-19,2023-06-19,-0.003472222222222222,0.11666666666666667,0,0,6.481469914763129,1,0,0
2571163022,59345983,2024-02-06 22:03:16,674.3900146484375,cash,7684,2024-02-06 22:20:16,2024-02-06 22:34:16,Slightly Delayed,0.2333333333333333,6,6,2,2024,1,0,22,1,0,2024-02-06,2024-02-06,0.009722222222222222,0.5166666666666667,0,0,6.515290323489849,1,0,0
2574349065,51547198,2024-04-17 14:33:32,4476.5498046875,wallet,7690,2024-04-17 14:43:32,2024-04-17 14:44:32,On Time,0.0166666666666666,17,16,4,2024,2,0,14,0,0,2024-04-17,2024-04-17,0.0006944444444444445,0.18333333333333332,0,1,8.406831257197961,1,0,0
2575965518,38496400,2024-10-25 23:31:21,1880.5699462890625,wallet,5322,2024-10-25 23:41:21,2024-10-25 23:36:21,On Time,-0.0833333333333333,25,43,10,2024,4,0,23,0,1,2024-10-25,2024-10-25,-0.003472222222222222,0.08333333333333333,0,0,7.5398617851538425,1,0,0
2577064886,63948546,2024-06-07 04:38:39,1713.43994140625,card,6228,2024-06-07 04:51:39,2024-06-07 04:53:39,On Time,0.0333333333333333,7,23,6,2024,4,0,4,0,0,2024-06-07,2024-06-07,0.001388888888888889,0.25,0,0,7.446841741488455,1,0,0
2577208156,86995126,2024-10-08 07:09:12,1948.9000244140625,upi,1472,2024-10-08 07:28:12,2024-10-08 07:35:12,Slightly Delayed,0.1166666666666666,8,41,10,2024,1,0,7,0,0,2024-10-08,2024-10-08,0.004861111111111111,0.43333333333333335,0,0,7.575533380712215,1,0,0
2577990012,71902700,2023-09-22 03:03:12,2577.4599609375,card,2923,2023-09-22 03:13:12,2023-09-22 03:13:12,On Time,0.0,22,38,9,2023,4,0,3,0,1,2023-09-22,2023-09-22,0.0,0.16666666666666666,0,1,7.854947585326046,1,0,0
2578671497,76218218,2024-01-25 00:04:47,3603.93994140625,card,4306,2024-01-25 00:16:47,2024-01-25 00:21:47,On Time,0.0833333333333333,25,4,1,2024,3,0,0,0,0,2024-01-25,2024-01-25,0.003472222222222222,0.2833333333333333,0,1,8.190060389776182,1,0,0
2580381935,4394659,2024-05-05 09:52:12,4613.3701171875,cash,9682,2024-05-05 10:03:12,2024-05-05 10:03:12,On Time,0.0,5,18,5,2024,6,1,9,0,1,2024-05-05,2024-05-05,0.0,0.18333333333333332,0,1,8.436930651638686,1,0,0
2581584982,25770577,2023-10-20 02:08:34,2315.89990234375,upi,2416,2023-10-20 02:26:34,2023-10-20 02:27:34,On Time,0.0166666666666666,20,42,10,2023,4,0,2,0,0,2023-10-20,2023-10-20,0.0006944444444444445,0.31666666666666665,0,1,7.747985322093795,1,0,0
2582466700,65368179,2024-09-10 16:13:12,976.5499877929688,wallet,1151,2024-09-10 16:25:12,2024-09-10 16:32:12,Slightly Delayed,0.1166666666666666,10,37,9,2024,1,0,16,0,0,2024-09-10,2024-09-10,0.004861111111111111,0.31666666666666665,0,0,6.885049428959126,1,0,0
2583035857,77220027,2023-11-15 21:48:52,874.780029296875,wallet,2902,2023-11-15 21:59:52,2023-11-15 22:02:52,On Time,0.05,15,46,11,2023,2,0,21,1,0,2023-11-15,2023-11-15,0.0020833333333333333,0.23333333333333334,0,0,6.775114951294881,1,0,0
2584579895,94713625,2024-01-12 20:46:24,4261.3701171875,card,7435,2024-01-12 20:57:24,2024-01-12 20:55:24,On Time,-0.0333333333333333,12,2,1,2024,4,0,20,1,1,2024-01-12,2024-01-12,-0.001388888888888889,0.15,0,1,8.357580650086465,1,0,0
2585438297,50632192,2023-08-20 12:58:45,743.72998046875,card,2754,2023-08-20 13:11:45,2023-08-20 13:16:45,On Time,0.0833333333333333,20,33,8,2023,6,1,12,0,0,2023-08-20,2023-08-20,0.003472222222222222,0.3,0,0,6.61302171035764,1,0,0
2587790388,45586151,2024-06-09 18:01:59,695.8699951171875,cash,9279,2024-06-09 18:18:59,2024-06-09 18:16:59,On Time,-0.0333333333333333,9,23,6,2024,6,1,18,1,1,2024-06-09,2024-06-09,-0.001388888888888889,0.25,0,0,6.546598872728075,1,0,0
2589639350,64141971,2023-08-01 10:46:34,1917.969970703125,upi,6047,2023-08-01 11:06:34,2023-08-01 11:03:34,On Time,-0.05,1,31,8,2023,1,0,10,0,1,2023-08-01,2023-08-01,-0.0020833333333333333,0.2833333333333333,0,0,7.55954384747626,1,1,0
2591738507,14705462,2024-10-31 07:36:44,4675.990234375,card,9640,2024-10-31 07:50:44,2024-10-31 07:48:44,On Time,-0.0333333333333333,31,44,10,2024,3,0,7,0,1,2024-10-31,2024-10-31,-0.001388888888888889,0.2,0,1,8.450410069713229,1,0,1
2592923105,78806824,2023-04-23 00:02:24,5123.14013671875,card,9026,2023-04-23 00:14:24,2023-04-23 00:37:24,Significantly Delayed,0.3833333333333333,23,16,4,2023,6,1,0,0,0,2023-04-23,2023-04-23,0.01597222222222222,0.5833333333333334,0,1,8.541718011729053,1,0,0
2595161999,45586151,2023-08-12 02:19:59,3891.35009765625,card,1665,2023-08-12 02:29:59,2023-08-12 02:26:59,On Time,-0.05,12,32,8,2023,5,1,2,0,1,2023-08-12,2023-08-12,-0.0020833333333333333,0.11666666666666667,0,1,8.26676839240944,1,0,0
2599819074,66310963,2023-05-08 05:51:42,2668.260009765625,card,1133,2023-05-08 06:02:42,2023-05-08 05:59:42,On Time,-0.05,8,19,5,2023,0,0,5,0,1,2023-05-08,2023-05-08,-0.0020833333333333333,0.13333333333333333,0,1,7.889556563080649,1,0,0
2603584546,41811800,2024-05-21 21:53:23,1328.8199462890625,wallet,3672,2024-05-21 22:05:23,2024-05-21 22:09:23,On Time,0.0666666666666666,21,21,5,2024,1,0,21,1,0,2024-05-21,2024-05-21,0.002777777777777778,0.26666666666666666,0,0,7.192798833321244,1,0,0
2604772138,15144290,2024-05-21 11:26:22,1515.6400146484375,cash,9574,2024-05-21 11:44:22,2024-05-21 11:46:22,On Time,0.0333333333333333,21,21,5,2024,1,0,11,0,0,2024-05-21,2024-05-21,0.001388888888888889,0.3333333333333333,0,0,7.324252650363212,1,0,0
2606843929,29415527,2024-06-14 14:07:30,2095.6201171875,cash,2825,2024-06-14 14:24:30,2024-06-14 14:20:30,On Time,-0.0666666666666666,14,24,6,2024,4,0,14,0,1,2024-06-14,2024-06-14,-0.002777777777777778,0.21666666666666667,0,0,7.648081859120536,1,0,0
2608278705,51945420,2023-10-22 02:28:34,4746.81982421875,cash,6359,2023-10-22 02:40:34,2023-10-22 02:46:34,Slightly Delayed,0.1,22,42,10,2023,6,1,2,0,0,2023-10-22,2023-10-22,0.004166666666666667,0.3,0,1,8.465440807288116,1,0,0
2609502403,2058037,2024-10-31 18:23:21,3105.1201171875,wallet,1582,2024-10-31 18:35:21,2024-10-31 18:37:21,On Time,0.0333333333333333,31,44,10,2024,3,0,18,1,0,2024-10-31,2024-10-31,0.001388888888888889,0.23333333333333334,0,1,8.041129675590453,1,0,1
2610552179,98225598,2024-06-26 11:29:47,1012.7899780273438,cash,1905,2024-06-26 11:40:47,2024-06-26 11:42:47,On Time,0.0333333333333333,26,26,6,2024,2,0,11,0,0,2024-06-26,2024-06-26,0.001388888888888889,0.21666666666666667,0,0,6.921451040437349,1,0,0
2610813239,62917794,2023-11-26 04:06:37,1291.8499755859375,upi,9191,2023-11-26 04:21:37,2023-11-26 04:20:37,On Time,-0.0166666666666666,26,47,11,2023,6,1,4,0,1,2023-11-26,2023-11-26,-0.0006944444444444445,0.23333333333333334,0,0,7.164604343877608,1,0,0
2611200126,91448742,2024-05-12 02:52:07,469.8200073242188,wallet,3341,2024-05-12 03:11:07,2024-05-12 03:16:07,On Time,0.0833333333333333,12,19,5,2024,6,1,2,0,0,2024-05-12,2024-05-12,0.003472222222222222,0.4,0,0,6.15447587092374,1,0,0
2611271708,11446157,2024-04-26 05:34:58,1171.77001953125,card,3166,2024-04-26 05:44:58,2024-04-26 05:47:58,On Time,0.05,26,17,4,2024,4,0,5,0,0,2024-04-26,2024-04-26,0.0020833333333333333,0.21666666666666667,0,0,7.067123767650162,1,0,0
2611601543,61753272,2023-07-23 00:37:11,1804.989990234375,wallet,5439,2023-07-23 00:49:11,2023-07-23 00:59:11,Slightly Delayed,0.1666666666666666,23,29,7,2023,6,1,0,0,0,2023-07-23,2023-07-23,0.006944444444444444,0.36666666666666664,0,0,7.498864191455688,1,0,0
2613508245,45028365,2023-12-28 16:43:38,3349.72998046875,upi,8059,2023-12-28 17:01:38,2023-12-28 16:56:38,On Time,-0.0833333333333333,28,52,12,2023,3,0,16,0,1,2023-12-28,2023-12-28,-0.003472222222222222,0.21666666666666667,0,1,8.116933505698887,1,0,0
2615887425,18465047,2023-10-28 19:55:41,1311.739990234375,cash,8175,2023-10-28 20:05:41,2023-10-28 20:15:41,Slightly Delayed,0.1666666666666666,28,43,10,2023,5,1,19,1,0,2023-10-28,2023-10-28,0.006944444444444444,0.3333333333333333,0,0,7.179871827453191,1,0,0
2616618240,12402437,2024-03-14 00:46:30,3909.27001953125,wallet,4931,2024-03-14 00:56:30,2024-03-14 00:57:30,On Time,0.0166666666666666,14,11,3,2024,3,0,0,0,0,2024-03-14,2024-03-14,0.0006944444444444445,0.18333333333333332,0,1,8.271361709298613,1,0,0
2616623847,49915498,2024-01-19 19:08:25,3928.0,cash,9330,2024-01-19 19:22:25,2024-01-19 19:37:25,Slightly Delayed,0.25,19,3,1,2024,4,0,19,1,0,2024-01-19,2024-01-19,0.010416666666666666,0.48333333333333334,0,1,8.27614021955846,1,0,0
2620531979,8651281,2024-02-24 12:40:18,1207.280029296875,card,5801,2024-02-24 12:53:18,2024-02-24 13:02:18,Slightly Delayed,0.15,24,8,2,2024,5,1,12,0,0,2024-02-24,2024-02-24,0.00625,0.36666666666666664,0,0,7.096953163962284,1,0,0
2620581496,63092485,2023-04-21 02:33:11,2457.469970703125,wallet,7441,2023-04-21 02:46:11,2023-04-21 02:45:11,On Time,-0.0166666666666666,21,16,4,2023,4,0,2,0,1,2023-04-21,2023-04-21,-0.0006944444444444445,0.2,0,1,7.8072944722982935,1,0,0
2622709030,50781611,2024-07-11 12:45:49,1796.0999755859375,cash,3256,2024-07-11 13:04:49,2024-07-11 13:28:49,Significantly Delayed,0.4,11,28,7,2024,3,0,12,0,0,2024-07-11,2024-07-11,0.016666666666666666,0.7166666666666667,0,0,7.493929519952721,1,0,0
2624138741,31718565,2024-04-18 01:09:21,1112.8199462890625,cash,5824,2024-04-18 01:23:21,2024-04-18 01:18:21,On Time,-0.0833333333333333,18,16,4,2024,3,0,1,0,1,2024-04-18,2024-04-18,-0.003472222222222222,0.15,0,0,7.015550779317233,1,0,0
2624508626,63262519,2024-02-28 00:12:59,326.5599975585937,wallet,9228,2024-02-28 00:27:59,2024-02-28 00:24:59,On Time,-0.05,28,9,2,2024,2,0,0,0,1,2024-02-28,2024-02-28,-0.0020833333333333333,0.2,0,0,5.791671236948678,1,0,1
2625987757,10769994,2023-08-01 07:42:43,169.8800048828125,upi,4569,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,0.0333333333333333,1,31,8,2023,1,0,7,0,0,2023-08-01,2023-08-01,0.001388888888888889,0.23333333333333334,0,0,5.140961584346341,1,1,0
2638683222,2457734,2024-10-30 05:28:47,887.47998046875,card,2769,2024-10-30 05:38:47,2024-10-30 05:43:47,On Time,0.0833333333333333,30,44,10,2024,2,0,5,0,0,2024-10-30,2024-10-30,0.003472222222222222,0.25,0,0,6.7895121155105285,1,0,1
2639216409,37702698,2024-03-10 11:45:49,880.719970703125,card,8593,2024-03-10 12:00:49,2024-03-10 12:04:49,On Time,0.0666666666666666,10,10,3,2024,6,1,11,0,0,2024-03-10,2024-03-10,0.002777777777777778,0.31666666666666665,0,0,6.781874512061177,1,0,0
2642275862,97419742,2023-12-18 06:15:35,5086.75,upi,542,2023-12-18 06:28:35,2023-12-18 06:53:35,Significantly Delayed,0.4166666666666667,18,51,12,2023,0,0,6,0,0,2023-12-18,2023-12-18,0.017361111111111112,0.6333333333333333,0,1,8.534590968592658,1,0,0
2643382562,54338574,2023-07-24 22:30:03,354.9100036621094,upi,6033,2023-07-24 22:48:03,2023-07-24 22:48:03,On Time,0.0,24,30,7,2023,0,0,22,1,1,2023-07-24,2023-07-24,0.0,0.3,0,0,5.874677900191112,1,0,0
2644609220,97825663,2024-05-22 07:43:43,2805.469970703125,upi,2108,2024-05-22 08:03:43,2024-05-22 07:59:43,On Time,-0.0666666666666666,22,21,5,2024,2,0,7,0,1,2024-05-22,2024-05-22,-0.002777777777777778,0.26666666666666666,0,1,7.939682734415202,1,0,0
2649487718,81346291,2024-03-01 14:00:21,549.469970703125,cash,4840,2024-03-01 14:11:21,2024-03-01 14:15:21,On Time,0.0666666666666666,1,9,3,2024,4,0,14,0,0,2024-03-01,2024-03-01,0.002777777777777778,0.25,0,0,6.310772405543405,1,1,0
2652063230,24144240,2023-11-22 02:11:55,154.77999877929688,card,1784,2023-11-22 02:31:55,2023-11-22 02:32:55,On Time,0.0166666666666666,22,47,11,2023,2,0,2,0,0,2023-11-22,2023-11-22,0.0006944444444444445,0.35,0,0,5.048444747655732,1,0,0
2653966619,52428250,2024-07-12 17:07:26,3588.18994140625,card,2217,2024-07-12 17:19:26,2024-07-12 17:15:26,On Time,-0.0666666666666666,12,28,7,2024,4,0,17,0,1,2024-07-12,2024-07-12,-0.002777777777777778,0.13333333333333333,0,1,8.185681812958773,1,0,0
2654499230,79478655,2023-06-10 17:45:41,3594.0,cash,3352,2023-06-10 18:01:41,2023-06-10 17:59:41,On Time,-0.0333333333333333,10,23,6,2023,5,1,17,0,1,2023-06-10,2023-06-10,-0.001388888888888889,0.23333333333333334,0,1,8.187299270155147,1,0,0
2655613624,46623192,2024-06-26 13:15:57,2384.639892578125,upi,3805,2024-06-26 13:33:57,2024-06-26 14:02:57,Significantly Delayed,0.4833333333333333,26,26,6,2024,2,0,13,0,0,2024-06-26,2024-06-26,0.02013888888888889,0.7833333333333333,0,1,7.777222666111657,1,0,0
2656326203,92356639,2023-11-16 18:30:26,4655.330078125,wallet,4807,2023-11-16 18:47:26,2023-11-16 18:52:26,On Time,0.0833333333333333,16,46,11,2023,3,0,18,1,0,2023-11-16,2023-11-16,0.003472222222222222,0.36666666666666664,0,1,8.445982879966563,1,0,0
2664220988,92091019,2023-05-05 20:23:41,3117.449951171875,card,2504,2023-05-05 20:38:41,2023-05-05 20:39:41,On Time,0.0166666666666666,5,18,5,2023,4,0,20,1,0,2023-05-05,2023-05-05,0.0006944444444444445,0.26666666666666666,0,1,8.045091346830457,1,0,0
2664549359,90586443,2024-06-17 09:06:43,644.7999877929688,wallet,7423,2024-06-17 09:19:43,2024-06-17 09:25:43,Slightly Delayed,0.1,17,25,6,2024,0,0,9,0,0,2024-06-17,2024-06-17,0.004166666666666667,0.31666666666666665,0,0,6.470489839421989,1,0,0
2665891587,86636273,2024-03-18 15:53:34,504.1799926757813,cash,1766,2024-03-18 16:10:34,2024-03-18 16:05:34,On Time,-0.0833333333333333,18,12,3,2024,0,0,15,0,1,2024-03-18,2024-03-18,-0.003472222222222222,0.2,0,0,6.224914786912595,1,0,0
2668915104,19180962,2023-12-01 20:34:27,5494.22021484375,card,4854,2023-12-01 20:44:27,2023-12-01 20:49:27,On Time,0.0833333333333333,1,48,12,2023,4,0,20,1,0,2023-12-01,2023-12-01,0.003472222222222222,0.25,0,1,8.611633941529488,1,1,0
2676353168,25595836,2024-09-10 11:19:07,3310.030029296875,cash,9589,2024-09-10 11:32:07,2024-09-10 11:31:07,On Time,-0.0166666666666666,10,37,9,2024,1,0,11,0,1,2024-09-10,2024-09-10,-0.0006944444444444445,0.2,0,1,8.1050146070612,1,0,0
2683672396,89617089,2023-08-27 04:49:33,2073.989990234375,card,6550,2023-08-27 05:02:33,2023-08-27 04:58:33,On Time,-0.0666666666666666,27,34,8,2023,6,1,4,0,1,2023-08-27,2023-08-27,-0.002777777777777778,0.15,0,0,7.637711608669729,1,0,0
2686390867,45071436,2024-02-04 17:00:23,397.5499877929688,card,6752,2024-02-04 17:17:23,2024-02-04 17:15:23,On Time,-0.0333333333333333,4,5,2,2024,6,1,17,0,1,2024-02-04,2024-02-04,-0.001388888888888889,0.25,0,0,5.987832930245325,1,0,0
2686950796,22081691,2023-05-15 08:13:32,3339.570068359375,cash,59,2023-05-15 08:30:32,2023-05-15 08:49:32,Significantly Delayed,0.3166666666666666,15,20,5,2023,0,0,8,0,0,2023-05-15,2023-05-15,0.013194444444444444,0.6,0,1,8.113896750556231,1,0,0
2687236003,83588803,2024-01-10 21:00:18,3207.159912109375,wallet,7216,2024-01-10 21:12:18,2024-01-10 21:15:18,On Time,0.05,10,2,1,2024,2,0,21,1,0,2024-01-10,2024-01-10,0.0020833333333333333,0.25,0,1,8.073452815658433,1,0,0
2694800415,36675827,2024-04-04 07:26:06,3621.68994140625,cash,8403,2024-04-04 07:44:06,2024-04-04 07:39:06,On Time,-0.0833333333333333,4,14,4,2024,3,0,7,0,1,2024-04-04,2024-04-04,-0.003472222222222222,0.21666666666666667,0,1,8.194972106610779,1,0,0
2695448838,47274329,2023-06-10 23:54:52,2516.1201171875,upi,7288,2023-06-11 00:08:52,2023-06-11 00:15:52,Slightly Delayed,0.1166666666666666,10,23,6,2023,5,1,23,0,0,2023-06-11,2023-06-11,0.004861111111111111,0.35,0,1,7.8308707163595725,1,0,0
2706229594,81337068,2024-10-04 07:45:22,3260.52001953125,cash,8098,2024-10-04 08:04:22,2024-10-04 08:01:22,On Time,-0.05,4,40,10,2024,4,0,7,0,1,2024-10-04,2024-10-04,-0.0020833333333333333,0.26666666666666666,0,1,8.089948629353522,1,0,0
2708441500,23286884,2024-01-12 21:05:00,2396.219970703125,card,6831,2024-01-12 21:21:00,2024-01-12 21:17:00,On Time,-0.0666666666666666,12,2,1,2024,4,0,21,1,1,2024-01-12,2024-01-12,-0.002777777777777778,0.2,0,1,7.782064999394951,1,0,0
2711467206,21658322,2023-04-07 00:50:13,2764.550048828125,cash,9015,2023-04-07 01:03:13,2023-04-07 00:58:13,On Time,-0.0833333333333333,7,14,4,2023,4,0,0,0,1,2023-04-07,2023-04-07,-0.003472222222222222,0.13333333333333333,0,1,7.924994826840355,1,0,0
2715027145,26903313,2024-05-25 03:48:02,1301.3800048828125,cash,3804,2024-05-25 04:07:02,2024-05-25 04:13:02,Slightly Delayed,0.1,25,21,5,2024,5,1,3,0,0,2024-05-25,2024-05-25,0.004166666666666667,0.4166666666666667,0,0,7.171948642614157,1,0,0
2715902884,67711384,2024-08-27 03:36:14,4064.389892578125,upi,2786,2024-08-27 03:46:14,2024-08-27 03:41:14,On Time,-0.0833333333333333,27,35,8,2024,1,0,3,0,1,2024-08-27,2024-08-27,-0.003472222222222222,0.08333333333333333,0,1,8.31026493191577,1,0,0
2716611235,85626346,2024-02-19 06:09:33,2442.239990234375,upi,6048,2024-02-19 06:29:33,2024-02-19 06:30:33,On Time,0.0166666666666666,19,8,2,2024,0,0,6,0,0,2024-02-19,2024-02-19,0.0006944444444444445,0.35,0,1,7.801080302304536,1,0,0
2718348206,5763963,2023-11-08 10:22:06,632.4299926757812,upi,4202,2023-11-08 10:37:06,2023-11-08 10:33:06,On Time,-0.0666666666666666,8,45,11,2023,2,0,10,0,1,2023-11-08,2023-11-08,-0.002777777777777778,0.18333333333333332,0,0,6.451149484855564,1,0,0
2718508408,20360447,2023-08-04 03:52:55,4588.22998046875,upi,7975,2023-08-04 04:07:55,2023-08-04 04:22:55,Slightly Delayed,0.25,4,31,8,2023,4,0,3,0,0,2023-08-04,2023-08-04,0.010416666666666666,0.5,0,1,8.431467528734807,1,0,0
2719670578,95382317,2024-09-04 09:46:08,2857.5400390625,wallet,2008,2024-09-04 10:02:08,2024-09-04 10:21:08,Significantly Delayed,0.3166666666666666,4,36,9,2024,2,0,9,0,0,2024-09-04,2024-09-04,0.013194444444444444,0.5833333333333334,0,1,7.95806629762447,1,0,0
2719816862,85074810,2024-09-20 20:49:22,332.8399963378906,wallet,7023,2024-09-20 21:09:22,2024-09-20 21:24:22,Slightly Delayed,0.25,20,38,9,2024,4,0,20,1,0,2024-09-20,2024-09-20,0.010416666666666666,0.5833333333333334,0,0,5.810661825313643,1,0,0
2721433550,58873572,2023-06-07 14:10:05,1076.030029296875,upi,5717,2023-06-07 14:28:05,2023-06-07 14:29:05,On Time,0.0166666666666666,7,23,6,2023,2,0,14,0,0,2023-06-07,2023-06-07,0.0006944444444444445,0.31666666666666665,0,0,6.981962559123184,1,0,0
2724264210,98687927,2024-10-24 16:22:22,1784.6099853515625,wallet,6773,2024-10-24 16:35:22,2024-10-24 16:48:22,Slightly Delayed,0.2166666666666666,24,43,10,2024,3,0,16,0,0,2024-10-24,2024-10-24,0.009027777777777777,0.43333333333333335,0,0,7.4875153643261285,1,0,0
2725513934,54799731,2023-10-07 06:21:20,5349.56005859375,wallet,1213,2023-10-07 06:37:20,2023-10-07 06:39:20,On Time,0.0333333333333333,7,40,10,2023,5,1,6,0,0,2023-10-07,2023-10-07,0.001388888888888889,0.3,0,1,8.584956518260379,1,0,0
2727595593,80875034,2023-11-17 01:01:45,3069.889892578125,upi,4539,2023-11-17 01:21:45,2023-11-17 01:18:45,On Time,-0.05,17,46,11,2023,4,0,1,0,1,2023-11-17,2023-11-17,-0.0020833333333333333,0.2833333333333333,0,1,8.029722665867128,1,0,0
2730458449,13383642,2024-02-10 06:37:24,633.25,cash,3121,2024-02-10 06:48:24,2024-02-10 06:58:24,Slightly Delayed,0.1666666666666666,10,6,2,2024,5,1,6,0,0,2024-02-10,2024-02-10,0.006944444444444444,0.35,0,0,6.452443198479391,1,0,0
2731829604,46615831,2024-02-12 20:15:18,4047.68994140625,card,6922,2024-02-12 20:28:18,2024-02-12 20:25:18,On Time,-0.05,12,7,2,2024,0,0,20,1,1,2024-02-12,2024-02-12,-0.0020833333333333333,0.16666666666666666,0,1,8.306148636514756,1,0,0
2732162016,99361865,2023-05-27 09:57:51,2111.239990234375,wallet,5077,2023-05-27 10:16:51,2023-05-27 10:19:51,On Time,0.05,27,21,5,2023,5,1,9,0,0,2023-05-27,2023-05-27,0.0020833333333333333,0.36666666666666664,0,1,7.655504270110316,1,0,0
2734817654,6184558,2023-04-12 09:38:01,3676.830078125,wallet,5492,2023-04-12 09:51:01,2023-04-12 09:48:01,On Time,-0.05,12,15,4,2023,2,0,9,0,1,2023-04-12,2023-04-12,-0.0020833333333333333,0.16666666666666666,0,1,8.21007820456604,1,0,0
2738466605,49147776,2024-08-23 05:00:22,439.239990234375,card,5981,2024-08-23 05:12:22,2024-08-23 05:15:22,On Time,0.05,23,34,8,2024,4,0,5,0,0,2024-08-23,2024-08-23,0.0020833333333333333,0.25,0,0,6.087320010569,1,0,0
2738862626,56572297,2024-01-21 04:31:08,2563.39990234375,wallet,20,2024-01-21 04:41:08,2024-01-21 04:51:08,Slightly Delayed,0.1666666666666666,21,3,1,2024,6,1,4,0,0,2024-01-21,2024-01-21,0.006944444444444444,0.3333333333333333,0,1,7.849479774031582,1,0,0
2744486953,73891999,2024-09-29 20:05:27,626.6699829101562,cash,3082,2024-09-29 20:15:27,2024-09-29 20:37:27,Significantly Delayed,0.3666666666666666,29,39,9,2024,6,1,20,1,0,2024-09-29,2024-09-29,0.015277777777777777,0.5333333333333333,0,0,6.442014523421962,1,0,1
2744509800,69276352,2023-08-31 10:07:20,98.31999969482422,cash,7252,2023-08-31 10:21:20,2023-08-31 10:22:20,On Time,0.0166666666666666,31,35,8,2023,3,0,10,0,0,2023-08-31,2023-08-31,0.0006944444444444445,0.25,0,0,4.598346957567314,1,0,1
2745295248,40643232,2024-05-28 21:19:44,929.3699951171876,wallet,1080,2024-05-28 21:34:44,2024-05-28 21:33:44,On Time,-0.0166666666666666,28,22,5,2024,1,0,21,1,1,2024-05-28,2024-05-28,-0.0006944444444444445,0.23333333333333334,0,0,6.835582351240307,1,0,0
2746329488,35156679,2023-08-26 15:58:09,972.6900024414062,cash,7686,2023-08-26 16:09:09,2023-08-26 16:08:09,On Time,-0.0166666666666666,26,34,8,2023,5,1,15,0,1,2023-08-26,2023-08-26,-0.0006944444444444445,0.16666666666666666,0,0,6.88109298033562,1,0,0
2747350024,75860724,2024-08-16 13:12:40,793.1400146484375,upi,5857,2024-08-16 13:31:40,2024-08-16 13:30:40,On Time,-0.0166666666666666,16,33,8,2024,4,0,13,0,1,2024-08-16,2024-08-16,-0.0006944444444444445,0.3,0,0,6.677259786567962,1,0,0
2748368258,92404798,2023-08-03 23:54:52,870.2899780273438,card,4838,2023-08-04 00:07:52,2023-08-04 00:02:52,On Time,-0.0833333333333333,3,31,8,2023,3,0,23,0,1,2023-08-04,2023-08-04,-0.003472222222222222,0.13333333333333333,0,0,6.769974846849665,1,0,0
2748681349,84862161,2024-05-15 05:36:05,1846.8699951171875,card,3640,2024-05-15 05:53:05,2024-05-15 05:58:05,On Time,0.0833333333333333,15,20,5,2024,2,0,5,0,0,2024-05-15,2024-05-15,0.003472222222222222,0.36666666666666664,0,0,7.521788900764464,1,0,0
2748841057,33544355,2023-12-30 05:03:21,1587.1800537109375,card,1719,2023-12-30 05:19:21,2023-12-30 05:43:21,Significantly Delayed,0.4,30,52,12,2023,5,1,5,0,0,2023-12-30,2023-12-30,0.016666666666666666,0.6666666666666666,0,0,7.37034401932856,1,0,1
2753579193,2558646,2023-03-29 14:52:03,755.6599731445312,card,5215,2023-03-29 15:06:03,2023-03-29 15:05:03,On Time,-0.0166666666666666,29,13,3,2023,2,0,14,0,1,2023-03-29,2023-03-29,-0.0006944444444444445,0.21666666666666667,0,0,6.628913975703716,1,0,1
2758734705,54797119,2023-08-02 23:12:45,1460.5400390625,upi,1576,2023-08-02 23:29:45,2023-08-02 23:31:45,On Time,0.0333333333333333,2,31,8,2023,2,0,23,0,0,2023-08-02,2023-08-02,0.001388888888888889,0.31666666666666665,0,0,7.287245980045011,1,0,0
2761855959,81541985,2023-10-24 07:06:54,4023.5400390625,wallet,5899,2023-10-24 07:17:54,2023-10-24 07:12:54,On Time,-0.0833333333333333,24,43,10,2023,1,0,7,0,1,2023-10-24,2023-10-24,-0.003472222222222222,0.1,0,1,8.300165907313346,1,0,0
2762095386,84066402,2024-08-11 16:29:49,786.8499755859375,upi,5015,2024-08-11 16:46:49,2024-08-11 16:49:49,On Time,0.05,11,32,8,2024,6,1,16,0,0,2024-08-11,2024-08-11,0.0020833333333333333,0.3333333333333333,0,0,6.6693076854198425,1,0,0
