2025-10-04 00:18:13,389 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders'
2025-10-04 01:00:34,953 | WARNING | data_pipeline | Table 'blinkit_orders' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,957 | WARNING | data_pipeline | Table 'blinkit_delivery_performance' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,959 | WARNING | data_pipeline | Table 'blinkit_marketing_performance' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,961 | WARNING | data_pipeline | Table 'blinkit_order_items' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,963 | WARNING | data_pipeline | Table 'blinkit_orders' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,968 | WARNING | data_pipeline | No Redis data for 'blinkit_customers'
2025-10-04 01:00:34,973 | WARNING | data_pipeline | Table 'blinkit_orders' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,979 | WARNING | data_pipeline | Table 'blinkit_products' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,981 | WARNING | data_pipeline | Table 'blinkit_orders' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,983 | WARNING | data_pipeline | No Redis data for 'blinkit_marketing_performance'
2025-10-04 01:00:34,984 | WARNING | data_pipeline | No Redis data for 'blinkit_delivery_performance'
2025-10-04 01:00:34,985 | WARNING | data_pipeline | Table 'blinkit_products' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,987 | WARNING | data_pipeline | Table 'blinkit_orders' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,987 | WARNING | data_pipeline | No Redis data for 'blinkit_order_items'
2025-10-04 01:00:34,991 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,996 | WARNING | data_pipeline | Table 'blinkit_products' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:34,999 | WARNING | data_pipeline | Table 'blinkit_orders' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,005 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,007 | WARNING | data_pipeline | Table 'blinkit_products' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,008 | WARNING | data_pipeline | Table 'blinkit_orders' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,011 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,013 | WARNING | data_pipeline | Table 'blinkit_products' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,017 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,019 | WARNING | data_pipeline | Table 'blinkit_products' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,021 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,023 | WARNING | data_pipeline | Table 'blinkit_products' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,025 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,026 | WARNING | data_pipeline | No Redis data for 'blinkit_orders'
2025-10-04 01:00:35,033 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: maximum recursion depth exceeded
2025-10-04 01:00:35,041 | WARNING | data_pipeline | No Redis data for 'blinkit_products'
2025-10-04 01:00:35,049 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:00:53,876 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data'
2025-10-04 01:01:02,527 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback'
2025-10-04 01:01:02,676 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items'
2025-10-04 01:01:02,710 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products'
2025-10-04 01:01:02,734 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback
2025-10-04 01:01:02,741 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers'
2025-10-04 01:01:02,755 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:01:02,819 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance'
2025-10-04 01:01:02,865 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders'
2025-10-04 01:01:02,889 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance'
2025-10-04 01:01:48,035 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders'
2025-10-04 01:01:48,521 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data'
2025-10-04 01:02:00,463 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items'
2025-10-04 01:02:00,502 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers'
2025-10-04 01:02:00,531 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products'
2025-10-04 01:02:00,539 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback
2025-10-04 01:02:00,541 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:02:00,605 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback'
2025-10-04 01:02:00,636 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance'
2025-10-04 01:02:00,680 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance'
2025-10-04 01:02:00,719 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders'
2025-10-04 01:02:18,554 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data'
2025-10-04 01:02:29,145 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items'
2025-10-04 01:02:29,197 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers'
2025-10-04 01:02:29,229 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products'
2025-10-04 01:02:29,236 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback
2025-10-04 01:02:29,244 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:02:29,298 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback'
2025-10-04 01:02:29,328 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance'
2025-10-04 01:02:29,372 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance'
2025-10-04 01:02:29,408 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders'
2025-10-04 01:02:36,432 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders'
2025-10-04 01:02:36,978 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data'
2025-10-04 01:08:18,639 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:08:18,725 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:08:18,777 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:08:18,812 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: Execution failed on sql 'SELECT * FROM blinkit_weather;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_weather'. (208) (SQLExecDirectW)")
2025-10-04 01:08:18,843 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:08:18,862 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:08:18,903 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:08:18,944 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:08:18,986 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:08:27,574 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:08:28,259 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:08:30,909 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: Execution failed on sql 'SELECT * FROM blinkit_weather;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_weather'. (208) (SQLExecDirectW)")
2025-10-04 01:08:30,915 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:08:31,001 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:08:31,223 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:08:31,260 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:08:31,327 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:08:31,352 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:08:31,409 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:08:31,475 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:17:48,823 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:17:48,889 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:17:48,947 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:17:48,964 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: Execution failed on sql 'SELECT * FROM blinkit_weather;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_weather'. (208) (SQLExecDirectW)")
2025-10-04 01:17:48,982 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:17:49,075 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:17:49,120 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:17:49,174 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:17:49,227 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:19:29,998 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data'
2025-10-04 01:23:06,933 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:23:07,046 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:23:07,097 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:23:07,124 | WARNING | data_pipeline | Table 'blinkit_weather' missing in DB, trying Redis fallback: Execution failed on sql 'SELECT * FROM blinkit_weather;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_weather'. (208) (SQLExecDirectW)")
2025-10-04 01:23:07,141 | WARNING | data_pipeline | No Redis data for 'blinkit_weather'
2025-10-04 01:23:07,243 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:23:07,246 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:23:07,302 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:23:07,357 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:30:10,915 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:30:10,963 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:30:10,992 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:30:11,064 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:30:11,095 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:30:11,186 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:30:11,239 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:30:11,722 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:31:48,971 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:31:49,021 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:31:49,049 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:31:49,101 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:31:49,134 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:31:49,193 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:31:49,239 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:31:49,687 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:36:35,800 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:36:35,844 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:36:35,871 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:36:35,971 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:36:35,987 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:36:36,070 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:36:36,120 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:36:36,715 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:38:31,496 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:38:31,836 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:38:31,895 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:38:32,005 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:38:32,014 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:38:32,074 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:38:32,105 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:38:32,653 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:40:12,647 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:40:12,972 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:41:02,026 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:41:02,060 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:41:02,245 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:41:02,310 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:41:02,363 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:41:02,854 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:44:25,864 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:44:26,252 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:44:26,330 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:44:26,453 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:44:26,501 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:44:26,573 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:44:26,623 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:44:27,279 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:53:19,297 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:53:19,748 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:53:19,867 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:53:20,082 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:53:20,091 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:53:20,154 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:53:20,195 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:53:20,909 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:55:26,283 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:55:26,328 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:55:26,344 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:55:26,473 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:55:26,516 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:55:26,575 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:55:26,612 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:55:27,210 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:55:39,070 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:55:39,122 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:55:39,131 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:55:39,211 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:55:39,265 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:55:39,329 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:55:39,372 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:55:39,880 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:55:40,071 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-04 01:55:58,897 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:55:58,955 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:55:58,968 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:55:59,075 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:55:59,117 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:55:59,185 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:55:59,216 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:55:59,747 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:55:59,801 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-04 01:56:50,730 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:56:50,732 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:56:50,744 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:56:54,155 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:56:54,194 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:56:54,251 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:56:54,317 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:56:54,839 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:56:54,876 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-04 01:58:15,319 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:58:15,369 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:58:15,406 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:58:15,904 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:58:15,934 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:58:33,148 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:58:33,225 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:58:33,838 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:58:33,881 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-04 01:59:50,420 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 01:59:50,479 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 01:59:50,824 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 01:59:50,919 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 01:59:50,969 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 01:59:51,045 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 01:59:51,082 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 01:59:51,672 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 01:59:51,717 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-04 02:09:02,122 | ERROR | ipykernel.comm | No such comm target registered: jupyter.widget.control
2025-10-04 02:09:02,156 | WARNING | Comm | No such comm: 38022519-a8fb-42b0-a045-74ffe904f244
2025-10-04 02:09:10,225 | ERROR | ipykernel.comm | No such comm target registered: jupyter.widget.control
2025-10-04 02:09:10,231 | WARNING | Comm | No such comm: 0ac23211-2b98-42f6-a3c2-2856773a573b
2025-10-04 02:13:31,119 | ERROR | ipykernel.comm | No such comm target registered: jupyter.widget.control
2025-10-04 02:13:31,122 | WARNING | Comm | No such comm: bebeaec3-8a98-4f87-9437-a72f24ad3dfb
2025-10-04 13:28:08,552 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 13:28:08,648 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 13:28:08,855 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 13:28:09,107 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 13:28:09,139 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 13:28:09,191 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 13:28:09,234 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 13:28:10,127 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 13:28:10,221 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-04 13:28:42,629 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 13:29:05,218 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 13:29:05,299 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 13:38:29,843 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 13:38:29,891 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-04 13:38:30,003 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 13:38:49,186 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-04 13:38:49,264 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_delivery_performance' (DB)
2025-10-04 13:38:49,378 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_customer_feedback' (DB)
2025-10-04 13:38:49,441 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-04 13:38:50,198 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-04 13:38:50,289 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-04 19:43:45,309 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-04 19:43:45,360 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-04 19:43:45,380 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
