customer_id,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
15043066,Rohtak,707096,2024-02-12,Inactive,2,1748.4100341796875
15066187,Jammu,882141,2023-03-19,Regular,13,791.6699829101562
15144290,Nizamabad,789273,2024-10-17,New,19,436.3500061035156
15221182,Visakhapatnam,639677,2023-08-19,Inactive,11,1871.4599609375
15236510,Serampore,264052,2023-12-13,New,11,937.260009765625
15345667,Durg,750467,2023-08-29,Premium,6,1574.77001953125
15391556,Nellore,687731,2023-10-12,Inactive,16,762.72998046875
15417130,Indore,866515,2024-03-03,New,5,1289.2900390625
15484407,Kakinada,457519,2024-06-11,Premium,18,560.9500122070312
15487049,Motihari,716665,2024-02-13,New,15,1928.0
15529446,Haridwar,665417,2023-10-10,Premium,9,854.3499755859375
15534747,Kadapa,76910,2023-09-19,Inactive,15,362.3399963378906
15545780,Ambala,953801,2024-04-13,Regular,18,1268.43994140625
15568831,Jammu,598277,2023-10-06,Premium,7,813.2999877929688
15599514,Tezpur,170702,2023-04-18,Regular,20,1171.0699462890625
15631726,Tezpur,47849,2024-02-05,Inactive,11,664.8699951171875
15661674,Vadodara,300794,2023-11-10,Regular,12,453.239990234375
15661901,Kumbakonam,996843,2024-10-31,Regular,1,764.5700073242188
15733078,Phagwara,214451,2023-08-10,Regular,1,1152.949951171875
15796277,Loni,223700,2024-08-02,New,19,1365.3299560546875
15808945,Gangtok,890545,2024-04-10,New,6,1255.9000244140625
15830066,Mira-Bhayandar,652139,2024-10-18,New,19,936.6599731445312
15897933,Jabalpur,337945,2023-03-18,Regular,1,1221.22998046875
15931134,Darbhanga,121150,2024-03-10,Inactive,5,760.9000244140625
16082651,Junagadh,506119,2023-11-04,Regular,14,895.739990234375
16230299,Pune,858006,2024-08-22,Regular,4,1776.7099609375
16256136,Aurangabad,36309,2023-09-09,Regular,14,415.010009765625
16341776,Sikar,60359,2023-07-16,New,6,964.4000244140625
16359370,South Dumdum,945900,2023-12-05,Premium,1,1352.699951171875
16376189,Chapra,840977,2024-02-25,Premium,10,271.5299987792969
16379942,Orai,332997,2024-04-10,Inactive,15,1370.56005859375
16400639,Pallavaram,759756,2023-09-03,Premium,5,680.47998046875
16410155,Bidhannagar,306843,2023-04-29,Premium,8,601.3200073242188
16410708,Gudivada,629553,2024-10-14,Regular,10,1843.1700439453125
16420489,Nandyal,543319,2024-04-01,New,14,1368.050048828125
16424635,Mirzapur,607949,2024-10-01,Premium,13,1135.260009765625
16435594,Jorhat,848945,2024-10-11,Premium,4,1273.0
16436211,Tadepalligudem,892690,2023-11-09,Regular,8,780.9400024414062
16436359,Kota,362536,2024-07-26,New,9,1485.1500244140625
16448993,Korba,426587,2023-09-19,Inactive,14,1691.9200439453125
16484167,Guwahati,104698,2023-04-07,New,19,1128.06005859375
16485871,Salem,105468,2024-06-25,Premium,6,1805.760009765625
16543242,Darbhanga,887597,2023-06-05,Premium,6,1523.8800048828125
16547602,Nadiad,216025,2023-04-19,Inactive,14,1240.9599609375
16561710,Baranagar,881409,2023-09-16,New,12,1043.280029296875
16617201,Hosur,790556,2024-01-20,New,8,355.1700134277344
16640907,Bhagalpur,632688,2024-10-05,Regular,16,527.030029296875
16764246,Pali,638631,2024-09-28,Premium,1,1938.3399658203125
16780752,Begusarai,320804,2023-12-07,Premium,20,1429.1199951171875
16785724,Vellore,61886,2023-08-06,Regular,16,1768.52001953125
16786161,Chandigarh,658428,2023-11-21,Inactive,15,496.260009765625
17100301,Deoghar,119736,2024-08-06,Premium,16,1515.010009765625
17106161,Shimoga,758004,2024-05-01,Inactive,9,331.1499938964844
17132416,Solapur,302449,2024-01-02,Regular,20,644.8499755859375
17159117,Karawal Nagar,778786,2024-05-21,Premium,1,336.260009765625
17201639,Korba,139363,2023-05-23,New,15,1472.22998046875
17287733,Morbi,410335,2024-04-27,Premium,12,1897.8399658203125
17299810,Kadapa,344807,2024-03-04,New,13,1874.4200439453125
17341194,Burhanpur,328247,2023-04-21,Premium,18,1530.1800537109375
17390673,Korba,669102,2024-10-23,Regular,16,1043.260009765625
17392512,Secunderabad,103058,2024-07-04,Premium,14,1902.780029296875
17521263,Serampore,580825,2024-06-23,Inactive,19,1990.9599609375
17597449,Guna,433729,2023-04-06,Inactive,15,229.39999389648438
17675915,Varanasi,107960,2024-01-18,Inactive,4,1146.1800537109375
17681645,Bhagalpur,392367,2023-12-21,Premium,15,1381.260009765625
17696094,Kirari Suleman Nagar,23472,2024-09-18,New,16,1626.22998046875
17749347,Panchkula,821987,2024-07-26,Premium,15,1842.3699951171875
17805991,Dhule,819317,2024-05-09,New,10,924.9000244140625
17843667,Bhubaneswar,599055,2024-03-20,New,4,618.6400146484375
17861428,Chandigarh,396282,2024-03-04,Inactive,10,1606.1800537109375
17929886,Salem,356407,2023-03-28,New,7,744.0
17939362,Noida,745281,2024-02-11,Inactive,17,496.5899963378906
18035010,Burhanpur,67286,2024-01-30,Premium,16,745.0999755859375
18082040,Kochi,824038,2024-04-03,Regular,17,1098.5899658203125
18113428,Rajkot,803574,2023-09-15,Regular,7,255.72999572753906
18140588,Jalna,895444,2024-07-04,Regular,17,856.9500122070312
18170800,Mathura,501272,2024-07-02,Regular,12,1972.81005859375
18199057,Ratlam,908599,2023-05-30,Inactive,9,1353.9300537109375
18229949,Danapur,397135,2023-04-15,Inactive,10,466.3299865722656
18256339,Mumbai,963704,2023-11-04,New,5,1719.3299560546875
18259715,Pudukkottai,635726,2023-05-14,Regular,9,1731.1099853515625
18326028,Ratlam,685813,2024-04-10,Inactive,3,244.30999755859375
18394558,Bareilly,155249,2023-12-30,Regular,2,1186.5899658203125
18465047,Ghaziabad,531091,2024-03-25,New,8,746.8800048828125
18567760,Fatehpur,321200,2024-05-28,Regular,13,1933.699951171875
18642306,Tinsukia,877253,2023-12-21,Inactive,12,1802.6300048828125
18771682,Shivpuri,865499,2023-07-11,Premium,12,1420.989990234375
18791381,Jamalpur,585239,2024-03-02,Premium,1,1206.260009765625
18889370,Sri Ganganagar,255117,2023-06-14,Regular,18,598.7899780273438
18896771,Ramagundam,350815,2023-05-17,Inactive,12,1906.4599609375
18935489,Tezpur,781987,2024-06-15,New,8,1957.2099609375
18940384,Sonipat,744492,2023-10-08,New,7,1068.469970703125
18954314,Mau,381178,2024-10-18,Inactive,6,1781.3699951171875
18986315,Bidhannagar,277814,2023-04-05,Premium,19,854.260009765625
19067680,North Dumdum,608152,2023-12-29,New,18,410.3399963378906
19080489,Jalandhar,236035,2023-03-30,Regular,9,578.2100219726562
19084027,Unnao,977602,2023-07-30,New,20,908.280029296875
19091057,Kozhikode,471587,2024-03-15,Regular,9,1569.0
19145354,Rohtak,763240,2023-05-31,Inactive,11,963.3499755859375
19179897,Orai,757209,2023-08-14,Premium,18,1491.5799560546875
19180962,Kalyan-Dombivli,237601,2024-07-05,Inactive,19,622.0800170898438
19182548,Bijapur,783411,2023-03-22,Regular,16,636.1500244140625
19216141,Giridih,829446,2023-05-14,Premium,9,1428.5400390625
19259955,Nagpur,410844,2023-04-03,Inactive,15,213.69000244140625
19275474,Lucknow,916112,2024-10-22,New,14,698.1199951171875
19375332,Jodhpur,278850,2024-07-01,Regular,20,1556.47998046875
19393135,Bidhannagar,317769,2023-06-11,Regular,19,327.5799865722656
19400174,Saharanpur,467162,2024-05-22,New,2,907.1599731445312
19425804,Jodhpur,705258,2023-04-06,Inactive,10,1121.27001953125
19482392,Muzaffarnagar,670607,2023-06-22,Regular,10,1478.75
19523014,Ongole,419857,2024-02-24,New,14,679.5
19523856,Thoothukudi,468885,2023-11-02,Premium,6,1084.1400146484375
19536688,Tiruppur,881065,2023-09-19,New,4,1346.030029296875
19556566,Tiruvottiyur,937178,2023-11-01,Premium,20,664.1699829101562
19581959,Ghaziabad,187788,2023-04-23,Premium,5,1517.3399658203125
19682060,Jehanabad,273810,2024-02-12,Inactive,4,850.2000122070312
19705695,Patiala,520564,2024-07-26,Premium,6,816.5999755859375
19741509,Vellore,19974,2024-03-11,Regular,3,949.010009765625
19771128,Vijayawada,962095,2023-11-26,Regular,4,1807.199951171875
19966989,Secunderabad,441105,2024-03-06,Premium,2,1737.0999755859375
20122449,Cuttack,19668,2024-01-22,New,12,1298.4000244140625
20148223,Kamarhati,675142,2023-05-26,Inactive,5,599.989990234375
20163931,Kumbakonam,918590,2024-08-05,Regular,5,404.54998779296875
20209237,Shimoga,467793,2024-02-11,Regular,19,1121.0999755859375
20238921,Thiruvananthapuram,602258,2023-09-29,Premium,8,1298.7900390625
20254516,Nandyal,696091,2024-07-23,Inactive,18,1536.8800048828125
20298398,Ahmednagar,278627,2023-12-22,New,1,1049.5999755859375
20310720,Bhubaneswar,37268,2023-04-03,Regular,9,1677.9100341796875
20314691,Salem,349141,2024-07-17,Inactive,2,282.9200134277344
20343501,Sasaram,655005,2023-04-12,Inactive,19,1070.469970703125
20360447,Akola,329409,2024-10-25,New,2,640.4099731445312
20469626,Guntakal,304902,2023-12-26,Regular,9,1250.280029296875
20496835,Alwar,476814,2023-12-01,New,17,1240.9100341796875
20517871,Imphal,796497,2023-07-06,Premium,4,418.1499938964844
20625627,Amritsar,598993,2024-08-10,Premium,11,718.0999755859375
20634789,Chinsurah,885507,2024-07-02,New,12,1223.4300537109375
20689141,Korba,687107,2024-05-25,Premium,19,995.5499877929688
20834589,Giridih,330314,2024-07-15,Inactive,8,740.0700073242188
20835909,Tinsukia,681334,2023-04-02,Premium,9,713.25
20940403,Dhule,711075,2023-05-08,Premium,11,1511.0999755859375
20951294,Anantapur,766714,2023-08-29,Premium,4,223.4499969482422
20956158,Kavali,767570,2024-03-10,Premium,7,312.69000244140625
21201299,Unnao,383439,2024-05-27,New,19,1488.6800537109375
21270783,Bhavnagar,551325,2023-05-01,New,3,1508.800048828125
21282544,Jaunpur,808063,2024-08-28,Regular,16,657.97998046875
21409946,Bhilwara,472226,2024-03-22,Inactive,2,1428.6800537109375
21425168,Aligarh,189621,2023-08-11,New,5,1861.72998046875
21432404,Kalyan-Dombivli,144309,2024-02-15,Inactive,17,1482.5899658203125
21456226,Adoni,626620,2023-07-21,New,18,980.1599731445312
21461764,Singrauli,431789,2023-04-18,Premium,15,1689.4599609375
21481338,Tirunelveli,90749,2023-11-17,New,17,480.6099853515625
21524495,Katni,396358,2024-01-05,Premium,9,236.9600067138672
21553672,Morbi,278827,2024-04-19,New,1,429.3599853515625
21573815,Allahabad,583410,2023-09-26,Premium,2,206.8699951171875
21577948,Ahmednagar,767957,2023-11-02,New,17,225.60000610351562
21597477,Bhopal,801132,2023-09-21,Inactive,18,246.4199981689453
21626705,Bongaigaon,420577,2023-11-27,Premium,16,655.4600219726562
21658322,Maheshtala,216235,2024-07-29,Regular,5,1416.06005859375
21677923,Kakinada,247798,2023-07-18,New,17,465.54998779296875
21697638,Sirsa,422943,2024-06-13,New,1,381.19000244140625
21701991,Allahabad,296322,2023-10-05,New,5,1114.5
21779155,Guntur,764470,2023-10-04,New,19,1190.949951171875
21784094,Bareilly,284389,2024-05-18,Regular,17,1530.18994140625
21786873,Lucknow,297685,2024-03-07,Regular,3,1600.6800537109375
21809858,Bihar Sharif,146074,2023-04-06,Inactive,9,1343.530029296875
21866852,Guwahati,428400,2023-11-14,Premium,18,1480.3800048828125
21948041,Bhavnagar,541006,2024-03-21,New,13,1381.949951171875
22020776,Bhiwandi,681898,2023-05-23,Regular,10,714.2100219726562
22036818,Hindupur,19178,2023-11-14,New,5,1732.02001953125
22047134,Warangal,40280,2024-10-26,Inactive,20,991.9400024414062
22054087,Miryalaguda,536699,2024-01-05,Inactive,18,1197.97998046875
22076522,Hindupur,271246,2024-05-13,Regular,5,1670.280029296875
22077605,Aligarh,149394,2024-06-18,Inactive,4,825.47998046875
22081691,Satara,999018,2023-11-16,New,13,361.3800048828125
22102079,Alwar,595920,2024-06-21,Premium,10,615.8599853515625
22112867,Bangalore,609126,2024-08-02,Regular,6,204.5800018310547
22133362,Anantapuram,633882,2024-08-31,Inactive,18,482.20001220703125
22161071,Jalna,571163,2023-06-30,New,7,1582.4300537109375
22210238,Muzaffarnagar,118790,2024-06-10,New,8,351.0799865722656
22227829,Bhiwani,499199,2024-09-18,New,17,1386.68994140625
22253483,Haridwar,115807,2023-09-27,Inactive,15,1561.1199951171875
22293666,Saharsa,447206,2023-04-09,New,2,1671.530029296875
22321208,Ballia,740752,2024-10-02,Regular,18,558.6599731445312
22358567,Faridabad,410334,2023-04-02,Inactive,8,638.8599853515625
22483684,Kirari Suleman Nagar,70737,2024-03-05,Regular,20,719.77001953125
22524981,South Dumdum,907188,2023-10-28,New,14,343.2300109863281
22571994,Bihar Sharif,83717,2024-07-08,Regular,2,912.9000244140625
22613559,Berhampur,776802,2023-12-21,Premium,10,736.3300170898438
22694456,Nashik,66654,2024-03-20,New,6,697.9000244140625
22738465,Narasaraopet,890953,2023-07-02,Inactive,16,1903.0899658203125
22800586,Bijapur,339864,2024-06-12,New,10,1332.02001953125
22822088,Amravati,748122,2023-08-05,New,11,293.8800048828125
22846435,Tezpur,358841,2023-07-15,Inactive,12,1844.2099609375
22851478,Varanasi,799601,2023-11-13,Regular,14,1722.18994140625
22915611,Karaikudi,515734,2023-08-06,Regular,10,1239.4200439453125
22931642,Ambala,346553,2024-10-03,New,18,649.1900024414062
22974816,Bhusawal,182024,2024-01-08,Premium,1,865.719970703125
23081177,Panchkula,828437,2024-06-14,New,14,969.6799926757812
23095784,Bathinda,360468,2023-05-30,Premium,3,1470.199951171875
23098216,Mahbubnagar,153137,2023-11-01,New,9,1193.050048828125
23126356,Bhopal,28548,2024-05-29,Inactive,7,1580.0400390625
23126657,Bahraich,52603,2023-04-23,Premium,1,1034.22998046875
23286884,Serampore,408435,2024-03-16,Premium,4,505.94000244140625
23348269,Ahmednagar,398963,2024-02-28,Inactive,9,1251.8199462890625
23380116,Jehanabad,616737,2024-05-07,New,11,606.280029296875
23434261,Ambala,224620,2023-07-10,Inactive,7,1651.1800537109375
23448955,Raebareli,185824,2024-10-12,Premium,13,1201.0
23567263,Chinsurah,96950,2024-08-11,New,14,231.3800048828125
23676689,Orai,822374,2023-10-03,Premium,2,654.9500122070312
23755474,Jodhpur,891412,2024-09-13,Premium,9,854.8099975585938
23794330,Machilipatnam,324950,2024-05-28,Regular,1,822.3699951171875
23844919,Bhagalpur,632415,2024-07-25,Regular,9,1890.7099609375
23961725,Bhiwandi,629210,2024-05-11,Regular,6,367.739990234375
23976957,Visakhapatnam,928742,2023-08-31,New,6,755.8400268554688
23982977,Salem,569461,2023-07-04,New,2,1863.550048828125
23984022,Nagaon,971471,2023-08-19,Regular,3,1519.510009765625
23996221,Ramagundam,243517,2023-10-10,Inactive,7,1783.280029296875
24000329,Gulbarga,375546,2023-11-01,Premium,17,1787.68994140625
24032469,Muzaffarnagar,722292,2023-11-07,New,14,814.5
24043135,Bijapur,339705,2024-10-01,Inactive,15,1681.3900146484375
24104630,Jaipur,670567,2024-01-14,Premium,13,448.5199890136719
24107959,Howrah,978633,2024-07-08,Regular,7,354.25
24137201,Haridwar,228579,2024-09-22,New,2,1399.0799560546875
24144240,Tezpur,49861,2023-09-06,Regular,15,1938.81005859375
24153726,Orai,411944,2024-06-19,Premium,16,546.1199951171875
24308515,Panchkula,546301,2023-10-26,Regular,20,1801.9599609375
24323106,Amaravati,840367,2024-02-12,Inactive,19,384.2099914550781
24337950,Haridwar,17750,2023-04-26,Inactive,20,1845.4200439453125
24357425,Farrukhabad,399792,2024-07-17,Inactive,6,798.1799926757812
24456825,Indore,382788,2023-12-21,Inactive,18,363.1199951171875
24478397,Bidar,612763,2024-03-28,New,14,829.3599853515625
24496983,Kamarhati,185526,2023-12-04,Regular,17,1262.43994140625
24517523,Tirunelveli,786498,2023-11-12,Premium,14,361.2900085449219
24581427,Ahmednagar,644558,2023-08-20,Premium,3,747.9000244140625
24621386,Rajahmundry,607110,2023-11-15,Premium,14,344.0799865722656
24633671,Karnal,99625,2024-09-21,New,12,1112.030029296875
24644542,Tirupati,77875,2024-03-17,New,4,1252.8900146484375
24745800,New Delhi,465288,2024-01-10,Premium,3,1657.1500244140625
24821281,Khora ,618702,2023-06-04,Regular,10,1004.0800170898438
24845814,Raipur,46092,2023-03-31,Regular,17,423.7900085449219
24896263,Amroha,948603,2024-06-21,Regular,13,532.9000244140625
24988999,Raiganj,72237,2024-05-12,Regular,6,1748.52001953125
25081012,Baranagar,218441,2023-12-24,New,1,963.4299926757812
25128143,Mahbubnagar,251772,2024-11-02,Premium,18,1149.93994140625
25221501,Orai,179348,2023-09-09,Regular,20,1935.8399658203125
25287111,Thane,443182,2024-02-25,Inactive,9,581.4299926757812
25294147,Amritsar,125429,2024-06-16,New,9,1458.8699951171875
25430839,Vellore,853871,2023-09-15,New,15,885.47998046875
25447967,Rajkot,32438,2023-09-04,Regular,18,876.5599975585938
25503067,Alwar,730983,2023-08-15,New,1,1257.760009765625
25520143,Berhampur,688637,2024-01-23,New,10,1133.0999755859375
25526479,Hazaribagh,154794,2023-03-16,Regular,2,391.7300109863281
25585013,Vasai-Virar,699030,2024-05-05,Inactive,18,840.1500244140625
25587553,Imphal,369946,2023-09-24,Regular,12,689.8200073242188
25595836,Orai,103518,2023-10-22,New,18,314.1700134277344
25641500,Sultan Pur Majra,580141,2024-10-20,Premium,18,241.19000244140625
25659794,Buxar,619160,2023-05-25,Inactive,11,1192.81005859375
25661033,Miryalaguda,761294,2023-05-23,New,3,1020.5
25665997,Muzaffarnagar,684302,2024-08-21,Regular,3,1188.1600341796875
25706121,Srinagar,466303,2024-03-03,Premium,12,1453.6800537109375
25713335,Chennai,855454,2024-02-10,New,16,1362.7099609375
25722990,Pallavaram,344843,2024-03-13,Regular,16,1409.5999755859375
25747787,Bikaner,591446,2023-05-31,Inactive,13,835.0599975585938
25770577,Jaipur,799444,2023-07-17,Regular,17,1095.1300048828125
25795941,Bhalswa Jahangir Pur,311683,2024-04-14,Regular,10,765.4000244140625
25829710,Faridabad,289481,2024-01-21,New,4,1894.3199462890625
25850478,Danapur,112691,2024-04-05,Inactive,2,679.3200073242188
25915909,Bhimavaram,638420,2024-01-18,New,18,1155.7099609375
25977417,Berhampore,363245,2024-04-13,Inactive,11,399.5899963378906
25981385,Kakinada,361736,2023-10-07,New,15,1484.06005859375
26040510,Kadapa,393692,2023-10-03,Premium,5,507.989990234375
26199489,Serampore,555849,2024-07-15,Inactive,11,479.6499938964844
26227445,Ghaziabad,632750,2024-09-07,Regular,1,1030.06005859375
26245432,Tirupati,459997,2024-01-11,Inactive,17,719.0900268554688
26250082,Arrah,557458,2024-10-24,New,1,796.489990234375
26278566,Satna,604955,2024-01-25,New,14,1739.8399658203125
26285589,Yamunanagar,962533,2024-10-29,New,15,535.1199951171875
26303194,Pali,544786,2023-04-29,Premium,18,1045.93994140625
26364643,Morena,6749,2024-08-22,Inactive,9,1086.6800537109375
26412689,Bahraich,693005,2024-06-13,Regular,1,1700.4599609375
26432512,Khora ,53631,2023-12-17,New,18,1092.52001953125
26521850,Kishanganj,263131,2023-06-10,New,10,215.8699951171875
26592009,Adoni,16283,2023-11-02,Premium,14,317.8299865722656
26716400,Morena,89227,2023-07-12,Premium,19,1179.280029296875
26752630,Delhi,313960,2024-09-25,Inactive,5,1340.6700439453125
26805477,Sambhal,593073,2024-05-28,New,18,1148.4000244140625
26844216,Pali,245058,2024-06-07,Premium,16,927.0700073242188
26863280,Rajkot,80555,2023-11-25,Inactive,8,301.3399963378906
26903313,Bhimavaram,460961,2023-04-25,Regular,1,284.0
26912171,Rampur,426824,2024-06-21,New,2,386.5400085449219
26935187,Chandrapur,741984,2023-11-03,Premium,9,919.1199951171875
26936578,Maheshtala,200144,2024-04-05,Regular,5,1610.0699462890625
27038630,Fatehpur,393286,2023-04-27,Regular,11,1307.280029296875
27049432,Nagaon,68240,2023-07-08,Premium,1,1866.1600341796875
27304727,Tiruvottiyur,372198,2024-03-26,Regular,8,1675.0400390625
27304827,Coimbatore,986968,2024-06-01,Premium,9,1736.280029296875
27336589,Ghaziabad,702025,2023-12-28,New,11,678.0499877929688
27353891,Parbhani,889940,2023-06-25,Premium,20,1110.6099853515625
27381533,Rampur,831630,2023-08-06,Premium,9,1414.8299560546875
27416314,Kanpur,803498,2024-03-02,Inactive,3,820.5999755859375
27504517,Bardhaman,833561,2023-06-30,New,18,1175.699951171875
27513158,Aizawl,769023,2024-03-05,New,7,1387.81005859375
27586115,Jamnagar,145067,2023-11-25,Inactive,1,1908.18994140625
27604184,Nandyal,279361,2023-10-06,New,9,1108.8599853515625
27620326,Tezpur,129682,2024-07-17,Regular,1,1126.02001953125
27692428,Chennai,691326,2024-05-29,Regular,11,1889.949951171875
27694927,Nagpur,711139,2024-06-11,Premium,8,267.32000732421875
27698051,Gandhinagar,229507,2023-07-30,Premium,19,978.8099975585938
27709218,Dindigul,36144,2024-04-26,Regular,18,1872.0899658203125
27727819,Nagercoil,165069,2023-10-28,Inactive,8,1175.47998046875
27746432,Bangalore,836547,2023-07-29,Inactive,10,1261.3499755859375
27824078,Jalna,664273,2024-09-15,Inactive,12,972.7100219726562
27878182,Thoothukudi,474639,2023-03-30,Inactive,1,1023.510009765625
27955158,Shivpuri,950386,2024-03-16,New,13,1659.72998046875
27971619,Mirzapur,466962,2023-10-11,New,3,1691.3199462890625
28111842,Tirunelveli,734693,2024-09-09,Premium,8,1892.449951171875
28173165,Srikakulam,743644,2023-08-09,Inactive,15,545.7100219726562
28205701,Panvel,289627,2024-10-25,Inactive,10,1286.02001953125
28221067,Agra,119724,2024-10-21,Regular,6,998.9500122070312
28277304,Haridwar,159776,2024-02-14,Inactive,14,1681.5799560546875
28280172,Amravati,711598,2023-06-19,Premium,14,968.9500122070312
28286754,Singrauli,463264,2024-03-18,Regular,16,1337.1800537109375
28289030,Dehri,383972,2024-10-11,Regular,11,1739.5400390625
28350645,Ratlam,360999,2024-01-12,Inactive,9,553.0
28394354,Kumbakonam,269616,2024-03-31,Regular,19,1546.1300048828125
28413467,Kolhapur,541139,2024-07-24,New,16,1451.81005859375
28428852,Mira-Bhayandar,367282,2023-04-11,Inactive,7,872.25
28458746,Bulandshahr,97442,2023-09-14,New,12,1998.489990234375
28499191,Thoothukudi,190084,2023-07-24,Premium,11,1018.2000122070312
28603182,South Dumdum,663469,2024-08-02,New,11,490.1300048828125
28663279,Jamnagar,321770,2023-03-30,Premium,6,1539.1500244140625
28876580,North Dumdum,638995,2023-12-18,Inactive,15,476.3399963378906
28991365,Jamnagar,449419,2024-03-20,New,20,459.1000061035156
28995786,Bardhaman,985614,2024-10-02,Inactive,20,1706.1099853515625
29038113,Kalyan-Dombivli,119441,2024-06-10,New,18,875.3200073242188
29095552,Amritsar,893254,2023-04-19,Inactive,17,1617.6300048828125
29097987,Hosur,56400,2024-04-23,Inactive,12,224.41000366210938
29265216,Bidar,638496,2024-04-22,New,3,609.489990234375
29272253,Kolhapur,373917,2024-09-19,New,18,1282.699951171875
29324437,Nanded,869550,2024-08-19,Premium,11,1915.27001953125
29361038,Aurangabad,160138,2023-08-14,New,19,282.0
29415527,Pudukkottai,675974,2024-04-22,Regular,11,498.2099914550781
29431960,Etawah,741828,2024-02-09,Premium,5,1602.3499755859375
29451600,Amritsar,191584,2023-04-15,New,5,1882.68994140625
29502852,Dibrugarh,870715,2024-08-28,New,18,1995.3699951171875
29525287,Bhimavaram,891343,2023-11-16,Premium,15,1976.97998046875
29562072,Hindupur,976259,2023-08-10,New,10,1449.0
29562254,Jaunpur,853545,2023-07-19,Inactive,19,1290.1400146484375
29584848,Dehri,469757,2024-10-03,Premium,11,1212.0400390625
29600229,Gulbarga,402619,2024-01-14,Inactive,18,1491.6500244140625
29653387,Malda,599799,2024-04-26,New,12,519.72998046875
29664214,Chennai,979766,2024-01-08,Regular,13,553.6500244140625
29689766,Tenali,243885,2023-03-20,New,14,967.010009765625
29858395,Hospet,511481,2024-09-03,Inactive,16,442.1600036621094
29902416,Tenali,401415,2023-07-17,Inactive,18,1010.1099853515625
29941225,Chapra,556077,2024-06-25,Premium,3,689.1099853515625
29973346,Sambhal,521032,2024-02-02,Premium,1,1786.8499755859375
30029998,Hazaribagh,654240,2024-09-01,New,9,863.2999877929688
30042971,Rewa,416519,2024-10-12,Regular,8,863.9000244140625
30065862,Allahabad,911359,2024-09-02,Regular,13,749.9500122070312
30116949,Nadiad,981634,2023-08-23,Inactive,5,1535.469970703125
30188374,Haldia,400684,2024-03-28,New,15,915.530029296875
30192942,Jodhpur,907183,2024-02-04,Premium,8,1400.719970703125
30265929,Nizamabad,844891,2024-08-04,Premium,15,1388.3299560546875
30285217,Parbhani,275327,2023-09-23,Premium,11,334.010009765625
30317733,Durgapur,98666,2024-06-28,Inactive,12,569.1599731445312
30367559,Aligarh,885164,2024-09-29,Regular,6,1419.5999755859375
30373140,Kishanganj,125766,2024-07-28,Regular,2,596.7100219726562
30447453,Thanjavur,425881,2023-06-01,Premium,14,389.3900146484375
30455484,Katni,819570,2023-05-08,New,2,1001.6400146484375
30468930,Gandhinagar,478625,2024-05-24,Regular,6,1449.81005859375
30535703,Morbi,267760,2024-06-06,Regular,3,301.9599914550781
30619659,Kochi,400041,2024-09-18,Inactive,14,1992.4200439453125
30643619,Shimla,499186,2024-03-31,Inactive,5,1084.469970703125
30733165,Ujjain,119364,2024-05-10,Inactive,10,1609.1099853515625
30755306,Bhilwara,523338,2024-06-14,Inactive,9,555.6699829101562
30767655,Karnal,942916,2024-06-05,Regular,15,698.8699951171875
30788486,Bhimavaram,643683,2024-03-01,New,11,328.57000732421875
30823988,Deoghar,787767,2024-03-25,Premium,9,1525.8499755859375
30891209,Gudivada,347450,2024-07-22,New,1,1815.3499755859375
30900441,Khora ,130415,2024-07-25,New,18,1509.239990234375
30979436,Ozhukarai,57642,2024-07-26,Regular,17,422.510009765625
31000129,Raichur,396599,2024-03-29,Premium,18,1120.6400146484375
31026200,Kavali,690956,2024-03-18,New,13,285.0199890136719
31076002,Tinsukia,177431,2023-05-19,New,5,1389.1400146484375
31084686,Aurangabad,587018,2024-06-20,Regular,4,893.5499877929688
31156674,Jamnagar,457035,2024-04-07,Inactive,3,1552.4200439453125
31233120,Lucknow,9792,2024-05-03,Regular,2,555.760009765625
31324823,Fatehpur,277910,2023-09-16,New,14,414.1499938964844
31328762,Durg,198685,2024-03-08,Premium,5,941.9000244140625
31371112,Darbhanga,351799,2023-11-17,Regular,5,231.41000366210938
31384626,Nangloi Jat,65311,2024-06-13,Regular,13,600.9500122070312
31389750,Karaikudi,251735,2023-08-18,New,18,1600.6600341796875
31410886,Sasaram,122681,2024-05-20,Inactive,9,757.75
31456752,Thanjavur,988334,2024-06-21,Premium,16,1337.4300537109375
31527100,Ratlam,816490,2023-11-21,Inactive,12,1830.1300048828125
31537100,Kozhikode,147671,2024-02-16,Regular,13,917.3200073242188
31569754,Bilaspur,556983,2024-02-02,Regular,6,845.4099731445312
31576845,Madurai,6864,2023-07-07,New,12,1389.9599609375
31582950,Jhansi,945972,2023-12-20,New,13,586.75
31619915,Gandhinagar,297641,2024-06-09,New,13,722.4500122070312
31622158,Kolhapur,478462,2023-05-06,New,20,504.1499938964844
31681710,Panchkula,728463,2024-01-06,Regular,15,223.11000061035156
31708103,Gudivada,479673,2023-09-25,New,1,769.1900024414062
31718565,Durgapur,16828,2024-05-29,Regular,6,245.16000366210938
31776996,Madanapalle,643542,2024-04-13,New,12,872.260009765625
31831843,Machilipatnam,762247,2023-03-28,Inactive,10,1284.27001953125
31846190,Kolkata,264654,2024-09-08,New,4,1176.1800537109375
31914222,Bhilwara,757778,2024-09-29,Inactive,4,380.489990234375
31923338,Yamunanagar,838368,2024-03-13,New,8,1166.8299560546875
