campaign_id,campaign_name,date,channel,impressions,clicks,conversions,spend,revenue_generated
222313,Category Promotion,2024-02-27,Social Media,6397.0,143.0,44.0,3524.60009765625,5808.56005859375
222388,Flash Sale,2024-02-21,SMS,6192.0,621.0,79.0,1353.8499755859375,7900.47998046875
222513,Category Promotion,2023-11-27,Email,7674.0,650.0,75.0,4476.919921875,6935.02978515625
222562,Referral Program,2024-09-27,SMS,7188.0,240.0,77.0,2851.199951171875,3571.860107421875
222815,Flash Sale,2024-08-04,Social Media,4353.0,444.0,26.0,1196.969970703125,8951.5302734375
222822,Email Campaign,2023-08-15,Social Media,3401.0,705.0,76.0,3055.590087890625,2323.1298828125
222915,Weekend Special,2024-01-16,SMS,6411.0,720.0,25.0,3504.419921875,5283.14990234375
222959,Category Promotion,2023-08-24,Email,2722.0,148.0,11.0,1428.3499755859375,6360.14013671875
223037,App Push Notification,2023-12-08,App,3394.0,500.0,84.0,3362.97998046875,6314.6298828125
223366,App Push Notification,2023-04-30,Social Media,7641.0,512.0,10.0,4515.18994140625,9561.400390625
223600,Weekend Special,2023-08-01,Email,1528.0,621.0,66.0,1814.77001953125,8426.1298828125
223682,Email Campaign,2023-05-19,Email,3897.0,838.0,23.0,3237.0,6154.3701171875
224487,Membership Drive,2023-04-15,App,5837.0,386.0,77.0,2230.469970703125,5876.68017578125
224500,Flash Sale,2024-04-11,App,1986.0,985.0,85.0,3456.429931640625,8559.6904296875
224613,App Push Notification,2024-01-13,Email,4425.0,916.0,77.0,4954.6201171875,3670.3798828125
224993,Email Campaign,2023-05-27,Social Media,3125.0,575.0,64.0,4557.6298828125,3868.43994140625
225007,App Push Notification,2023-06-09,Social Media,6875.0,914.0,19.0,1892.6800537109375,2233.639892578125
225199,Flash Sale,2023-06-09,App,3778.0,512.0,83.0,1351.7900390625,7406.27978515625
225311,Membership Drive,2023-05-20,App,7308.0,105.0,57.0,1931.969970703125,5372.4599609375
225577,Category Promotion,2024-02-29,App,3826.0,296.0,57.0,4628.330078125,4963.16015625
225908,Weekend Special,2023-03-28,SMS,1404.0,578.0,22.0,3003.199951171875,5171.68017578125
225975,Flash Sale,2024-09-18,Social Media,6711.0,836.0,55.0,3546.510009765625,5891.4501953125
226055,Referral Program,2024-09-07,SMS,4411.0,738.0,46.0,3518.030029296875,7883.2900390625
226117,Email Campaign,2024-01-15,Email,3658.0,340.0,58.0,1583.4300537109375,2837.989990234375
226154,Flash Sale,2024-06-18,SMS,7178.0,474.0,58.0,1539.4000244140625,4674.56005859375
226166,Membership Drive,2023-11-20,Social Media,9640.0,705.0,51.0,1866.239990234375,8011.009765625
226277,Flash Sale,2024-02-16,App,5372.0,532.0,24.0,1158.0999755859375,6201.60009765625
226542,Weekend Special,2023-05-20,App,8000.0,999.0,24.0,3815.10009765625,8880.2900390625
226900,Email Campaign,2024-02-10,App,3742.0,890.0,74.0,2043.25,4816.39990234375
227016,Festival Offer,2024-07-06,Social Media,4233.0,297.0,86.0,3920.5,5730.419921875
227522,Weekend Special,2023-04-21,Email,6947.0,475.0,99.0,2458.85009765625,2555.469970703125
227674,Referral Program,2024-07-09,Email,6464.0,990.0,56.0,2653.219970703125,8806.8798828125
227727,Festival Offer,2024-09-21,SMS,3124.0,712.0,83.0,4212.47021484375,6433.10009765625
227812,Membership Drive,2023-12-10,SMS,7152.0,826.0,29.0,1592.550048828125,7332.6201171875
227876,Category Promotion,2024-10-08,Social Media,9786.0,216.0,86.0,2972.280029296875,2731.110107421875
228000,Category Promotion,2023-04-10,Email,3411.0,895.0,89.0,3497.260009765625,2786.06005859375
228214,Flash Sale,2023-10-16,SMS,3277.0,537.0,72.0,2334.010009765625,6296.93994140625
228345,Category Promotion,2023-06-16,Social Media,1710.0,710.0,54.0,2806.909912109375,3039.43994140625
228459,New User Discount,2024-05-12,Email,5016.0,102.0,56.0,3885.6298828125,7064.75
228666,Category Promotion,2023-11-13,Email,3150.0,991.0,94.0,2324.260009765625,8422.259765625
228887,Weekend Special,2023-05-09,SMS,8237.0,689.0,17.0,2201.68994140625,7904.5
228966,Category Promotion,2024-11-02,SMS,8998.0,632.0,55.0,4905.7001953125,8801.6103515625
229401,Email Campaign,2023-11-02,SMS,3632.0,709.0,51.0,2978.360107421875,4481.77001953125
229514,Category Promotion,2023-09-02,App,1448.0,598.0,24.0,3628.8701171875,8317.0498046875
229811,App Push Notification,2023-05-30,App,2005.0,884.0,82.0,2318.159912109375,5237.14013671875
230032,Email Campaign,2023-07-01,App,6620.0,818.0,30.0,2651.219970703125,6073.18994140625
230235,Email Campaign,2023-05-07,SMS,9057.0,754.0,85.0,3967.159912109375,9205.7998046875
230770,Email Campaign,2024-09-17,Social Media,9836.0,928.0,16.0,4083.68994140625,9825.669921875
231048,Category Promotion,2023-12-21,Social Media,5295.0,563.0,13.0,4285.35009765625,9792.349609375
231244,Category Promotion,2023-11-23,Email,7180.0,947.0,64.0,3229.85009765625,3264.18994140625
231491,Flash Sale,2024-04-14,Email,8672.0,407.0,30.0,2822.219970703125,6823.41015625
231866,Referral Program,2024-05-13,SMS,9202.0,653.0,13.0,2189.760009765625,8146.72998046875
231907,Membership Drive,2024-03-11,SMS,3545.0,841.0,23.0,2402.719970703125,3252.909912109375
231967,Flash Sale,2023-09-15,Social Media,4334.0,565.0,63.0,4565.7001953125,4129.9599609375
232119,Email Campaign,2024-03-30,Email,1699.0,666.0,25.0,3099.949951171875,6431.7998046875
232474,Category Promotion,2023-07-26,SMS,2933.0,900.0,52.0,1462.5999755859375,8092.31005859375
232494,Flash Sale,2024-11-03,Social Media,9487.0,109.0,54.0,1364.18994140625,5855.8701171875
232867,Festival Offer,2024-04-11,Email,6912.0,542.0,44.0,3856.93994140625,7520.14990234375
232926,App Push Notification,2024-08-17,SMS,8650.0,911.0,26.0,1391.030029296875,8788.919921875
233151,App Push Notification,2024-06-19,App,6735.0,722.0,99.0,3116.169921875,7836.33984375
233201,Email Campaign,2023-04-09,SMS,1889.0,195.0,75.0,1141.530029296875,9069.009765625
233466,Weekend Special,2024-08-26,App,4273.0,385.0,60.0,3909.239990234375,8375.419921875
233488,Weekend Special,2024-03-28,App,6198.0,152.0,26.0,1013.030029296875,3583.590087890625
233637,Weekend Special,2024-04-09,App,3401.0,165.0,95.0,3893.389892578125,4224.7099609375
233812,Flash Sale,2024-01-08,Social Media,3047.0,615.0,31.0,1271.5899658203125,3204.3798828125
233932,Weekend Special,2023-12-20,Social Media,4361.0,697.0,45.0,1764.8800048828125,9511.0302734375
234036,Category Promotion,2024-10-16,SMS,2176.0,167.0,57.0,4239.18994140625,8603.759765625
234128,Email Campaign,2023-04-11,SMS,6688.0,315.0,16.0,3255.989990234375,7359.2099609375
234195,Email Campaign,2024-01-24,App,4528.0,992.0,94.0,2890.43994140625,6643.35009765625
234282,Email Campaign,2024-03-23,Email,1512.0,686.0,51.0,2458.919921875,9792.0498046875
234550,New User Discount,2024-06-04,SMS,2592.0,184.0,73.0,2469.580078125,2234.179931640625
234616,Weekend Special,2024-07-19,Email,3551.0,739.0,59.0,4340.5400390625,5844.89013671875
234930,Weekend Special,2024-07-24,Social Media,3135.0,830.0,25.0,3881.659912109375,2497.18994140625
235061,Membership Drive,2023-05-30,Social Media,3547.0,191.0,25.0,3814.60009765625,5656.97021484375
235115,Flash Sale,2024-06-07,Email,6167.0,804.0,100.0,3259.389892578125,8399.9296875
235131,Membership Drive,2023-05-11,App,3814.0,608.0,44.0,2747.550048828125,9350.9599609375
235150,Email Campaign,2024-09-03,Social Media,8272.0,889.0,17.0,3752.300048828125,5944.56005859375
235536,Flash Sale,2023-07-28,Email,6030.0,491.0,12.0,4583.31005859375,2529.409912109375
235562,Flash Sale,2024-08-28,Email,9389.0,631.0,93.0,3591.5,8002.7099609375
236107,Festival Offer,2023-10-20,Social Media,7578.0,100.0,94.0,3576.60009765625,3074.889892578125
236134,Referral Program,2024-03-14,App,4718.0,177.0,79.0,2369.800048828125,3029.9599609375
236335,Weekend Special,2023-11-11,App,8124.0,832.0,50.0,3831.659912109375,8634.8701171875
236674,New User Discount,2023-12-07,App,6798.0,327.0,77.0,1310.739990234375,6209.81005859375
237122,New User Discount,2023-03-24,Email,8879.0,713.0,65.0,3229.429931640625,8042.72021484375
237215,Membership Drive,2023-12-03,Social Media,1467.0,787.0,100.0,4425.97998046875,6769.830078125
237279,Weekend Special,2024-07-30,Email,4151.0,128.0,54.0,4898.39990234375,5129.080078125
237321,Email Campaign,2024-10-01,SMS,8296.0,989.0,72.0,2633.199951171875,4670.64013671875
237396,Referral Program,2024-02-19,App,5014.0,249.0,41.0,3242.590087890625,9934.240234375
237402,App Push Notification,2023-10-14,Email,2358.0,126.0,30.0,1323.3399658203125,5137.60986328125
237578,App Push Notification,2023-12-03,Social Media,8422.0,264.0,70.0,4057.679931640625,9283.6103515625
237841,Weekend Special,2023-07-06,Social Media,3034.0,156.0,44.0,2072.18994140625,2237.179931640625
237870,Email Campaign,2023-09-03,Email,3423.0,507.0,29.0,2395.56005859375,3193.570068359375
238006,Festival Offer,2023-06-21,Social Media,1806.0,251.0,18.0,2385.8701171875,8248.099609375
238012,Weekend Special,2024-01-08,Social Media,5475.0,903.0,15.0,3458.330078125,8524.98046875
238524,Festival Offer,2023-08-19,Social Media,4639.0,438.0,23.0,3256.5,8640.1796875
238629,Membership Drive,2023-09-04,Social Media,6571.0,985.0,76.0,2533.9599609375,2538.47998046875
238827,Email Campaign,2024-08-03,SMS,3578.0,957.0,26.0,4530.0400390625,6562.58984375
238928,Festival Offer,2024-01-18,App,6696.0,477.0,86.0,2991.02001953125,8294.330078125
239332,Flash Sale,2024-09-16,Email,3104.0,439.0,82.0,3771.93994140625,4110.52978515625
239444,Membership Drive,2024-02-06,Social Media,4359.0,724.0,55.0,3081.7900390625,7400.22998046875
239640,Flash Sale,2023-11-22,SMS,3804.0,403.0,40.0,1728.1600341796875,5501.6298828125
239835,Membership Drive,2023-12-09,SMS,8727.0,741.0,50.0,2299.35009765625,9039.7900390625
239873,Festival Offer,2023-07-28,SMS,3612.0,451.0,13.0,4496.22021484375,3227.31005859375
240191,Flash Sale,2023-10-11,Social Media,5542.0,347.0,98.0,4398.66015625,5280.10009765625
240482,Festival Offer,2024-03-30,Email,7488.0,773.0,20.0,3308.739990234375,2197.590087890625
240519,Flash Sale,2023-05-14,Email,3894.0,694.0,97.0,1870.3900146484375,9762.509765625
240599,Email Campaign,2024-05-03,App,6881.0,523.0,88.0,4412.2998046875,9164.400390625
240685,Weekend Special,2023-10-11,App,7854.0,218.0,36.0,4807.7900390625,3828.7099609375
240982,Weekend Special,2023-09-29,SMS,8329.0,212.0,49.0,4137.669921875,4891.14013671875
241083,Referral Program,2023-07-19,App,9760.0,950.0,29.0,1440.6400146484375,5308.830078125
241483,Flash Sale,2023-03-30,SMS,8892.0,686.0,46.0,4883.9599609375,8800.23046875
241523,Flash Sale,2024-11-05,SMS,1115.0,579.0,86.0,3622.7900390625,2955.0
242175,Category Promotion,2023-12-22,Email,9066.0,388.0,31.0,1543.8900146484375,5396.60986328125
242571,New User Discount,2024-07-16,SMS,7831.0,1000.0,38.0,1512.1600341796875,8012.06982421875
242619,Referral Program,2024-10-24,Social Media,3112.0,391.0,48.0,4882.830078125,3755.919921875
242632,Membership Drive,2023-10-11,Email,1539.0,598.0,54.0,1102.969970703125,4259.0400390625
242687,App Push Notification,2023-12-26,SMS,1942.0,501.0,93.0,2606.090087890625,4028.840087890625
242821,Category Promotion,2023-11-08,Social Media,7340.0,112.0,79.0,4664.60009765625,3041.469970703125
242958,Referral Program,2024-01-17,Email,8371.0,759.0,73.0,2316.800048828125,3182.60009765625
243346,New User Discount,2024-11-04,SMS,6289.0,834.0,14.0,3746.35009765625,4474.02001953125
243538,Flash Sale,2024-03-21,SMS,7904.0,223.0,83.0,4769.06005859375,3244.60009765625
243745,Referral Program,2023-12-04,SMS,7584.0,975.0,85.0,4245.97021484375,7191.47021484375
244348,Email Campaign,2024-03-22,SMS,1362.0,937.0,46.0,4380.990234375,9341.48046875
244611,New User Discount,2024-07-01,Social Media,6321.0,187.0,84.0,4371.64990234375,8343.099609375
244717,Referral Program,2023-09-27,SMS,7487.0,815.0,37.0,4451.31005859375,8111.02978515625
244847,Email Campaign,2024-06-20,Social Media,7058.0,534.0,72.0,1964.280029296875,5347.66015625
244963,Festival Offer,2023-07-05,App,3214.0,786.0,19.0,2680.090087890625,2558.919921875
245137,Festival Offer,2024-02-12,SMS,2072.0,154.0,78.0,2206.570068359375,4369.7998046875
245337,Email Campaign,2023-06-13,Email,3453.0,870.0,83.0,3538.739990234375,3243.239990234375
245599,Email Campaign,2023-07-02,App,4325.0,936.0,78.0,3017.7900390625,5122.5
245952,Category Promotion,2023-08-14,Social Media,4104.0,796.0,46.0,1690.1600341796875,5000.68994140625
246119,Membership Drive,2024-05-16,Social Media,7154.0,738.0,32.0,3189.75,9783.080078125
246767,Flash Sale,2023-07-23,App,9603.0,297.0,73.0,4632.77978515625,4430.22998046875
246787,Email Campaign,2023-08-16,Email,9711.0,775.0,66.0,2326.469970703125,7646.81005859375
246813,Referral Program,2023-11-10,Email,9829.0,467.0,86.0,1326.9300537109375,4497.16015625
246987,Festival Offer,2024-07-21,SMS,1768.0,256.0,64.0,2270.070068359375,3531.300048828125
247209,Flash Sale,2024-10-09,App,3815.0,351.0,46.0,2246.8798828125,5378.33984375
247519,Weekend Special,2024-03-08,Email,9068.0,402.0,60.0,3073.3798828125,5849.1201171875
247544,Membership Drive,2023-11-29,Email,1721.0,229.0,64.0,4921.169921875,5504.669921875
247777,Referral Program,2023-06-07,Email,2509.0,552.0,47.0,1595.510009765625,9398.25
247980,App Push Notification,2023-09-08,Email,2680.0,724.0,62.0,4261.68994140625,3792.909912109375
248007,New User Discount,2024-01-14,App,4452.0,727.0,74.0,2163.570068359375,5532.5498046875
248283,App Push Notification,2023-10-16,Email,5106.0,288.0,46.0,4362.0,3733.610107421875
248921,Referral Program,2024-02-02,Email,3048.0,156.0,90.0,4358.08984375,5344.89013671875
249110,Category Promotion,2023-10-14,Social Media,3204.0,629.0,87.0,4480.60009765625,4243.75
249230,Weekend Special,2023-10-25,App,4609.0,171.0,28.0,2216.429931640625,7013.43994140625
249341,Email Campaign,2023-05-10,SMS,6523.0,817.0,45.0,4325.81982421875,4887.3798828125
249412,Membership Drive,2023-09-14,App,5524.0,502.0,36.0,4489.85009765625,3597.330078125
249499,Referral Program,2023-11-14,Email,3935.0,494.0,27.0,3858.0,8669.259765625
249657,Referral Program,2024-11-01,Email,6898.0,977.0,15.0,4874.259765625,3343.93994140625
249931,New User Discount,2023-08-03,App,6830.0,572.0,11.0,4011.570068359375,5470.490234375
250024,Flash Sale,2023-08-02,App,6714.0,229.0,57.0,1685.8599853515625,8313.2802734375
250155,Weekend Special,2024-05-07,App,7207.0,685.0,61.0,3068.679931640625,5364.97998046875
250189,App Push Notification,2023-11-27,Social Media,7696.0,297.0,85.0,4884.58984375,7797.6298828125
250230,Referral Program,2023-07-11,SMS,2067.0,976.0,42.0,3649.510009765625,5570.33984375
250530,Flash Sale,2024-01-03,Email,2212.0,267.0,96.0,3401.139892578125,5041.080078125
250629,Weekend Special,2024-01-18,SMS,4571.0,829.0,94.0,1837.22998046875,3839.929931640625
251216,New User Discount,2024-06-30,Email,2114.0,546.0,46.0,1765.5400390625,7031.509765625
251399,Flash Sale,2024-07-26,Email,9276.0,726.0,51.0,4401.47021484375,9390.4599609375
251405,Referral Program,2023-05-01,Email,4923.0,577.0,49.0,2400.10009765625,3474.780029296875
251406,Flash Sale,2023-06-01,Email,1800.0,493.0,61.0,4331.02001953125,9421.91015625
251593,Flash Sale,2023-11-19,Email,3899.0,852.0,88.0,1170.3499755859375,3268.8701171875
251911,Weekend Special,2024-03-02,App,6717.0,954.0,76.0,1225.4599609375,8219.73046875
252265,Membership Drive,2023-11-11,SMS,3378.0,607.0,84.0,4678.2099609375,3114.6298828125
252304,New User Discount,2024-08-17,SMS,7746.0,731.0,89.0,4497.43017578125,8535.2998046875
252419,Flash Sale,2024-08-19,Social Media,9745.0,879.0,39.0,1245.97998046875,3051.6298828125
252525,New User Discount,2023-06-21,Social Media,1846.0,868.0,80.0,4311.02001953125,2609.659912109375
252668,Email Campaign,2024-09-14,App,1955.0,589.0,72.0,4987.68017578125,2722.52001953125
253036,App Push Notification,2024-07-10,App,1209.0,216.0,25.0,2752.449951171875,8394.9599609375
253182,Festival Offer,2023-03-20,App,1839.0,771.0,47.0,1400.72998046875,6713.5
253478,Referral Program,2024-02-11,Email,1317.0,494.0,77.0,2371.75,8168.56005859375
253770,New User Discount,2024-02-20,App,4975.0,161.0,36.0,4814.6201171875,4219.2001953125
254296,Category Promotion,2023-04-07,Social Media,7164.0,906.0,77.0,2895.949951171875,3459.659912109375
254306,Membership Drive,2023-12-12,Social Media,5545.0,815.0,24.0,1539.31005859375,2233.02001953125
254623,Email Campaign,2023-11-25,App,6404.0,201.0,83.0,1125.0899658203125,4925.60986328125
254918,Flash Sale,2023-05-31,App,2275.0,814.0,30.0,3896.300048828125,7958.64013671875
254950,App Push Notification,2024-06-15,SMS,3649.0,709.0,99.0,4749.3701171875,7122.18994140625
255343,Weekend Special,2024-02-03,Social Media,3376.0,1000.0,76.0,2802.0400390625,9258.099609375
255345,Flash Sale,2023-06-19,Social Media,5686.0,141.0,40.0,4477.43994140625,5860.490234375
255650,Category Promotion,2023-03-23,Email,7752.0,720.0,88.0,2303.659912109375,9979.1201171875
256474,Referral Program,2023-09-03,Social Media,4339.0,483.0,16.0,3644.889892578125,5838.22021484375
256875,Weekend Special,2024-02-02,App,4080.0,302.0,93.0,1810.3199462890625,9236.3095703125
257069,Flash Sale,2024-09-05,Email,3317.0,504.0,69.0,2821.139892578125,5593.47998046875
257323,Weekend Special,2023-03-30,Email,8929.0,294.0,98.0,1369.449951171875,5560.77978515625
257666,New User Discount,2024-02-03,Email,2011.0,256.0,57.0,4869.06005859375,6622.6298828125
257698,Flash Sale,2023-11-16,Social Media,4764.0,722.0,28.0,3808.260009765625,6756.06005859375
258273,Festival Offer,2024-08-25,Email,6169.0,549.0,37.0,3100.5400390625,2341.719970703125
258348,Membership Drive,2024-07-24,SMS,3169.0,172.0,33.0,3977.27001953125,9975.8095703125
258760,Flash Sale,2024-10-30,App,4130.0,779.0,89.0,1741.8499755859375,5487.39013671875
259079,Flash Sale,2023-03-19,App,6838.0,552.0,54.0,4228.31005859375,5697.990234375
259144,Festival Offer,2024-03-24,App,5555.0,187.0,96.0,3832.18994140625,6495.919921875
259306,Flash Sale,2023-09-27,App,8291.0,516.0,88.0,4535.009765625,8213.2802734375
259392,Email Campaign,2023-10-13,App,4748.0,889.0,65.0,4795.47998046875,4939.740234375
259544,New User Discount,2023-07-02,App,7919.0,622.0,16.0,3055.89990234375,6126.3798828125
259682,Festival Offer,2024-09-18,Email,7353.0,660.0,26.0,1974.97998046875,9558.4501953125
259725,Festival Offer,2024-03-08,Social Media,4488.0,931.0,71.0,2935.18994140625,9276.91015625
259905,Referral Program,2023-12-11,App,1887.0,234.0,39.0,3984.050048828125,3486.110107421875
260074,New User Discount,2024-08-09,App,8282.0,621.0,84.0,3813.18994140625,3202.1298828125
260088,Flash Sale,2023-03-31,App,5124.0,627.0,77.0,4041.52001953125,2385.3701171875
260104,New User Discount,2024-02-10,Social Media,1217.0,558.0,44.0,4641.27001953125,5679.490234375
260171,Weekend Special,2023-06-17,Social Media,5257.0,854.0,78.0,4266.5,8443.75
260331,App Push Notification,2024-08-01,SMS,7251.0,903.0,94.0,4266.240234375,3160.0400390625
260420,Membership Drive,2023-10-09,Social Media,9062.0,107.0,78.0,3525.3701171875,2916.1201171875
260737,App Push Notification,2023-04-03,Social Media,3693.0,151.0,77.0,3418.02001953125,7337.66015625
261055,Membership Drive,2023-11-25,Email,2234.0,573.0,93.0,2489.030029296875,4881.52001953125
261172,Referral Program,2024-08-29,Email,8368.0,730.0,70.0,2215.080078125,6530.3798828125
261225,Flash Sale,2024-06-23,App,9883.0,691.0,100.0,2077.510009765625,6378.8701171875
261232,Email Campaign,2024-04-23,SMS,4905.0,873.0,31.0,1779.1800537109375,9278.2802734375
261332,Weekend Special,2023-03-27,SMS,7627.0,409.0,95.0,2902.60009765625,4870.490234375
261350,Weekend Special,2023-10-09,Social Media,5289.0,667.0,75.0,1774.31005859375,3119.8701171875
261354,Weekend Special,2024-08-25,Social Media,4303.0,543.0,42.0,3544.239990234375,6050.64013671875
261678,Referral Program,2023-06-16,SMS,7390.0,911.0,29.0,2960.97998046875,9497.75
262063,Membership Drive,2024-03-29,SMS,7850.0,664.0,65.0,1152.0400390625,2894.010009765625
262168,Festival Offer,2023-11-15,Email,8581.0,130.0,67.0,3144.639892578125,5003.52978515625
262210,Membership Drive,2023-07-11,Social Media,4746.0,576.0,53.0,3508.1298828125,7355.8798828125
262320,New User Discount,2023-04-05,Social Media,4187.0,927.0,82.0,4754.68994140625,4866.83984375
262559,Category Promotion,2023-07-01,App,5943.0,700.0,46.0,1548.4100341796875,9849.990234375
262602,Membership Drive,2023-12-22,SMS,6703.0,924.0,33.0,3383.8798828125,5083.81982421875
262739,New User Discount,2023-11-13,SMS,4799.0,924.0,19.0,3893.510009765625,4651.10986328125
262898,Flash Sale,2023-04-17,Social Media,2594.0,996.0,57.0,4756.740234375,2792.489990234375
263078,Weekend Special,2024-07-26,App,8803.0,940.0,60.0,4284.83984375,4882.68017578125
263411,Membership Drive,2023-07-24,Social Media,9488.0,323.0,61.0,4396.56005859375,2270.330078125
263743,Referral Program,2024-06-25,App,1915.0,755.0,93.0,3763.840087890625,4407.39990234375
263758,Weekend Special,2024-02-13,Email,8049.0,812.0,30.0,3087.550048828125,3041.5
264110,Email Campaign,2023-06-28,SMS,4118.0,881.0,58.0,2377.31005859375,7231.52978515625
264129,Category Promotion,2023-11-20,SMS,8923.0,636.0,69.0,3932.800048828125,4853.18017578125
264139,Flash Sale,2023-06-18,SMS,3618.0,521.0,95.0,4515.009765625,4588.080078125
264150,Flash Sale,2024-09-19,App,9980.0,704.0,10.0,3854.330078125,2221.550048828125
264152,Festival Offer,2023-08-06,App,7776.0,507.0,68.0,4873.0,8722.9501953125
265613,Referral Program,2024-09-03,Social Media,6446.0,821.0,67.0,2623.219970703125,7004.419921875
266273,Email Campaign,2024-05-02,SMS,4306.0,883.0,36.0,3256.590087890625,2954.320068359375
267079,Membership Drive,2024-01-14,Email,1147.0,800.0,99.0,4727.2001953125,9748.5703125
267232,Referral Program,2023-07-03,SMS,4788.0,997.0,67.0,2636.8701171875,8408.7001953125
267540,App Push Notification,2024-03-14,Email,1295.0,859.0,76.0,1451.8499755859375,4795.72998046875
267743,Flash Sale,2023-05-07,Email,5779.0,243.0,72.0,2532.580078125,4762.02001953125
267822,Membership Drive,2024-10-10,Social Media,2427.0,594.0,67.0,4812.47021484375,9136.150390625
267952,New User Discount,2024-07-28,App,9629.0,944.0,55.0,4231.35009765625,2816.72998046875
268057,New User Discount,2024-02-01,Social Media,1793.0,480.0,34.0,3831.3798828125,6711.919921875
268193,Festival Offer,2024-06-25,SMS,5799.0,673.0,24.0,1759.199951171875,7800.6201171875
268310,Referral Program,2024-04-02,SMS,7418.0,880.0,62.0,4582.89013671875,6820.64990234375
268405,Festival Offer,2024-08-06,SMS,9632.0,877.0,84.0,1135.3299560546875,3363.72998046875
268419,Email Campaign,2023-06-06,Email,8304.0,919.0,60.0,4526.2998046875,5476.0
268553,Email Campaign,2023-09-18,Social Media,4767.0,365.0,97.0,4084.0,8398.66015625
268619,Flash Sale,2024-09-14,Email,3996.0,821.0,22.0,4662.10986328125,3163.6298828125
268743,Category Promotion,2023-04-08,SMS,6482.0,464.0,85.0,1297.199951171875,5269.52978515625
268949,New User Discount,2023-08-01,Email,8150.0,182.0,85.0,4325.419921875,5286.9599609375
268984,Festival Offer,2023-10-03,App,6315.0,804.0,25.0,1587.02001953125,2219.889892578125
269055,App Push Notification,2024-06-11,Social Media,3849.0,480.0,79.0,3021.419921875,4742.5498046875
269345,Category Promotion,2024-02-11,SMS,3169.0,453.0,63.0,1958.260009765625,8435.6201171875
269570,Referral Program,2023-05-22,App,9200.0,795.0,33.0,3942.719970703125,7479.2099609375
269649,Membership Drive,2023-06-10,App,2292.0,346.0,37.0,2520.85009765625,9149.51953125
269827,Festival Offer,2024-05-29,Email,6147.0,368.0,67.0,2499.8798828125,9309.5302734375
269931,App Push Notification,2023-03-27,SMS,5962.0,635.0,40.0,4000.93994140625,6108.740234375
270023,Referral Program,2023-09-23,Email,9577.0,724.0,38.0,4556.919921875,9411.58984375
270031,Weekend Special,2024-02-12,App,1476.0,290.0,36.0,3186.2099609375,6756.41015625
270063,Referral Program,2024-04-26,Social Media,7143.0,937.0,28.0,4386.68017578125,5935.490234375
270200,Festival Offer,2024-08-29,App,3533.0,612.0,80.0,1250.7099609375,3949.219970703125
270413,Referral Program,2024-10-29,Email,1377.0,278.0,43.0,2165.159912109375,4371.89990234375
270439,Flash Sale,2024-08-14,Social Media,5163.0,985.0,90.0,4990.830078125,9226.599609375
270543,Flash Sale,2024-03-16,App,5933.0,144.0,86.0,2996.429931640625,9355.240234375
270672,App Push Notification,2023-08-19,Email,2556.0,687.0,33.0,1108.3399658203125,2393.8798828125
270705,Referral Program,2024-10-10,Social Media,3092.0,718.0,72.0,3281.39990234375,7717.16015625
270717,Category Promotion,2023-09-12,Email,8415.0,150.0,34.0,2935.2099609375,3977.179931640625
270761,Festival Offer,2024-03-19,Social Media,2626.0,355.0,44.0,4095.330078125,8028.14990234375
270788,Email Campaign,2024-08-04,Social Media,1621.0,925.0,26.0,4151.919921875,3437.080078125
271129,New User Discount,2023-08-26,Social Media,8873.0,623.0,90.0,2695.320068359375,8170.4599609375
271358,Weekend Special,2023-04-10,Email,5495.0,897.0,63.0,1860.2099609375,8585.3203125
271488,New User Discount,2023-05-26,App,7884.0,199.0,53.0,2683.610107421875,3963.699951171875
271495,New User Discount,2024-06-01,SMS,6942.0,305.0,100.0,2047.8399658203125,3509.550048828125
272335,Membership Drive,2024-01-13,SMS,4043.0,795.0,31.0,2511.570068359375,6726.25
272500,Category Promotion,2024-06-18,App,9834.0,124.0,50.0,1448.3800048828125,5272.85986328125
272636,Referral Program,2023-04-28,SMS,9012.0,277.0,87.0,3199.449951171875,4950.5400390625
272663,Festival Offer,2023-08-15,Email,6951.0,595.0,41.0,1389.260009765625,2671.0
272895,Category Promotion,2023-04-24,Social Media,7135.0,813.0,100.0,1099.780029296875,8085.2001953125
273056,Weekend Special,2023-03-18,App,9471.0,348.0,56.0,4403.580078125,6769.759765625
273062,New User Discount,2024-05-29,Email,9985.0,117.0,16.0,3230.72998046875,2233.02001953125
273112,App Push Notification,2024-07-04,SMS,4825.0,890.0,60.0,4971.9599609375,6051.97021484375
273217,Referral Program,2023-04-23,App,8875.0,910.0,31.0,4575.0400390625,7774.58984375
273357,Festival Offer,2023-04-04,SMS,2331.0,411.0,50.0,2996.7900390625,7260.02978515625
273428,New User Discount,2023-07-20,App,7951.0,816.0,35.0,2037.6700439453125,3290.669921875
273461,Email Campaign,2023-10-11,Social Media,3949.0,229.0,83.0,2556.860107421875,2085.070068359375
273880,App Push Notification,2024-04-24,Email,7276.0,865.0,25.0,1085.780029296875,3128.72998046875
273900,New User Discount,2023-09-25,SMS,8831.0,427.0,27.0,3070.18994140625,5615.18017578125
274032,Category Promotion,2023-11-22,Email,5939.0,755.0,30.0,4837.35009765625,7679.75
274150,Flash Sale,2024-07-10,SMS,3703.0,115.0,43.0,2486.1298828125,3557.85009765625
274268,Flash Sale,2024-01-15,App,7052.0,783.0,49.0,1934.25,3134.360107421875
